sgRNA	Gene	Clip2_7_E8_control_BC21_IGO_09496_13_S13
SPNS3_64888	SPNS3	2
UBE2I_19870	UBE2I	1
KNSTRN_55467	KNSTRN	1
LPPR2_47942	LPPR2	1
ELP2_42081	ELP2	1
DDB1_4598	DDB1	1
CDIPT_28033	CDIPT	1
TOP3A_19452	TOP3A	1
PSMA4_15155	PSMA4	1
PDIA6_27101	PDIA6	1
TAF1C_23584	TAF1C	1
NUPL1_26073	NUPL1	1
PEX12_13690	PEX12	1
TREM2_39826	TREM2	1
AATF_35174	AATF	1
LMBR1L_43128	LMBR1L	1
KIR2DL1_10179	KIR2DL1	1
SLC22A7_29357	SLC22A7	1
SKA1_65570	SKA1	1
PDIA5_29660	PDIA5	2
RBP7_57731	RBP7	1
PSMA4_15153	PSMA4	1
UROD_20040	UROD	1
PDRG1_51723	PDRG1	1
NUPL1_26076	NUPL1	2
UTP11L_37865	UTP11L	1
GTPBP10_55056	GTPBP10	1
FAT3_58228	FAT3	1
TBCK_56572	TBCK	1
PIK3CA_13969	PIK3CA	2
ANKRD13D_68781	ANKRD13D	1
PPIL2_33523	PPIL2	2
HSPA12B_57821	HSPA12B	2
ATP6V0E2_62972	ATP6V0E2	1
SEC13_17103	SEC13	1
MCM2_11233	MCM2	1
SMG1_31582	SMG1	2
SDHA_17088	SDHA	1
FAM159B_75457	FAM159B	1
ZBTB43_31733	ZBTB43	1
KRTAP10-2_70680	KRTAP10-2	1
C20orf24_43801	C20orf24	1
NUPR1_35032	NUPR1	1
NAA60_50319	NAA60	2
PUF60_30923	PUF60	1
MTRNR2L9_75802	MTRNR2L9	1
NHP2L1_12602	NHP2L1	1
RPS20_16591	RPS20	1
SF3B3_32838	SF3B3	1
TDGF1_18933	TDGF1	1
SDE2_63730	SDE2	1
DEFB4B_75718	DEFB4B	1
ELP6_40796	ELP6	1
PGD_13799	PGD	2
TNFAIP8L2-SCNM1_76191	TNFAIP8L2-SCNM1	1
CENPI_6597	CENPI	1
HINFP_34278	HINFP	1
HYOU1_28374	HYOU1	1
NOC3L_47613	NOC3L	1
TOMM20_26026	TOMM20	1
RBBP6_15893	RBBP6	1
TMEM70_41167	TMEM70	1
CCDC134_50239	CCDC134	1
LDLRAD2_72522	LDLRAD2	1
APH1A_37828	APH1A	1
DUS3L_44621	DUS3L	1
RASL10A_28744	RASL10A	2
PSMD2_15244	PSMD2	1
SUMO1_19889	SUMO1	1
LOC101060321_76314	LOC101060321	1
ARID4B_39412	ARID4B	1
GEN1_69964	GEN1	1
HINFP_34275	HINFP	1
BCKDK_27669	BCKDK	1
BEST4_67064	BEST4	1
HIST1H4C_21755	HIST1H4C	1
RTF1_31941	RTF1	1
ZGPAT_53847	ZGPAT	1
TMX2_37708	TMX2	1
AP1S1_3324	AP1S1	1
MYO1F_11880	MYO1F	1
LDB1_23222	LDB1	1
TSR2_55309	TSR2	2
FAM133B_66917	FAM133B	1
LRRC14_25604	LRRC14	1
UTP20_36067	UTP20	1
SNF8_30649	SNF8	1
GARS_6884	GARS	1
WASF2_27218	WASF2	1
BOLA2_73553	BOLA2	1
VCX2_38858	VCX2	1
UPF2_34360	UPF2	1
TLN1_19265	TLN1	1
NAPG_22934	NAPG	1
APITD1-CORT_76016	APITD1-CORT	1
SLC35B2_69874	SLC35B2	1
USP17L11_75588	USP17L11	1
PEX11G_56397	PEX11G	1
ENSA_5605	ENSA	1
UBA2_26850	UBA2	1
HNRNPA2B1_8577	HNRNPA2B1	1
VTI1B_28272	VTI1B	1
UBA3_23662	UBA3	1
COPB1_3680	COPB1	3
MAPK8IP1_24964	MAPK8IP1	1
ACTR3C_74419	ACTR3C	1
POP1_29606	POP1	1
TRIM43B_74261	TRIM43B	1
ASH2L_23764	ASH2L	1
CALML6_63703	CALML6	2
SEC23A_28248	SEC23A	1
RPS20_16589	RPS20	1
SKIV2L_17405	SKIV2L	1
GUCY2C_8013	GUCY2C	1
EP400_46083	EP400	1
TRIM43_59745	TRIM43	1
RPUSD3_68133	RPUSD3	2
WDR83_53372	WDR83	1
CHD8_46200	CHD8	1
STIL_17376	STIL	1
ILF2_9552	ILF2	1
NUBP2_27010	NUBP2	1
TRAPPC11_47022	TRAPPC11	1
FES_6217	FES	2
VPS45_30720	VPS45	1
NBPF14_33849	NBPF14	1
PPP2R2D_43551	PPP2R2D	1
ZNF71_46571	ZNF71	1
RNASEL_16196	RNASEL	1
LIG1_10644	LIG1	1
CHPF_49327	CHPF	1
KRTAP5-8_46464	KRTAP5-8	1
MARVELD2_62796	MARVELD2	1
IPO13_25554	IPO13	1
MPZL3_64379	MPZL3	1
NDUFB11_40184	NDUFB11	1
ZNF679_64001	ZNF679	1
COX7B_3733	COX7B	1
P3H2_41957	P3H2	1
TPH1_19487	TPH1	1
UQCRB_20020	UQCRB	1
PITX2_14031	PITX2	1
SFPQ_17169	SFPQ	2
NDUFA13_37725	NDUFA13	1
ATP13A1_45075	ATP13A1	1
GOLGA6L6_74487	GOLGA6L6	1
UPF1_16011	UPF1	1
TEKT2_35921	TEKT2	1
DFNB59_73444	DFNB59	1
POLA2_33419	POLA2	1
WDR62_67835	WDR62	1
PNLIP_14295	PNLIP	1
SBDS_37868	SBDS	1
FECH_6201	FECH	1
CLNS1A_3415	CLNS1A	1
MLN_11540	MLN	1
PHF23_48990	PHF23	1
TMEM50B_2086	TMEM50B	1
TTI2_50869	TTI2	1
FAM222A_54470	FAM222A	2
WBP1L_40720	WBP1L	1
NDUFB11_40185	NDUFB11	1
FAM25G_75474	FAM25G	1
SEMA4A_47542	SEMA4A	1
IMP4_56375	IMP4	1
UBE2O_47077	UBE2O	1
NEDD1_58382	NEDD1	1
EXOC3_30801	EXOC3	1
KLF16_52532	KLF16	1
MAFA_71460	MAFA	1
WDR77_48894	WDR77	1
TONSL_12563	TONSL	1
RPL10A_12414	RPL10A	1
HMSD_67718	HMSD	1
ADAP1_29908	ADAP1	1
HMBS_8476	HMBS	1
BNIPL_62167	BNIPL	1
BTF3_1918	BTF3	1
NPIPB9_75985	NPIPB9	1
SRP9_18198	SRP9	1
AARS2_45662	AARS2	1
TAOK3_38570	TAOK3	1
CCT7_28543	CCT7	1
ADAT2_60296	ADAT2	1
NBAS_39101	NBAS	1
NDUFS8_12389	NDUFS8	1
NCOR1_25360	NCOR1	1
SPPL2C_63545	SPPL2C	1
SMEK1_42997	SMEK1	1
RBM18_56247	RBM18	1
LTC4S_10857	LTC4S	1
POLR2I_14394	POLR2I	1
LTA_10831	LTA	1
VBP1_20099	VBP1	1
FIGNL1_47258	FIGNL1	1
RSPH9_65792	RSPH9	1
ZNF589_38663	ZNF589	1
NVL_12950	NVL	1
UBA7_19827	UBA7	1
WSB2_43650	WSB2	1
ADSS_448	ADSS	1
TSPY4_74682	TSPY4	1
KTI12_56911	KTI12	1
ZNF488_58069	ZNF488	1
RPL14_23680	RPL14	1
SAMD12_72448	SAMD12	1
HNRNPC_8587	HNRNPC	1
CXorf49B_75467	CXorf49B	1
A1BG_3	A1BG	0
AAMP_25	AAMP	0
AAMP_27	AAMP	0
AARS_33	AARS	0
AARS_34	AARS	0
ABCB7_56	ABCB7	0
ABCF1_60	ABCF1	0
ACACA_90	ACACA	0
ACACA_92	ACACA	0
ACADM_103	ACADM	0
ACLY_137	ACLY	0
ACLY_140	ACLY	0
ACR_148	ACR	0
ACO2_152	ACO2	0
ACTL6A_206	ACTL6A	0
ACTL6A_208	ACTL6A	0
ADCY3_288	ADCY3	0
ADORA1_369	ADORA1	0
ADORA2B_379	ADORA2B	0
PARP1_391	PARP1	0
PARP1_392	PARP1	0
PARP4_396	PARP4	0
ADSL_442	ADSL	0
AP1B1_459	AP1B1	0
AP2B1_463	AP2B1	0
AES_474	AES	0
AGT_513	AGT	0
AHCY_539	AHCY	0
AK2_561	AK2	0
AKT2_576	AKT2	0
ALDH3A2_634	ALDH3A2	0
ALDOA_641	ALDOA	0
ALDOA_642	ALDOA	0
ALDOA_643	ALDOA	0
AMD1_713	AMD1	0
AMY2A_773	AMY2A	0
SLC25A5_816	SLC25A5	0
ANXA3_830	ANXA3	0
APBB1_891	APBB1	0
APEX1_913	APEX1	0
BIRC5_929	BIRC5	0
BIRC5_931	BIRC5	0
KLK3_1004	KLK3	0
AQP5_1036	AQP5	0
AQP6_1037	AQP6	0
AQP7_1041	AQP7	0
AQP7_1044	AQP7	0
ARF1_1073	ARF1	0
ARHGDIG_1150	ARHGDIG	0
ARL2_1165	ARL2	0
ARL2_1166	ARL2	0
ARL2_1167	ARL2	0
ARL2_1168	ARL2	0
STS_1204	STS	0
ART1_1220	ART1	0
ATF4_1308	ATF4	0
ATOX1_1327	ATOX1	0
ATP2A2_1369	ATP2A2	0
ATP2A2_1372	ATP2A2	0
ATP5A1_1401	ATP5A1	0
ATP5A1_1402	ATP5A1	0
ATP5A1_1403	ATP5A1	0
ATP5B_1409	ATP5B	0
ATP5B_1411	ATP5B	0
ATP5B_1412	ATP5B	0
ATP5C1_1413	ATP5C1	0
ATP5D_1419	ATP5D	0
ATP5E_1421	ATP5E	0
ATP5E_1422	ATP5E	0
ATP5F1_1428	ATP5F1	0
ATP5G1_1429	ATP5G1	0
ATP5G1_1432	ATP5G1	0
ATP5G2_1434	ATP5G2	0
ATP5I_1442	ATP5I	0
ATP5J_1448	ATP5J	0
ATP6V1A_1451	ATP6V1A	0
ATP6V1A_1452	ATP6V1A	0
ATP6V1B2_1457	ATP6V1B2	0
ATP6V1B2_1458	ATP6V1B2	0
ATP6V1B2_1459	ATP6V1B2	0
ATP6V1B2_1460	ATP6V1B2	0
ATP6V0C_1461	ATP6V0C	0
ATP6V1C1_1466	ATP6V1C1	0
ATP6V1E1_1469	ATP6V1E1	0
ATP6V1E1_1471	ATP6V1E1	0
ATP6V0B_1474	ATP6V0B	0
ATP6AP1_1488	ATP6AP1	0
ATP5O_1496	ATP5O	0
ATRX_1505	ATRX	0
BAAT_1555	BAAT	0
BAD_1563	BAD	0
BARD1_1591	BARD1	0
BCL2L1_1642	BCL2L1	0
BCL2L1_1643	BCL2L1	0
BCL2L1_1644	BCL2L1	0
BCL9_1664	BCL9	0
HCN2_1670	HCN2	0
BCS1L_1681	BCS1L	0
BCS1L_1683	BCS1L	0
BFSP1_1703	BFSP1	0
BLM_1742	BLM	0
BLM_1744	BLM	0
BMP1_1772	BMP1	0
POLR3D_1819	POLR3D	0
BNIP1_1822	BNIP1	0
BNIP1_1823	BNIP1	0
BNIP1_1824	BNIP1	0
ZFP36L1_1880	ZFP36L1	0
BTF3_1919	BTF3	0
BTF3_1920	BTF3	0
BUB1_1933	BUB1	0
BUB1_1935	BUB1	0
BUB1B_1940	BUB1B	0
BYSL_1942	BYSL	0
BYSL_1943	BYSL	0
BYSL_1944	BYSL	0
C1QBP_1952	C1QBP	0
C6_2016	C6	0
VPS51_2043	VPS51	0
MRPL49_2046	MRPL49	0
ZNHIT2_2050	ZNHIT2	0
ZNHIT2_2051	ZNHIT2	0
ZNHIT2_2052	ZNHIT2	0
MYRF_2060	MYRF	0
TMEM50B_2087	TMEM50B	0
CACNA1A_2140	CACNA1A	0
CALCA_2215	CALCA	0
CALCA_2216	CALCA	0
CALCB_2217	CALCB	0
CAMK2B_2259	CAMK2B	0
CAMK2G_2268	CAMK2G	0
CAPZB_2322	CAPZB	0
CAPZB_2324	CAPZB	0
CARS_2326	CARS	0
CAV2_2392	CAV2	0
RUNX1T1_2407	RUNX1T1	0
RUNX3_2414	RUNX3	0
CCNA2_2478	CCNA2	0
CCNA2_2480	CCNA2	0
CCNB1_2483	CCNB1	0
CCNG1_2505	CCNG1	0
CCNH_2513	CCNH	0
CCNH_2515	CCNH	0
CCT6A_2526	CCT6A	0
CCT6A_2527	CCT6A	0
CCT6A_2528	CCT6A	0
CD8B_2593	CD8B	0
SIGLEC6_2650	SIGLEC6	0
ENTPD5_2693	ENTPD5	0
CD58_2723	CD58	0
CDK1_2779	CDK1	0
CDK11B_2782	CDK11B	0
CDC5L_2790	CDC5L	0
CDC5L_2791	CDC5L	0
CDC5L_2792	CDC5L	0
7-Sep_2793	7-Sep	0
7-Sep_2795	7-Sep	0
7-Sep_2796	7-Sep	0
CDC20_2804	CDC20	0
CDC25A_2806	CDC25A	0
CDC25C_2814	CDC25C	0
CDC27_2817	CDC27	0
CDC27_2818	CDC27	0
CDC27_2819	CDC27	0
CDC27_2820	CDC27	0
CDC42_2826	CDC42	0
CDC42_2828	CDC42	0
CDH8_2857	CDH8	0
CDH16_2888	CDH16	0
CDK5_2912	CDK5	0
CDK7_2917	CDK7	0
CDK9_2921	CDK9	0
CDK9_2922	CDK9	0
CDK9_2923	CDK9	0
CDK9_2924	CDK9	0
CENPA_3025	CENPA	0
CENPA_3026	CENPA	0
CENPA_3028	CENPA	0
CENPB_3032	CENPB	0
CENPC_3034	CENPC	0
CTSC_3076	CTSC	0
RCC1_3117	RCC1	0
RCC1_3118	RCC1	0
CHD4_3134	CHD4	0
CHEK1_3142	CHEK1	0
CHEK1_3143	CHEK1	0
CHGB_3154	CHGB	0
CHRNG_3267	CHRNG	0
CIRBP_3281	CIRBP	0
TBCB_3291	TBCB	0
CKS2_3316	CKS2	0
AP3S1_3330	AP3S1	0
CLK2_3394	CLK2	0
CLNS1A_3416	CLNS1A	0
CLTC_3434	CLTC	0
CLTC_3435	CLTC	0
CLTC_3436	CLTC	0
ACKR2_3472	ACKR2	0
PLK3_3506	PLK3	0
COPA_3675	COPA	0
COPB1_3677	COPB1	0
SLC31A1_3687	SLC31A1	0
SLC31A2_3691	SLC31A2	0
CORT_3693	CORT	0
COX4I1_3702	COX4I1	0
COX4I1_3703	COX4I1	0
COX4I1_3704	COX4I1	0
COX6A2_3714	COX6A2	0
COX6B1_3717	COX6B1	0
COX6B1_3720	COX6B1	0
COX6C_3723	COX6C	0
COX7B_3735	COX7B	0
COX7C_3740	COX7C	0
COX10_3745	COX10	0
COX11_3749	COX11	0
COX15_3753	COX15	0
COX15_3754	COX15	0
COX15_3755	COX15	0
COX15_3756	COX15	0
CPOX_3815	CPOX	0
CRABP2_3850	CRABP2	0
CRP_3919	CRP	0
CRYBB1_3959	CRYBB1	0
CS_3997	CS	0
CS_3998	CS	0
CS_3999	CS	0
CSE1L_4005	CSE1L	0
CSE1L_4006	CSE1L	0
CSE1L_4007	CSE1L	0
CSH2_4042	CSH2	0
CSNK1A1_4065	CSNK1A1	0
CSNK1A1_4066	CSNK1A1	0
CSNK1A1_4068	CSNK1A1	0
CSTF1_4155	CSTF1	0
CSTF3_4161	CSTF3	0
CTSW_4280	CTSW	0
CYP2A13_4357	CYP2A13	0
CYP2E1_4386	CYP2E1	0
CYP3A5_4401	CYP3A5	0
CYP4B1_4411	CYP4B1	0
CYP11A1_4422	CYP11A1	0
CYP17A1_4435	CYP17A1	0
DAD1_4477	DAD1	0
DAD1_4478	DAD1	0
DAD1_4480	DAD1	0
DGKA_4492	DGKA	0
DGKG_4499	DGKG	0
DAP_4510	DAP	0
DARS_4521	DARS	0
DARS_4524	DARS	0
DAXX_4528	DAXX	0
DBP_4556	DBP	0
DCTN1_4590	DCTN1	0
DDB1_4600	DDB1	0
DDX3X_4640	DDX3X	0
DDX6_4646	DDX6	0
DHX9_4657	DHX9	0
DHX9_4659	DHX9	0
DHX9_4660	DHX9	0
DDX10_4661	DDX10	0
DDX10_4662	DDX10	0
DDX10_4663	DDX10	0
DDX10_4664	DDX10	0
DDX11_4666	DDX11	0
DDX11_4667	DDX11	0
DDX11_4668	DDX11	0
DHX15_4669	DHX15	0
DHX15_4671	DHX15	0
DHX15_4672	DHX15	0
DEFB4A_4702	DEFB4A	0
DHFR_4748	DHFR	0
DHPS_4753	DHPS	0
DHPS_4754	DHPS	0
DHPS_4755	DHPS	0
NQO1_4764	NQO1	0
DKC1_4789	DKC1	0
DMBT1_4848	DMBT1	0
DMPK_4866	DMPK	0
DNA2_4878	DNA2	0
DNA2_4879	DNA2	0
DNA2_4880	DNA2	0
DYNC1H1_4917	DYNC1H1	0
DYNC1H1_4918	DYNC1H1	0
DNM2_4933	DNM2	0
DNM2_4935	DNM2	0
DNMT1_4937	DNMT1	0
DXO_4976	DXO	0
DPYD_5008	DPYD	0
DPYSL3_5018	DPYSL3	0
DTX1_5132	DTX1	0
DUT_5177	DUT	0
DUT_5179	DUT	0
DUT_5180	DUT	0
E2F6_5224	E2F6	0
E4F1_5226	E4F1	0
TYMP_5243	TYMP	0
ECT2_5258	ECT2	0
ECT2_5260	ECT2	0
PHC1_5297	PHC1	0
PHC2_5301	PHC2	0
PHC2_5304	PHC2	0
EEF1A1_5305	EEF1A1	0
EEF1A1_5307	EEF1A1	0
EEF1A1_5308	EEF1A1	0
EEF1B2_5315	EEF1B2	0
EEF1B2_5316	EEF1B2	0
EEF1G_5321	EEF1G	0
EEF2_5327	EEF2	0
EFNB2_5358	EFNB2	0
EFNB3_5362	EFNB3	0
CELSR2_5376	CELSR2	0
EIF1AX_5413	EIF1AX	0
EIF1AX_5414	EIF1AX	0
EIF1AX_5415	EIF1AX	0
EIF1AX_5416	EIF1AX	0
EIF2S1_5417	EIF2S1	0
EIF2S1_5418	EIF2S1	0
EIF2S1_5419	EIF2S1	0
EIF2S1_5420	EIF2S1	0
EIF2B1_5423	EIF2B1	0
EIF2B1_5424	EIF2B1	0
EIF2S3_5425	EIF2S3	0
EIF2S3_5426	EIF2S3	0
EIF2S3_5427	EIF2S3	0
EIF4A1_5434	EIF4A1	0
EIF4E_5447	EIF4E	0
EIF4G1_5457	EIF4G1	0
EIF4G1_5459	EIF4G1	0
EIF4G2_5462	EIF4G2	0
EIF5_5465	EIF5	0
EIF5A_5469	EIF5A	0
EIF5A_5470	EIF5A	0
EIF5A_5471	EIF5A	0
EIF5A_5472	EIF5A	0
ELK1_5522	ELK1	0
ENO1_5589	ENO1	0
ENPEP_5601	ENPEP	0
ENSA_5607	ENSA	0
EPRS_5714	EPRS	0
NR2F6_5727	NR2F6	0
ERCC1_5741	ERCC1	0
ERCC1_5743	ERCC1	0
ERCC2_5746	ERCC2	0
ERCC2_5747	ERCC2	0
ERCC2_5748	ERCC2	0
ERCC3_5758	ERCC3	0
ERCC3_5759	ERCC3	0
ERCC4_5762	ERCC4	0
ERH_5781	ERH	0
ERH_5782	ERH	0
ERH_5783	ERH	0
ERN1_5788	ERN1	0
FBL_5793	FBL	0
FBL_5794	FBL	0
FBL_5796	FBL	0
ESRRA_5812	ESRRA	0
ETF1_5821	ETF1	0
ETF1_5823	ETF1	0
ETF1_5824	ETF1	0
EWSR1_5894	EWSR1	0
F2R_5943	F2R	0
FAAH_5996	FAAH	0
FABP5_6015	FABP5	0
FABP7_6023	FABP7	0
FANCA_6025	FANCA	0
FANCA_6027	FANCA	0
FANCC_6031	FANCC	0
FANCD2_6034	FANCD2	0
FANCD2_6036	FANCD2	0
FANCE_6037	FANCE	0
FANCE_6038	FANCE	0
FANCF_6070	FANCF	0
FANCF_6071	FANCF	0
FANCG_6073	FANCG	0
FANCG_6075	FANCG	0
FARSA_6087	FARSA	0
FASN_6090	FASN	0
FASN_6092	FASN	0
FAU_6102	FAU	0
FAU_6103	FAU	0
FBN2_6116	FBN2	0
FCGR1A_6148	FCGR1A	0
FCGR1B_6152	FCGR1B	0
FCGR2A_6155	FCGR2A	0
FDPS_6190	FDPS	0
FDPS_6191	FDPS	0
FDPS_6192	FDPS	0
FDXR_6197	FDXR	0
FDXR_6198	FDXR	0
FECH_6203	FECH	0
FEN1_6205	FEN1	0
FEN1_6206	FEN1	0
FEN1_6207	FEN1	0
FGF2_6239	FGF2	0
FGFR1_6290	FGFR1	0
FHIT_6328	FHIT	0
FKBP1A_6347	FKBP1A	0
FOXD1_6387	FOXD1	0
FLOT2_6467	FLOT2	0
FNTA_6521	FNTA	0
FNTA_6522	FNTA	0
FNTA_6524	FNTA	0
FNTB_6525	FNTB	0
FNTB_6526	FNTB	0
FNTB_6527	FNTB	0
FOLH1_6531	FOLH1	0
FXN_6575	FXN	0
MTOR_6582	MTOR	0
MTOR_6583	MTOR	0
MTOR_6584	MTOR	0
FRG1_6587	FRG1	0
FRZB_6590	FRZB	0
FTH1_6609	FTH1	0
FTH1_6610	FTH1	0
FUT7_6667	FUT7	0
KDSR_6673	KDSR	0
KDSR_6676	KDSR	0
ACKR1_6677	ACKR1	0
G6PD_6702	G6PD	0
G6PD_6703	G6PD	0
XRCC6_6715	XRCC6	0
GABPA_6732	GABPA	0
GABPB1_6734	GABPB1	0
GABRA3_6747	GABRA3	0
GABRB3_6770	GABRB3	0
GABRG3_6790	GABRG3	0
GABRG3_6791	GABRG3	0
GALE_6822	GALE	0
GAPDH_6873	GAPDH	0
GAPDH_6874	GAPDH	0
GAPDH_6875	GAPDH	0
GAPDH_6876	GAPDH	0
GARS_6881	GARS	0
GARS_6882	GARS	0
GARS_6883	GARS	0
GCKR_6990	GCKR	0
GDF2_7026	GDF2	0
GDF10_7040	GDF10	0
GGCX_7088	GGCX	0
GGT1_7091	GGT1	0
GGT5_7101	GGT5	0
GH1_7106	GH1	0
GLE1_7209	GLE1	0
GLE1_7211	GLE1	0
GNAZ_7344	GNAZ	0
GOLGA4_7424	GOLGA4	0
GOT2_7434	GOT2	0
GP1BA_7443	GP1BA	0
GP1BB_7446	GP1BB	0
GPI_7474	GPI	0
NPBWR2_7517	NPBWR2	0
GPR37_7609	GPR37	0
GRK6_7643	GRK6	0
GPS1_7650	GPS1	0
GPS1_7652	GPS1	0
GPS2_7655	GPS2	0
GPX2_7667	GPX2	0
GPX4_7674	GPX4	0
GPX4_7676	GPX4	0
GRB2_7685	GRB2	0
GRB2_7686	GRB2	0
GRB2_7688	GRB2	0
GRB14_7700	GRB14	0
RAPGEF1_7701	RAPGEF1	0
GRM4_7797	GRM4	0
GSR_7868	GSR	0
GSS_7871	GSS	0
GSS_7872	GSS	0
GSTA1_7873	GSTA1	0
GSTA3_7882	GSTA3	0
GSTM5_7908	GSTM5	0
GTF2A2_7925	GTF2A2	0
GTF2B_7929	GTF2B	0
GTF2B_7930	GTF2B	0
GTF2B_7931	GTF2B	0
GTF2E1_7936	GTF2E1	0
GTF2E2_7939	GTF2E2	0
GTF2F2_7948	GTF2F2	0
GTF2H1_7949	GTF2H1	0
GTF2H2_7955	GTF2H2	0
GTF2H3_7959	GTF2H3	0
GTF2H4_7963	GTF2H4	0
GTF2I_7968	GTF2I	0
BRF1_7975	BRF1	0
GTF3C2_7981	GTF3C2	0
GUK1_8022	GUK1	0
GUK1_8023	GUK1	0
GUK1_8024	GUK1	0
H2AFX_8114	H2AFX	0
H2AFZ_8118	H2AFZ	0
H3F3A_8129	H3F3A	0
H3F3A_8131	H3F3A	0
H3F3A_8132	H3F3A	0
H3F3B_8134	H3F3B	0
HSD17B10_8146	HSD17B10	0
HSD17B10_8147	HSD17B10	0
HSD17B10_8148	HSD17B10	0
HARS_8169	HARS	0
HARS_8170	HARS	0
HARS_8171	HARS	0
HBG2_8215	HBG2	0
HCFC1_8233	HCFC1	0
HCFC1_8235	HCFC1	0
HCFC1_8236	HCFC1	0
HDAC2_8268	HDAC2	0
HDGF_8276	HDGF	0
HEXA_8292	HEXA	0
CFH_8298	CFH	0
HLA-DOA_8402	HLA-DOA	0
HLA-DPB1_8414	HLA-DPB1	0
HLCS_8465	HLCS	0
HMBS_8473	HMBS	0
HMGB1_8480	HMGB1	0
HMGB3_8488	HMGB3	0
HMGN1_8489	HMGN1	0
HMGA1_8513	HMGA1	0
HMGA1_8514	HMGA1	0
HMGA1_8515	HMGA1	0
HNRNPA1_8574	HNRNPA1	0
HNRNPA2B1_8578	HNRNPA2B1	0
HNRNPC_8585	HNRNPC	0
HNRNPC_8586	HNRNPC	0
HNRNPC_8588	HNRNPC	0
HNRNPF_8596	HNRNPF	0
HNRNPK_8610	HNRNPK	0
HNRNPL_8615	HNRNPL	0
HNRNPU_8617	HNRNPU	0
HNRNPU_8618	HNRNPU	0
HOXC10_8736	HOXC10	0
HOXD10_8771	HOXD10	0
HPN_8801	HPN	0
HPS1_8816	HPS1	0
PRMT1_8858	PRMT1	0
HSF1_8904	HSF1	0
HSPA1L_8932	HSPA1L	0
HSPA5_8941	HSPA5	0
HSPA5_8943	HSPA5	0
HSPA8_8950	HSPA8	0
HSPA8_8951	HSPA8	0
HSP90AA1_8965	HSP90AA1	0
HSP90AB1_8974	HSP90AB1	0
HSPD1_8977	HSPD1	0
HSPD1_8978	HSPD1	0
HSPE1_8983	HSPE1	0
HSPE1_8984	HSPE1	0
NDST1_8999	NDST1	0
FOXN2_9003	FOXN2	0
HTR1F_9031	HTR1F	0
HUS1_9065	HUS1	0
HUS1_9066	HUS1	0
HUS1_9067	HUS1	0
TNC_9069	TNC	0
IARS_9081	IARS	0
IARS_9082	IARS	0
IARS_9083	IARS	0
ICA1_9091	ICA1	0
ICT1_9114	ICT1	0
IFNA1_9202	IFNA1	0
IFNA10_9232	IFNA10	0
IFNA14_9239	IFNA14	0
IFNA14_9240	IFNA14	0
IFNA21_9252	IFNA21	0
IGF1R_9293	IGF1R	0
IGF1R_9294	IGF1R	0
IGFBP4_9322	IGFBP4	0
RBPJ_9349	RBPJ	0
RBPJ_9352	RBPJ	0
IK_9365	IK	0
IL3RA_9413	IL3RA	0
FOXK2_9546	FOXK2	0
ILF2_9549	ILF2	0
ILF2_9550	ILF2	0
ILF3_9554	ILF3	0
ILF3_9556	ILF3	0
ILK_9558	ILK	0
IMPDH1_9572	IMPDH1	0
INCENP_9582	INCENP	0
INCENP_9583	INCENP	0
ING1_9592	ING1	0
INHBC_9612	INHBC	0
IPP_9680	IPP	0
IRF1_9699	IRF1	0
ITGAV_9790	ITGAV	0
EIF6_9814	EIF6	0
EIF6_9815	EIF6	0
EIF6_9816	EIF6	0
KARS_9938	KARS	0
KCNA10_9971	KCNA10	0
KCNMA1_10095	KCNMA1	0
KCNS1_10132	KCNS1	0
KHK_10149	KHK	0
KIF5B_10167	KIF5B	0
KIR2DL3_10184	KIR2DL3	0
KIR2DL4_10188	KIR2DL4	0
KIR3DL2_10197	KIR3DL2	0
KIR3DL2_10200	KIR3DL2	0
KIF11_10251	KIF11	0
KIF11_10252	KIF11	0
KPNB1_10269	KPNB1	0
KPNB1_10270	KPNB1	0
KPNB1_10271	KPNB1	0
KPNB1_10272	KPNB1	0
KPNA2_10275	KPNA2	0
TNPO1_10290	TNPO1	0
TNPO1_10291	TNPO1	0
TNPO1_10292	TNPO1	0
KRT4_10320	KRT4	0
KRT5_10324	KRT5	0
KRT7_10335	KRT7	0
KRT14_10360	KRT14	0
KRT15_10364	KRT15	0
KRT16_10366	KRT16	0
KRT17_10371	KRT17	0
KRT17_10372	KRT17	0
KRT18_10374	KRT18	0
KRT18_10375	KRT18	0
KRT18_10376	KRT18	0
KRT33B_10395	KRT33B	0
KRT82_10412	KRT82	0
LAMA2_10464	LAMA2	0
RPSA_10505	RPSA	0
RPSA_10506	RPSA	0
RPSA_10508	RPSA	0
LGALS9_10618	LGALS9	0
LGALS9_10619	LGALS9	0
LHX1_10632	LHX1	0
LIF_10635	LIF	0
LIG3_10645	LIG3	0
LIG3_10648	LIG3	0
LIMS1_10672	LIMS1	0
LMNA_10708	LMNA	0
LMNB1_10711	LMNB1	0
LRMP_10779	LRMP	0
LSS_10821	LSS	0
LSS_10823	LSS	0
LY6H_10881	LY6H	0
CAPRIN1_10930	CAPRIN1	0
MAD2L1_10949	MAD2L1	0
MAGEA8_11023	MAGEA8	0
MAGEA12_11040	MAGEA12	0
MAGEB2_11048	MAGEB2	0
MARS_11133	MARS	0
MARS_11135	MARS	0
MARS_11136	MARS	0
MAX_11166	MAX	0
MBL2_11184	MBL2	0
MCL1_11229	MCL1	0
MCM3_11239	MCM3	0
