sgRNA	Gene	Clip2_8_IN8_treatment_BC24_IGO_09496_16_S16
LRRC49_40726	LRRC49	40
ZNF439_55552	ZNF439	21
ZNF829_70374	ZNF829	42
MTHFD2L_73044	MTHFD2L	51
FTH1_6612	FTH1	10
MAEL_54563	MAEL	44
EPB41L4A_47359	EPB41L4A	49
CCT8L2_62265	CCT8L2	43
GNAZ_7342	GNAZ	72
OR51S1_58175	OR51S1	35
IL31_70652	IL31	49
SMURF1_45150	SMURF1	20
C6orf48_37420	C6orf48	13
SETMAR_17165	SETMAR	106
ZNF142_20695	ZNF142	40
DAAM1_31434	DAAM1	32
MGAM_23503	MGAM	29
KIZ_43592	KIZ	28
PPP1R9A_42773	PPP1R9A	13
HIST1H2AJ_21625	HIST1H2AJ	12
HRASLS5_57941	HRASLS5	41
MAN2B1_11088	MAN2B1	36
CSNK2A1_4085	CSNK2A1	38
KRT26_70134	KRT26	11
TBXAS1_18787	TBXAS1	33
NCOA1_22559	NCOA1	38
CGB7_56644	CGB7	1
ZW10_24117	ZW10	2
SCGB3A2_57907	SCGB3A2	47
NEMF_24023	NEMF	11
KIF1A_1510	KIF1A	40
C1orf174_68945	C1orf174	31
CAMK1D_45033	CAMK1D	4
TMEM74_63049	TMEM74	34
DDX50_48703	DDX50	34
PHLDB3_74355	PHLDB3	43
RASA1_15859	RASA1	23
MTRNR2L6_75797	MTRNR2L6	12
ZNF510_31054	ZNF510	14
ZNF227_20864	ZNF227	27
CD96_27422	CD96	19
CASP1_2330	CASP1	29
PADI2_30570	PADI2	12
GALK1_6829	GALK1	48
ANKLE1_59184	ANKLE1	6
ERCC8_3306	ERCC8	43
GSTP1_7909	GSTP1	74
TGFA_19076	TGFA	30
TVP23B_37597	TVP23B	43
TNPO2_37023	TNPO2	69
GYS1_8049	GYS1	18
NLGN1_31061	NLGN1	30
ADAMTS16_64216	ADAMTS16	49
YKT6_28803	YKT6	9
GPT_7660	GPT	43
TNFRSF21_35851	TNFRSF21	27
BTLA_62573	BTLA	38
ZCCHC8_42742	ZCCHC8	4
PRDM5_30146	PRDM5	40
CLEC6A_56616	CLEC6A	10
RAB8A_11358	RAB8A	16
EID2_63643	EID2	11
ZNF8_20472	ZNF8	59
MED27_24838	MED27	98
DRC1_56347	DRC1	19
TAS1R1_51430	TAS1R1	40
SLC10A6_69673	SLC10A6	59
ANKRD20A4_74780	ANKRD20A4	45
GKN2_64722	GKN2	44
ACCSL_71621	ACCSL	62
ZNF316_75347	ZNF316	37
BNC2_40586	BNC2	45
ZBTB48_8373	ZBTB48	40
FAM184B_35679	FAM184B	11
C1GALT1_44558	C1GALT1	23
MEST_11383	MEST	23
RHNO1_52377	RHNO1	23
ZMYM1_50076	ZMYM1	79
CCDC65_55030	CCDC65	48
TP63_22482	TP63	104
RTP4_47390	RTP4	52
CT45A5_73160	CT45A5	15
PROCR_28438	PROCR	21
PLEKHJ1_41602	PLEKHJ1	50
BNIP3_1831	BNIP3	14
KCNC1_9977	KCNC1	11
AZIN2_57007	AZIN2	65
SLC30A10_42625	SLC30A10	7
FASLG_1011	FASLG	4
VIM_20159	VIM	17
ZFAND4_56543	ZFAND4	56
IFI27L1_58473	IFI27L1	42
TMEM200B_72085	TMEM200B	26
WNT1_20258	WNT1	12
N4BP2L2_28095	N4BP2L2	15
SMPD3_42587	SMPD3	49
TSPAN17_34875	TSPAN17	29
TOMM5_72458	TOMM5	32
NANOS2_68923	NANOS2	45
CRTC2_64678	CRTC2	18
RAD51AP1_28752	RAD51AP1	27
KIAA0408_25767	KIAA0408	39
SLC38A7_42042	SLC38A7	20
CAPZA3_56589	CAPZA3	30
KCNRG_67402	KCNRG	36
STARD4_60262	STARD4	27
MAGI1_24236	MAGI1	22
TBX21_37038	TBX21	22
SFRP1_17173	SFRP1	3
ZNF471_45889	ZNF471	104
POLR3GL_53274	POLR3GL	31
DEFB115_66152	DEFB115	80
PSPC1_42140	PSPC1	24
TMEM51_41540	TMEM51	19
ZSCAN23_66054	ZSCAN23	28
PTPRB_15461	PTPRB	33
DCAF4_34558	DCAF4	43
UFC1_38899	UFC1	6
SDHB_17090	SDHB	4
OR3A1_13086	OR3A1	10
AKTIP_47713	AKTIP	33
APOE_986	APOE	25
ANK3_803	ANK3	44
SYTL3_56708	SYTL3	27
ACAD10_51252	ACAD10	14
PPP1R8_14598	PPP1R8	17
C19orf67_74091	C19orf67	31
AGTPBP1_32348	AGTPBP1	57
IRF7_9721	IRF7	19
KDM5B_29100	KDM5B	18
DLX5_4840	DLX5	30
WTIP_59140	WTIP	28
SNX5_35647	SNX5	53
SYT13_45935	SYT13	22
CD34_2655	CD34	58
ANKRD24_64251	ANKRD24	4
SLC22A14_24688	SLC22A14	68
CHRNB4_3254	CHRNB4	14
MMP25_47684	MMP25	23
ADH4_347	ADH4	35
SLC40A1_37057	SLC40A1	11
NDUFB8_12342	NDUFB8	1
CLIP3_34300	CLIP3	65
MYDGF_43846	MYDGF	26
IGF2BP3_28775	IGF2BP3	29
PHOSPHO2_73412	PHOSPHO2	28
CSNK2A1_4087	CSNK2A1	21
CEP85L_70731	CEP85L	48
TRAPPC1_46547	TRAPPC1	14
CASP6_2349	CASP6	24
ZIK1_67730	ZIK1	51
LUZP2_68760	LUZP2	65
MLXIP_31084	MLXIP	13
C17orf98_71006	C17orf98	28
JADE2_32506	JADE2	5
DDX60_42752	DDX60	29
ADCY9_305	ADCY9	41
CTIF_26048	CTIF	27
NWD2_45633	NWD2	19
AP2M1_3318	AP2M1	20
MRPS7_37727	MRPS7	29
RALGPS1_25482	RALGPS1	29
HIST1H4H_21760	HIST1H4H	16
NMUR2_44592	NMUR2	27
TRAPPC6A_48916	TRAPPC6A	60
COA3_36215	COA3	26
SOCS6_24431	SOCS6	9
PCDHB9_43972	PCDHB9	84
PROS1_14997	PROS1	42
MCHR2_53769	MCHR2	32
KRTAP3-2_52653	KRTAP3-2	173
HNRNPC_8585	HNRNPC	2
CHST8_47681	CHST8	7
C15orf62_73777	C15orf62	17
CALML6_63701	CALML6	11
TCF20_18866	TCF20	35
CLK4_45404	CLK4	20
PCDH17_35892	PCDH17	14
OR6M1_71736	OR6M1	66
TMEM222_52821	TMEM222	12
CXCL3_7826	CXCL3	45
GMIP_38380	GMIP	10
FAM213B_59330	FAM213B	11
NDRG4_48348	NDRG4	24
MCEE_54054	MCEE	31
PIM1_13979	PIM1	14
BLMH_1747	BLMH	10
CA8_2124	CA8	20
ZNF541_53120	ZNF541	19
ASNA1_1266	ASNA1	4
CNNM1_35079	CNNM1	46
ABCB6_26866	ABCB6	56
GNAI3_7315	GNAI3	16
PAX6_13342	PAX6	16
HEPH_26160	HEPH	22
GSC2_7847	GSC2	46
JADE2_32503	JADE2	36
RBM41_42201	RBM41	26
C9orf91_65062	C9orf91	42
BIRC3_923	BIRC3	33
RPS6KB1_16525	RPS6KB1	34
GTPBP6_21435	GTPBP6	28
RNF17_44084	RNF17	9
FAM156B_74502	FAM156B	18
ZBTB22_24387	ZBTB22	31
CELA1_5475	CELA1	27
ADAMTS5_30105	ADAMTS5	28
SUSD4_41444	SUSD4	28
ADHFE1_60516	ADHFE1	40
UBOX5_31125	UBOX5	42
KCNE4_33478	KCNE4	37
CAV1_2386	CAV1	61
GALNT6_30524	GALNT6	38
NAA20_37891	NAA20	17
PNN_14309	PNN	24
CES1_3048	CES1	33
ANKRD40_55815	ANKRD40	11
NPEPL1_49725	NPEPL1	24
PAPD7_29939	PAPD7	27
KREMEN1_52764	KREMEN1	19
CA4_2108	CA4	3
WRN_20320	WRN	34
MYO7A_12117	MYO7A	16
ENAM_27063	ENAM	66
ZNF527_53697	ZNF527	21
HIST1H4B_21764	HIST1H4B	17
TOR2A_36128	TOR2A	23
FGFR2_6304	FGFR2	43
PPP1R32_65530	PPP1R32	15
ZNF460_29183	ZNF460	78
SIRT7_39002	SIRT7	26
HKDC1_50891	HKDC1	57
GNAI1_7306	GNAI1	26
IGSF11_62659	IGSF11	58
NLN_45605	NLN	65
LMTK3_57178	LMTK3	34
PLAU_14102	PLAU	43
PADI6_70128	PADI6	9
ALG1L2_73966	ALG1L2	33
ADIPOR1_37775	ADIPOR1	11
KLK8_30469	KLK8	50
MPP7_61138	MPP7	45
PGAP2_36010	PGAP2	93
TNNT2_19410	TNNT2	26
LANCL3_69812	LANCL3	54
CFAP70_58050	CFAP70	8
ZNF382_54451	ZNF382	4
CDH26_46869	CDH26	23
CARD18_46716	CARD18	14
RAP1GAP_15810	RAP1GAP	65
USP25_36580	USP25	41
DHRSX_65195	DHRSX	1
AJUBA_54627	AJUBA	16
NLGN4Y_30931	NLGN4Y	45
CFHR5_51612	CFHR5	3
CELF2_28832	CELF2	45
GRHL3_46435	GRHL3	20
ZDHHC20_66358	ZDHHC20	49
SERTAD3_36866	SERTAD3	66
ST3GAL1_17351	ST3GAL1	68
METTL25_53089	METTL25	33
SPON1_28013	SPON1	20
IGFBP5_9326	IGFBP5	27
SAP130_49347	SAP130	23
DNAL4_27085	DNAL4	16
SLC6A5_24038	SLC6A5	21
WDR24_53138	WDR24	43
GATA1_6908	GATA1	34
MYBL1_11971	MYBL1	34
USP17L2_70593	USP17L2	2
GARNL3_53228	GARNL3	9
CSNK1A1L_58437	CSNK1A1L	43
PGBD5_49372	PGBD5	33
HIST1H4B_21762	HIST1H4B	38
PICALM_21542	PICALM	28
PRB3_14709	PRB3	37
PLCL2_32150	PLCL2	16
MUC17_60792	MUC17	20
CD5_2575	CD5	64
LRBA_2785	LRBA	27
PODXL2_37237	PODXL2	30
MFSD1_47936	MFSD1	79
CCDC132_42784	CCDC132	15
MPPED2_2053	MPPED2	56
ZNF264_24792	ZNF264	29
IL31RA_60149	IL31RA	64
ZNF708_20491	ZNF708	20
CLYBL_64286	CLYBL	6
SH2B2_28634	SH2B2	47
INTS3_48446	INTS3	26
USP54_63282	USP54	17
KCNA10_9970	KCNA10	9
PAPD4_63941	PAPD4	15
MFAP3L_26173	MFAP3L	80
JAKMIP3_67167	JAKMIP3	38
KIAA1324L_65968	KIAA1324L	28
CTSV_4265	CTSV	41
NDUFA4_12278	NDUFA4	3
STOX1_65355	STOX1	24
WNK3_48508	WNK3	42
COPRS_42430	COPRS	10
CLK3_3398	CLK3	46
PLD3_33409	PLD3	34
ATXN7_16850	ATXN7	11
PCDHGA4_43933	PCDHGA4	14
TMEM99_61754	TMEM99	37
RALGAPA2_45236	RALGAPA2	19
NOX5_49204	NOX5	21
BSN_23421	BSN	27
CACNA1S_2164	CACNA1S	42
SLC25A5_813	SLC25A5	35
LAMTOR3_22563	LAMTOR3	6
OSGIN2_2035	OSGIN2	33
FAM107A_30355	FAM107A	34
LDLRAD1_71126	LDLRAD1	60
CACNG5_35548	CACNG5	16
OR8G1_35053	OR8G1	12
AGO1_35121	AGO1	24
FMO3_6493	FMO3	40
HN1_37984	HN1	33
DMXL2_32420	DMXL2	60
VSIG4_30770	VSIG4	35
NPIPA7_76297	NPIPA7	20
MACC1_69738	MACC1	64
SLC17A1_17654	SLC17A1	64
ZFP30_30943	ZFP30	42
CRHBP_3888	CRHBP	18
ZNF605_75724	ZNF605	26
SCRT1_52182	SCRT1	34
ANO2_44978	ANO2	51
SPAG7_25190	SPAG7	30
WWP1_29979	WWP1	19
NUP62_33375	NUP62	10
GNB5_28902	GNB5	25
FPR1_6564	FPR1	16
RAB43_68846	RAB43	32
KLF9_1912	KLF9	24
COX6A2_3715	COX6A2	40
GEMIN8_41139	GEMIN8	39
NAIP_12185	NAIP	19
ZNF112_20865	ZNF112	25
SUGT1_29512	SUGT1	59
PTPN4_15426	PTPN4	56
E2F2_5208	E2F2	29
NOL9_49695	NOL9	10
POU5F2_60226	POU5F2	14
ZFP69B_48465	ZFP69B	54
SFT2D1_56995	SFT2D1	63
EFCAB14_26054	EFCAB14	33
FCN1_6179	FCN1	11
GNGT2_7385	GNGT2	24
RAB13_15679	RAB13	14
DYTN_71989	DYTN	18
DIP2A_31992	DIP2A	18
CEBPE_3016	CEBPE	36
JMJD7_75504	JMJD7	19
ZNF287_45366	ZNF287	55
CYBB_4316	CYBB	1
FN3KRP_49587	FN3KRP	23
FAM186A_58314	FAM186A	2
TSSK3_51844	TSSK3	16
MGAT5B_61622	MGAT5B	37
PCDH11Y_52065	PCDH11Y	32
CHRNA7_3238	CHRNA7	48
HOXB3_8687	HOXB3	29
PSMB5_15186	PSMB5	27
DEFB4B_75718	DEFB4B	8
HFM1_63743	HFM1	14
INSL6_30363	INSL6	15
TM6SF2_39551	TM6SF2	21
TASP1_42814	TASP1	23
GPR143_12956	GPR143	37
TMEM41A_55452	TMEM41A	32
PHYHIPL_53653	PHYHIPL	87
OCLN_75915	OCLN	26
HSBP1_8867	HSBP1	69
AGGF1_41594	AGGF1	21
PRAMEF6_72958	PRAMEF6	4
ABCC6_1053	ABCC6	20
C8orf22_73375	C8orf22	17
STX16_22650	STX16	22
PSMB11_58515	PSMB11	8
SSX5_18309	SSX5	7
EFNB1_5356	EFNB1	85
HSD3B7_51032	HSD3B7	55
MRPS9_48299	MRPS9	37
PLD5_64658	PLD5	10
IGF1R_9295	IGF1R	49
FAM21A_70797	FAM21A	15
GDNF-AS1_76236	GDNF-AS1	39
PELI1_45173	PELI1	23
IGF2R_9302	IGF2R	20
SLC1A1_17427	SLC1A1	46
SMLR1_75953	SMLR1	23
RASSF2_25915	RASSF2	20
CHIC1_39548	CHIC1	59
C1QBP_1951	C1QBP	30
MYO7B_12121	MYO7B	64
ALS2CR12_59826	ALS2CR12	10
KIF11_10249	KIF11	2
DHX40_49564	DHX40	20
ZNF629_32578	ZNF629	25
NFKBID_54210	NFKBID	19
PSMB6_15192	PSMB6	16
LRRC16A_42764	LRRC16A	4
PRSS48_69659	PRSS48	37
OR1A2_34732	OR1A2	25
RIT2_16152	RIT2	57
OR2W5_73219	OR2W5	40
PTPRT_30181	PTPRT	63
PPP2R2B_14626	PPP2R2B	19
LEMD3_33257	LEMD3	14
GPT_7657	GPT	43
RRAGA_28872	RRAGA	18
SBSN_70370	SBSN	27
ACAD9_36271	ACAD9	5
CX3CR1_4290	CX3CR1	29
TMEM239_75696	TMEM239	11
C3orf38_68079	C3orf38	14
TMEM191C_74020	TMEM191C	13
DHRS11_49023	DHRS11	4
SOCS4_58543	SOCS4	29
SRFBP1_62784	SRFBP1	8
GGA2_31612	GGA2	19
ADPRM_44776	ADPRM	37
KDF1_59210	KDF1	35
ALKBH6_54631	ALKBH6	75
MUCL1_58017	MUCL1	19
TLX3_37048	TLX3	58
G2E3_42870	G2E3	19
FTL_6614	FTL	12
SH3YL1_35305	SH3YL1	7
AMPH_751	AMPH	14
ZNF16_20494	ZNF16	46
HLA-C_8388	HLA-C	66
CEP295NL_76221	CEP295NL	65
MON2_31558	MON2	11
PHF1_13854	PHF1	57
ADAMTSL5_68926	ADAMTSL5	21
ZNF695_45024	ZNF695	19
TOMM5_72460	TOMM5	2
WDR20_56024	WDR20	25
SUMO4_70718	SUMO4	36
OR8U1_65225	OR8U1	74
TCERG1L_66781	TCERG1L	10
DNM3_34461	DNM3	20
ZNF814_75035	ZNF814	101
TTI2_50868	TTI2	38
MT1A_11805	MT1A	12
POLM_36133	POLM	51
PBX4_51245	PBX4	27
YJEFN3_70367	YJEFN3	30
L3MBTL2_52470	L3MBTL2	29
TLCD1_57705	TLCD1	24
LRCH1_31862	LRCH1	41
RREB1_16642	RREB1	22
HERPUD2_47564	HERPUD2	30
KIAA0141_26049	KIAA0141	59
CAMK2D_2263	CAMK2D	51
FAM3C_28111	FAM3C	9
FMOD_6505	FMOD	48
WWC2_50606	WWC2	36
KRT39_71853	KRT39	51
SLC35G1_63291	SLC35G1	16
APH1B_52150	APH1B	64
CUL4B_21970	CUL4B	39
PBDC1_38280	PBDC1	77
OTOGL_67308	OTOGL	39
SUN5_60948	SUN5	19
BARHL2_69544	BARHL2	15
CCDC8_52742	CCDC8	4
PF4V1_13708	PF4V1	27
OBSCN_52776	OBSCN	17
UCHL5_38639	UCHL5	10
FAHD1_52023	FAHD1	29
SLC47A2_61661	SLC47A2	54
HCLS1_8241	HCLS1	23
FAM157B_75439	FAM157B	15
RRNAD1_37774	RRNAD1	5
REL_15981	REL	49
THSD7A_65939	THSD7A	23
FNDC7_63685	FNDC7	19
LAMA2_10462	LAMA2	29
BHMT2_33512	BHMT2	14
SPATA31A7_34706	SPATA31A7	23
RIT1_16157	RIT1	22
MSANTD1_69669	MSANTD1	37
HIST2H2AA3_21646	HIST2H2AA3	39
KCNG3_64236	KCNG3	5
MEGF9_5388	MEGF9	31
PHF1_13856	PHF1	18
LRIT2_69254	LRIT2	11
PVRIG_48782	PVRIG	16
SPEG_27653	SPEG	17
AK5_34959	AK5	4
PRR22_63652	PRR22	68
ETNPPL_48167	ETNPPL	14
ZNF512_53636	ZNF512	33
NUDT17_64648	NUDT17	36
ADIRF_29730	ADIRF	30
TCEB1_18803	TCEB1	2
MYD88_12008	MYD88	24
OR51M1_71563	OR51M1	17
CORO7-PAM16_76108	CORO7-PAM16	17
MGRN1_32367	MGRN1	51
CCDC86_48881	CCDC86	11
BBS7_41948	BBS7	45
ANKRD36B_46356	ANKRD36B	47
HS2ST1_25497	HS2ST1	97
CTBP1_4177	CTBP1	31
C10orf55_72762	C10orf55	21
LRRC3_51643	LRRC3	7
PAPD4_63942	PAPD4	26
CNDP2_43235	CNDP2	69
FGF6_6254	FGF6	42
KDM4C_31674	KDM4C	25
METTL11B_62142	METTL11B	19
HLA-DMA_8390	HLA-DMA	3
SSUH2_37673	SSUH2	4
CLSTN2_47326	CLSTN2	15
COL16A1_3653	COL16A1	67
LOC100129083_75179	LOC100129083	48
CHRM5_3214	CHRM5	25
CISH_3286	CISH	13
LEPROT_40472	LEPROT	30
TECTA_18961	TECTA	28
FGGY_42168	FGGY	31
KDM2A_31398	KDM2A	21
BCL2L15_72982	BCL2L15	44
TLN2_52344	TLN2	19
OPCML_13044	OPCML	28
CBLC_33343	CBLC	34
MFSD10_27430	MFSD10	14
WDR91_36364	WDR91	15
FZD9_21609	FZD9	16
C6orf52_69890	C6orf52	25
RRBP1_16637	RRBP1	10
KCNJ16_10077	KCNJ16	102
C9orf92_75204	C9orf92	37
LOC101928841_76383	LOC101928841	35
KRT17_10369	KRT17	20
PRAME_33077	PRAME	18
HIST1H1A_8139	HIST1H1A	15
UBAP1L_71815	UBAP1L	32
DENND1C_50466	DENND1C	24
MIS18A_39751	MIS18A	2
CKAP2L_62347	CKAP2L	48
MAS1_11140	MAS1	33
ATP5L_28740	ATP5L	17
SIDT1_40750	SIDT1	59
ZP4_46461	ZP4	35
RABGAP1_33379	RABGAP1	21
ZNF614_50706	ZNF614	62
NAIF1_65073	NAIF1	8
GIPR_7137	GIPR	50
ABCD4_15578	ABCD4	43
NALCN_66949	NALCN	14
CNDP1_54131	CNDP1	34
TRNAU1AP_41109	TRNAU1AP	6
CHAD_3107	CHAD	24
TMEM138_38941	TMEM138	30
ULK1_21861	ULK1	15
ALPL_689	ALPL	63
ZNF302_43690	ZNF302	62
NT5C1B-RDH14_76044	NT5C1B-RDH14	41
MIS18BP1_42309	MIS18BP1	7
LTA_10832	LTA	29
HMMR_8520	HMMR	16
EVL_38824	EVL	41
PRKCE_14830	PRKCE	50
SMIM21_67716	SMIM21	17
TM2D2_52586	TM2D2	20
KPRP_73333	KPRP	74
MAP9_50252	MAP9	25
CYP2J2_4394	CYP2J2	68
ASPHD2_45184	ASPHD2	54
NPS_73603	NPS	28
NEDD4_12407	NEDD4	87
ZNF805_71889	ZNF805	40
TAF9B_39147	TAF9B	60
CRYBB2_3962	CRYBB2	27
GSTA1_7876	GSTA1	18
IL18RAP_23044	IL18RAP	20
ANP32B_28429	ANP32B	15
IER3_23246	IER3	25
KCNK1_10082	KCNK1	31
ATG13_25933	ATG13	49
SDCBP_17076	SDCBP	5
AQP5_1034	AQP5	3
TRMT11_46892	TRMT11	13
PGBD3_67097	PGBD3	12
TBC1D31_56554	TBC1D31	3
FAM19A2_68820	FAM19A2	25
HS6ST1_24704	HS6ST1	6
ZNF354C_37107	ZNF354C	54
TFAP2C_19016	TFAP2C	23
HTR2A_9033	HTR2A	10
NOXO1_58693	NOXO1	21
MRGPRD_57792	MRGPRD	9
DR1_5021	DR1	22
AATK_25398	AATK	22
SLC22A7_29355	SLC22A7	60
AMDHD2_37504	AMDHD2	67
LYRM7_55557	LYRM7	26
C1orf43_34066	C1orf43	11
IGSF23_61842	IGSF23	19
SLC16A11_63539	SLC16A11	35
IL18RAP_23041	IL18RAP	17
DCC_4562	DCC	32
DICER1_32716	DICER1	15
NAT8_23629	NAT8	16
RFPL1_16059	RFPL1	7
THAP4_37719	THAP4	69
DEFA4_4687	DEFA4	28
GYG2_23374	GYG2	42
WDR93_44726	WDR93	23
FAM214A_44121	FAM214A	46
MUTYH_11942	MUTYH	33
PGA5_13781	PGA5	33
AUP1_1520	AUP1	15
FAM110D_50380	FAM110D	29
TEX10_40877	TEX10	4
CXCL14_25180	CXCL14	43
ZRSR2_21451	ZRSR2	2
ZNF707_68345	ZNF707	38
ZNF831_59580	ZNF831	23
MITF_11507	MITF	35
ZFP82_67837	ZFP82	68
FAM181B_65607	FAM181B	28
ZSCAN31_47607	ZSCAN31	36
SSC4D_60454	SSC4D	13
RNF149_68012	RNF149	25
EPG5_46344	EPG5	16
DDX1_4636	DDX1	14
NIPBL_33859	NIPBL	18
MAP7_23711	MAP7	24
LATS1_23897	LATS1	18
CHST14_56953	CHST14	8
ABCG8_47587	ABCG8	12
UBE2O_47078	UBE2O	22
BHMT_1719	BHMT	6
MAP7D1_43077	MAP7D1	40
STK16_22380	STK16	16
SSFA2_18255	SSFA2	4
GNS_7408	GNS	47
SOX9_17989	SOX9	44
FAM117A_51688	FAM117A	26
TSR2_55307	TSR2	25
HHEX_8331	HHEX	25
PTCD1_34374	PTCD1	11
LRRC28_58617	LRRC28	76
RHOJ_45397	RHOJ	47
TFEC_30855	TFEC	31
TMC1_57973	TMC1	21
PNN_14310	PNN	16
ANGPT4_38645	ANGPT4	35
UBE3D_55276	UBE3D	13
ZSCAN1_67738	ZSCAN1	16
PITX1_14027	PITX1	25
CNPY3_28940	CNPY3	63
MTMR14_47754	MTMR14	6
ITPRIPL1_62401	ITPRIPL1	12
GRIN1_7755	GRIN1	43
SMAD2_10959	SMAD2	32
PLEKHB1_46522	PLEKHB1	24
C19orf81_69453	C19orf81	11
ABHD12B_61421	ABHD12B	42
NCOA7_60323	NCOA7	7
CATSPER2_57902	CATSPER2	39
ZMYND19_57693	ZMYND19	8
TMEM31_65123	TMEM31	72
MRPL1_48343	MRPL1	5
RFPL3_29028	RFPL3	4
P2RY14_26481	P2RY14	19
ZNF85_20628	ZNF85	29
OR6K6_59530	OR6K6	16
GGCT_48715	GGCT	16
MTRNR2L2_75780	MTRNR2L2	33
LGALS3_10598	LGALS3	32
GPRASP2_57368	GPRASP2	32
GCN1L1_29762	GCN1L1	15
AQP11_67133	AQP11	91
AKR1A1_27766	AKR1A1	43
OSBPL2_26306	OSBPL2	15
TMEM200B_72087	TMEM200B	22
ESPL1_25664	ESPL1	28
APOBEC3F_64698	APOBEC3F	22
PHF1_13855	PHF1	26
PARD6G_53796	PARD6G	5
GLI3_7228	GLI3	9
MC1R_11196	MC1R	24
DPP10_46067	DPP10	51
LPPR2_47940	LPPR2	16
IRG1_75062	IRG1	28
PACS1_43040	PACS1	30
FILIP1_35678	FILIP1	26
ASPRV1_62516	ASPRV1	40
SLC10A3_21493	SLC10A3	47
IPO9_43098	IPO9	34
SH3RF1_46071	SH3RF1	18
TTC5_56041	TTC5	16
DSCC1_48868	DSCC1	10
LHX2_24581	LHX2	51
ZNF517_69164	ZNF517	14
SLC11A1_17610	SLC11A1	2
IFT22_48078	IFT22	30
TMEM125_59475	TMEM125	16
IDUA_9167	IDUA	6
LRRC27_51098	LRRC27	60
GLIPR1_29833	GLIPR1	40
RIMKLA_67974	RIMKLA	48
FGG_6311	FGG	18
ARID1B_45620	ARID1B	30
CISD3_67643	CISD3	11
SLC39A11_64870	SLC39A11	23
OR2M4_34825	OR2M4	76
RABEPK_27495	RABEPK	18
SLC8B1_50633	SLC8B1	7
BPY2C_73289	BPY2C	57
DDO_22207	DDO	10
CRHR1_3891	CRHR1	9
PPCDC_46904	PPCDC	16
TXNDC16_45793	TXNDC16	10
DEFB132_72285	DEFB132	33
SIVA1_28536	SIVA1	16
NME4_12670	NME4	25
NTNG2_53877	NTNG2	37
ZNF367_64364	ZNF367	26
PRR25_70943	PRR25	47
VPS13B_63036	VPS13B	4
SEC22A_35348	SEC22A	20
BBX_44786	BBX	38
SLIT3_17721	SLIT3	21
CCDC58_59908	CCDC58	34
SCN11A_30693	SCN11A	28
TMPRSS13_52768	TMPRSS13	32
GNAO1_7324	GNAO1	35
AP1M1_23371	AP1M1	77
PLEKHG1_45588	PLEKHG1	12
MIPOL1_61406	MIPOL1	82
GTF2A1L_29920	GTF2A1L	18
HDDC3_70313	HDDC3	12
IQCA1_49922	IQCA1	30
SBNO2_31182	SBNO2	14
C2orf82_71267	C2orf82	15
DCDC5_75907	DCDC5	31
LRRC66_69069	LRRC66	30
CYP11A1_4423	CYP11A1	19
LY75_10894	LY75	14
PLGLB1_14161	PLGLB1	5
DAGLA_2066	DAGLA	14
LMNTD1_63348	LMNTD1	16
UHRF2_57493	UHRF2	44
RGS21_72810	RGS21	6
DEFB124_66171	DEFB124	32
ARL5A_34776	ARL5A	10
OR8I2_58276	OR8I2	22
ZNF292_31536	ZNF292	54
STMND1_72388	STMND1	24
CABP5_44245	CABP5	25
TLK2_29837	TLK2	21
CEP89_54429	CEP89	12
SLC22A9_57138	SLC22A9	18
LMNB1_10710	LMNB1	37
FAM57A_50154	FAM57A	34
CCDC53_37554	CCDC53	68
C16orf90_74077	C16orf90	36
TOLLIP_40017	TOLLIP	8
SLC2A12_62865	SLC2A12	70
SLC39A3_36971	SLC39A3	57
BCL6B_66676	BCL6B	34
C11orf95_48585	C11orf95	27
RILPL1_70050	RILPL1	55
HHIPL1_53598	HHIPL1	40
OTUB2_48638	OTUB2	21
STARD13_55560	STARD13	53
PPP1R32_65529	PPP1R32	18
SP140L_56499	SP140L	12
NQO2_12673	NQO2	63
CREM_3878	CREM	32
LIMS3L_75692	LIMS3L	7
STOX1_65353	STOX1	46
IGF2BP3_28778	IGF2BP3	18
FOXO3_6435	FOXO3	33
NFATC4_12506	NFATC4	6
DGKZ_22196	DGKZ	15
ZKSCAN1_20553	ZKSCAN1	32
EXOC3L4_56019	EXOC3L4	27
NAA11_54176	NAA11	22
C16orf13_53490	C16orf13	23
ANP32E_51786	ANP32E	49
ZBTB8B_74576	ZBTB8B	23
ITSN1_17281	ITSN1	6
E2F4_5216	E2F4	17
SPIB_18062	SPIB	19
TDRP_63037	TDRP	40
RSRP1_44873	RSRP1	58
HAO2_38057	HAO2	20
TEX261_56997	TEX261	13
HIST1H2AG_23491	HIST1H2AG	83
ANGPTL4_37906	ANGPTL4	21
PLEKHA8_54113	PLEKHA8	3
FAM64A_40036	FAM64A	58
OGG1_13020	OGG1	35
TRIM39_44341	TRIM39	39
KRTAP15-1_66532	KRTAP15-1	11
HEXIM1_28675	HEXIM1	16
THUMPD2_51298	THUMPD2	44
HLF_8446	HLF	14
CFDP1_28055	CFDP1	16
MBD3L1_55050	MBD3L1	34
TFAP2A_19007	TFAP2A	7
MTL5_25428	MTL5	29
SAFB_16789	SAFB	13
DAZ3_44903	DAZ3	47
ANKRD55_49743	ANKRD55	32
KRT3_10315	KRT3	18
ADK_363	ADK	28
LPPR1_40897	LPPR1	11
LPXN_24735	LPXN	23
DKK1_31305	DKK1	59
LRP1_10788	LRP1	20
