sgRNA	Gene	Clip2_4_DE_GFP_high_BC16_IGO_09496_8_S8
EIF3J_22632	EIF3J	58
PIM3_72800	PIM3	64
CCDC179_75817	CCDC179	61
EIF2B1_5421	EIF2B1	12
FANCD2OS_57566	FANCD2OS	106
SPNS2_58884	SPNS2	44
OR6C68_72628	OR6C68	55
ANKS1B_44509	ANKS1B	76
ZNF714_61973	ZNF714	56
TM6SF1_39555	TM6SF1	84
MAT2A_11148	MAT2A	51
TTI2_50868	TTI2	77
CLK1_3392	CLK1	48
LIN7B_47444	LIN7B	49
PYCR1_15600	PYCR1	65
SDK2_40217	SDK2	135
ANP32E_51785	ANP32E	21
PARS2_34227	PARS2	24
CDCA4_41399	CDCA4	106
KRTAP4-5_54764	KRTAP4-5	119
VPS13A_32158	VPS13A	129
CLRN1_20063	CLRN1	72
TAAR8_52231	TAAR8	37
CNTF_3533	CNTF	29
KRT14_10357	KRT14	43
HACD2_64909	HACD2	43
TAF13_18680	TAF13	26
CLIC2_3387	CLIC2	166
KRTAP4-6_51997	KRTAP4-6	51
ATP5O_1495	ATP5O	155
ZNF615_67807	ZNF615	42
SCAMP1_25096	SCAMP1	86
TRAF1_19555	TRAF1	29
HOOK1_38590	HOOK1	63
LRRC24_73109	LRRC24	72
VBP1_20099	VBP1	17
VANGL1_51941	VANGL1	94
SPINK2_18071	SPINK2	88
DERL3_55802	DERL3	32
KIF3A_30197	KIF3A	39
ZNF660_68127	ZNF660	71
WDHD1_30353	WDHD1	4
PPP1R3D_14592	PPP1R3D	117
Non-Targeting Control_77083	Non-Targeting Control	351
C15orf43_61460	C15orf43	91
ZSCAN30_75124	ZSCAN30	69
GAGE12C_74914	GAGE12C	103
OPN3_33271	OPN3	75
MSANTD4_53593	MSANTD4	20
MBLAC2_62775	MBLAC2	35
CSAD_38654	CSAD	76
CACNB3_2184	CACNB3	44
CXorf57_41523	CXorf57	96
MOXD1_34311	MOXD1	76
FSHR_6602	FSHR	16
ACSM2A_58665	ACSM2A	5
FBXO46_32709	FBXO46	66
BEND4_71332	BEND4	24
GIMD1_75945	GIMD1	66
CHI3L2_3161	CHI3L2	53
IL1A_9373	IL1A	45
ENOSF1_42655	ENOSF1	38
IL20_37250	IL20	52
ABL2_74	ABL2	104
ACVRL1_238	ACVRL1	19
LIN7A_23109	LIN7A	86
FLT3_6475	FLT3	21
OR6C1_71754	OR6C1	51
DGAT2_53934	DGAT2	79
ABCC1_11743	ABCC1	25
HLA-F_8453	HLA-F	27
LIMS3L_75692	LIMS3L	55
C12orf80_67349	C12orf80	141
CHRM5_3213	CHRM5	21
ZNF593_37614	ZNF593	68
TRMT2B_50512	TRMT2B	73
NUFIP2_45750	NUFIP2	40
NAP1L5_67086	NAP1L5	72
CXCL3_7827	CXCL3	140
ZNF831_59578	ZNF831	46
LTBP1_10843	LTBP1	101
OR52I1_71548	OR52I1	22
CHST13_63870	CHST13	50
ZER1_28100	ZER1	33
MMP9_11606	MMP9	72
SSSCA1_28402	SSSCA1	112
TRIM49D1_72148	TRIM49D1	18
CLDND1_44321	CLDND1	74
CYP2A13_4358	CYP2A13	31
SEC61B_29654	SEC61B	7
HCK_8240	HCK	75
NADK2_60183	NADK2	41
UTS2B_66901	UTS2B	90
EIF4E3_68511	EIF4E3	32
GRB2_7686	GRB2	9
SLC17A9_47121	SLC17A9	32
FILIP1_35676	FILIP1	31
OR51E1_61197	OR51E1	41
NAALADL1_26699	NAALADL1	97
AP3M1_35352	AP3M1	58
BCO2_52575	BCO2	51
CCDC15_50684	CCDC15	91
OR2A7_72436	OR2A7	11
NIPBL_33860	NIPBL	12
CEP85_48079	CEP85	16
KLK9_67799	KLK9	42
DLL3_28909	DLL3	101
CCDC85A_57235	CCDC85A	46
CCDC87_42020	CCDC87	91
ZNF507_30986	ZNF507	67
CXXC4_51117	CXXC4	159
SLC2A11_48613	SLC2A11	47
RUNX3_2413	RUNX3	61
PHKB_13871	PHKB	60
GSTA3_7881	GSTA3	72
UBE2O_47076	UBE2O	41
TNKS2_51207	TNKS2	72
FLG_6440	FLG	33
ITGB1_9798	ITGB1	32
STRN3_36929	STRN3	55
OFD1_22057	OFD1	76
ZNF790_71056	ZNF790	42
LHFPL2_27278	LHFPL2	284
LGALS16_61930	LGALS16	71
GS1-259H13.2_75713	GS1-259H13.2	85
VSIG8_71942	VSIG8	7
KRTAP11-1_68616	KRTAP11-1	64
DSPP_5112	DSPP	72
SLC26A3_5026	SLC26A3	18
EML5_63429	EML5	39
INSL5_26766	INSL5	110
MTHFD1_11863	MTHFD1	85
GNG10_7374	GNG10	54
SENP8_58604	SENP8	45
TIRAP_57144	TIRAP	186
TMEM68_60489	TMEM68	40
TSPAN1_27017	TSPAN1	60
C11orf84_61254	C11orf84	78
SZT2_32491	SZT2	19
TEP1_18977	TEP1	82
BLOC1S5_47126	BLOC1S5	74
ATXN1L_69392	ATXN1L	65
QDPR_15631	QDPR	61
MYL10_56509	MYL10	30
PDPN_28732	PDPN	70
RNF144B_66625	RNF144B	47
MAGEB10_60709	MAGEB10	119
IL20RB_39649	IL20RB	57
HPX_8820	HPX	78
SLC12A9_44807	SLC12A9	67
PAH_13265	PAH	35
ABCD4_15579	ABCD4	54
TIGD6_51902	TIGD6	31
MMP15_11630	MMP15	183
GRIN2C_7765	GRIN2C	57
LGALS14_44477	LGALS14	106
VCY_23809	VCY	19
SP100_18026	SP100	35
OR4K13_71780	OR4K13	51
MMD_33073	MMD	153
GLYATL1_56188	GLYATL1	132
PSAPL1_75101	PSAPL1	120
LTK_10865	LTK	35
ZNF286B_74882	ZNF286B	44
CDSN_2976	CDSN	35
SLCO1A2_17695	SLCO1A2	81
CALCA_2213	CALCA	39
ELMOD2_66629	ELMOD2	220
MLKL_64507	MLKL	56
HGFAC_8323	HGFAC	84
FAM205A_67022	FAM205A	28
MEAF6_48001	MEAF6	11
TOMM5_72457	TOMM5	82
MPL_11702	MPL	66
PLOD2_14195	PLOD2	127
TVP23C-CDRT4_76180	TVP23C-CDRT4	180
XIAP_926	XIAP	75
FAAH_5993	FAAH	10
GSTZ1_7916	GSTZ1	147
GNG12_43806	GNG12	68
GTF2H5_72688	GTF2H5	33
ZNF564_63614	ZNF564	59
SLC39A10_45220	SLC39A10	56
OR5B3_73177	OR5B3	72
TRPC5OS_75760	TRPC5OS	107
MT4_53809	MT4	65
TBX22_37471	TBX22	167
Non-Targeting Control_76677	Non-Targeting Control	183
WSB1_34598	WSB1	16
STIM2_46043	STIM2	55
CTXN3_73624	CTXN3	54
SSX4_18316	SSX4	37
LIN7C_42337	LIN7C	60
GUCY1A3_8007	GUCY1A3	36
HDX_60696	HDX	59
ZPLD1_59927	ZPLD1	212
AHSA2_59884	AHSA2	103
SLC2A1_17459	SLC2A1	126
SRBD1_41672	SRBD1	5
BTN2A1_30178	BTN2A1	101
TOR1AIP1_34548	TOR1AIP1	53
ZNF836_63567	ZNF836	110
PCDH18_40112	PCDH18	66
SAMD8_61128	SAMD8	31
ATP5G3_1440	ATP5G3	31
DLD_4800	DLD	28
CD300E_69397	CD300E	48
ACADSB_109	ACADSB	89
KCNQ5_44267	KCNQ5	62
VWF_20207	VWF	71
GNB3_7355	GNB3	45
IFT122_43301	IFT122	17
FLJ45513_74847	FLJ45513	49
GRAPL_72223	GRAPL	31
ATP6V0E2_62971	ATP6V0E2	35
FAM45A_72683	FAM45A	126
SLC25A30_66305	SLC25A30	41
TBCE_18749	TBCE	10
ERBB4_5738	ERBB4	21
DTD2_56806	DTD2	19
CHMP1B_45080	CHMP1B	133
FER1L6_74442	FER1L6	83
MOSPD1_44107	MOSPD1	134
PDCD10_30554	PDCD10	40
DNAJC16_32514	DNAJC16	20
TMEM64_64059	TMEM64	23
SPINT1_18075	SPINT1	40
FSCN1_17853	FSCN1	23
PRAMEF1_48437	PRAMEF1	90
ITIH5_51320	ITIH5	36
PLEKHG1_45587	PLEKHG1	186
GPALPP1_42504	GPALPP1	145
ANKHD1-EIF4EBP3_72690	ANKHD1-EIF4EBP3	50
DECR2_34498	DECR2	61
SLC28A2_24043	SLC28A2	103
KATNAL1_52783	KATNAL1	130
HYPK_33655	HYPK	39
DUOXA2_72698	DUOXA2	167
FARP2_26200	FARP2	48
ZC3H11A_26274	ZC3H11A	13
OR5H2_49151	OR5H2	125
C5orf38_62797	C5orf38	61
STON2_54921	STON2	63
GPR162_35840	GPR162	18
TUBA4A_19720	TUBA4A	89
TRAPPC5_59003	TRAPPC5	30
PTCRA_64305	PTCRA	54
YWHAQ_29717	YWHAQ	69
WDYHV1_41543	WDYHV1	66
CNTD2_50409	CNTD2	31
RAB11FIP2_30964	RAB11FIP2	119
NR1H3_26882	NR1H3	56
SLC26A5_70521	SLC26A5	28
TMED5_37481	TMED5	84
OCIAD1_41071	OCIAD1	17
DOK3_50388	DOK3	72
ZNF500_34443	ZNF500	30
JAK2_9901	JAK2	109
SLC39A10_45221	SLC39A10	39
MAP7D2_66805	MAP7D2	75
LOC389602_71421	LOC389602	220
SYNPO2L_50401	SYNPO2L	48
TMEM52B_58310	TMEM52B	79
ABLIM3_31115	ABLIM3	98
SMEK2_45318	SMEK2	20
SH3TC1_39916	SH3TC1	27
LRRC8B_32982	LRRC8B	69
BCAP29_43816	BCAP29	21
EEF1E1_25092	EEF1E1	91
GFRA3_7081	GFRA3	47
LRRIQ3_59323	LRRIQ3	35
GPS2_7656	GPS2	65
SP3_18017	SP3	56
PFN3_69683	PFN3	138
MAN2B1_11087	MAN2B1	37
FCRL1_57467	FCRL1	92
PUM2_32605	PUM2	31
SEZ6L_33114	SEZ6L	56
SLC35D1_31944	SLC35D1	28
CELA1_5474	CELA1	79
REP15_70876	REP15	62
ADGRG3_66001	ADGRG3	80
IL5RA_9432	IL5RA	40
BCKDHA_1622	BCKDHA	83
NSFL1C_43796	NSFL1C	83
ZC3HAV1_44411	ZC3HAV1	35
TIGIT_64929	TIGIT	45
TIMM8A_4723	TIMM8A	118
FCRL5_52075	FCRL5	74
MAL2_57135	MAL2	21
TRIO_19588	TRIO	32
PLA2G5_14083	PLA2G5	63
TXLNB_63978	TXLNB	104
CCDC109B_41322	CCDC109B	41
C5AR2_35802	C5AR2	30
PIEZO1_25952	PIEZO1	49
RTKN_16656	RTKN	32
LRRC74A_61434	LRRC74A	53
IL27_66244	IL27	13
AGPAT2_28469	AGPAT2	32
PRR32_75301	PRR32	91
NKAPL_66057	NKAPL	101
TSC22D1_23188	TSC22D1	114
ECHDC2_42135	ECHDC2	51
TERF2IP_39882	TERF2IP	112
C5orf45_37968	C5orf45	48
OR4K2_71773	OR4K2	119
HMGCS2_8512	HMGCS2	40
HLCS_8466	HLCS	52
NAPG_22936	NAPG	21
TNPO2_37023	TNPO2	104
SOCS5_25506	SOCS5	17
PSMD10_15269	PSMD10	64
ARPC5_26976	ARPC5	18
BCL2L14_49202	BCL2L14	38
PRR23D1_75388	PRR23D1	14
ALDOB_647	ALDOB	84
ACOT6_73654	ACOT6	110
ZCCHC17_38983	ZCCHC17	19
KCNK1_10082	KCNK1	98
ZNF605_75724	ZNF605	47
ZXDC_49181	ZXDC	11
CEACAM18_74981	CEACAM18	66
KIAA1407_45904	KIAA1407	13
GOSR1_25111	GOSR1	19
B4GALNT3_67324	B4GALNT3	57
ANGPTL2_32843	ANGPTL2	29
KDM1A_31506	KDM1A	69
MEI4_76376	MEI4	105
KIF4A_33592	KIF4A	65
NUCKS1_47904	NUCKS1	190
MET_11387	MET	46
SOAT1_17929	SOAT1	86
BSG_1889	BSG	110
DENND1C_50464	DENND1C	116
NIN_38114	NIN	82
Non-Targeting Control_76783	Non-Targeting Control	247
VCPIP1_50734	VCPIP1	38
STOX2_44748	STOX2	74
GAS1_6892	GAS1	132
GBA_6930	GBA	24
OR2M4_34825	OR2M4	108
MEA1_11308	MEA1	75
HIVEP2_8359	HIVEP2	29
NOL6_48404	NOL6	3
CCNL2_51852	CCNL2	39
GLDN_69361	GLDN	48
PTGER3_15334	PTGER3	113
SPRR1B_18103	SPRR1B	63
NKD1_54885	NKD1	120
ERCC6_5769	ERCC6	43
TNFRSF10A_23007	TNFRSF10A	132
PEX5_15593	PEX5	62
GRIA1_7706	GRIA1	49
POLR2I_14393	POLR2I	36
SUPT20HL2_64113	SUPT20HL2	133
T_18593	T	109
NKRF_43748	NKRF	71
DMXL1_4651	DMXL1	11
GTPBP1_25236	GTPBP1	110
SLN_17725	SLN	90
Non-Targeting Control_76716	Non-Targeting Control	44
NINJ2_12620	NINJ2	35
BPY2B_73286	BPY2B	137
TP53_19455	TP53	89
RAD51AP2_74933	RAD51AP2	62
RDH13_56839	RDH13	48
ZNF672_50289	ZNF672	77
JADE3_25906	JADE3	210
INTS12_45028	INTS12	67
ABI3_38171	ABI3	140
ZNF598_55647	ZNF598	78
RALBP1_29575	RALBP1	45
CACNA1S_2164	CACNA1S	45
CHST9_52192	CHST9	86
ANKUB1_71314	ANKUB1	19
ASB17_59311	ASB17	37
MOS_11683	MOS	111
PRR15_65956	PRR15	56
IQSEC1_26441	IQSEC1	30
POR_14432	POR	65
HSPA1L_8930	HSPA1L	30
PPIH_28176	PPIH	42
TM6SF2_39553	TM6SF2	40
MEIOB_66482	MEIOB	73
SCMH1_31331	SCMH1	99
CCDC129_66087	CCDC129	74
GRIN2C_7768	GRIN2C	34
FMNL2_57215	FMNL2	21
DPM1_23062	DPM1	77
ACAA1_88	ACAA1	60
CC2D1B_64639	CC2D1B	58
CLEC17A_71038	CLEC17A	37
LTBP4_21895	LTBP4	37
ANKRD24_64251	ANKRD24	36
TP53TG3D_74879	TP53TG3D	9
LPAR6_27211	LPAR6	77
NRAP_12834	NRAP	19
RGPD8_74494	RGPD8	86
SUOX_18488	SUOX	103
SLC25A24_36905	SLC25A24	37
GTSE1_38914	GTSE1	15
N4BP2L1_55563	N4BP2L1	34
PGAM1_13785	PGAM1	3
TRIB1_27411	TRIB1	36
NAV3_55124	NAV3	128
C19orf71_75171	C19orf71	19
MXD1_10945	MXD1	52
TTLL9_63776	TTLL9	101
FADS2_24771	FADS2	295
PDE9A_13559	PDE9A	117
KCNJ15_10074	KCNJ15	50
EDN3_5287	EDN3	124
PRAMEF10_69502	PRAMEF10	51
IQCA1_49921	IQCA1	25
SPATA20_48156	SPATA20	24
CCBL2_44191	CCBL2	67
TMEM181_45926	TMEM181	58
KCNA2_9945	KCNA2	14
PRKCG_14836	PRKCG	133
MRGPRG_70711	MRGPRG	50
CEP250_30431	CEP250	35
ZSCAN1_67738	ZSCAN1	41
EBNA1BP2_29710	EBNA1BP2	47
STOM_5643	STOM	10
NEUROG2_47235	NEUROG2	66
PAX8_20991	PAX8	124
ZNFX1_45190	ZNFX1	75
OSBPL9_57314	OSBPL9	9
CRY1_3929	CRY1	22
PCSK4_40512	PCSK4	48
ZNF256_27249	ZNF256	65
MTHFD1L_34038	MTHFD1L	24
C17orf105_67612	C17orf105	161
MPHOSPH10_27323	MPHOSPH10	36
LOC149373_62157	LOC149373	35
ARMCX6_40009	ARMCX6	80
VTN_20203	VTN	34
NEURL1B_40061	NEURL1B	99
KRTCAP2_64675	KRTCAP2	31
TAF10_18668	TAF10	66
GYS2_8056	GYS2	84
CTAGE8_75518	CTAGE8	31
IL1R2_20996	IL1R2	15
TRPC5OS_75761	TRPC5OS	128
TMEM123_57360	TMEM123	37
PCP4L1_74457	PCP4L1	76
RSC1A1_16664	RSC1A1	20
DENND1C_50465	DENND1C	133
C2CD4A_61464	C2CD4A	98
C10orf107_65329	C10orf107	59
DLL3_28910	DLL3	22
DSCR3_27712	DSCR3	93
DLST_4820	DLST	51
ACTL10_64163	ACTL10	78
CDC37L1_42969	CDC37L1	85
ZNF80_20613	ZNF80	75
GKN2_64724	GKN2	34
SCNM1_48690	SCNM1	18
NRN1L_58674	NRN1L	33
NPTXR_32882	NPTXR	103
RPL41_16450	RPL41	37
TREML1_69118	TREML1	56
RAD51AP1_28752	RAD51AP1	44
MYBPC1_11974	MYBPC1	98
CRAMP1L_45934	CRAMP1L	50
TRIB3_46372	TRIB3	95
KRTAP19-1_68617	KRTAP19-1	47
TIA1_19186	TIA1	32
DUOXA1_55520	DUOXA1	159
TMEM101_53530	TMEM101	73
NPIPA7_76297	NPIPA7	50
C9orf172_71496	C9orf172	63
LY6G6D_46688	LY6G6D	146
CASP4_2341	CASP4	52
CD8A_2591	CD8A	146
CARD17_72860	CARD17	39
ANXA11_852	ANXA11	100
CPPED1_42286	CPPED1	67
DDX60L_55803	DDX60L	98
ZNF638_36041	ZNF638	57
PARP3_26793	PARP3	41
TMED10_29719	TMED10	149
MIA_21378	MIA	28
C1orf162_59509	C1orf162	135
SLC39A9_42366	SLC39A9	164
EPHA2_5430	EPHA2	35
ACVR1_223	ACVR1	87
SERP2_70912	SERP2	49
SIN3B_32412	SIN3B	94
PRKRA_22375	PRKRA	58
TMEM42_59979	TMEM42	52
NRM_30657	NRM	40
ATG4D_54655	ATG4D	31
RHBDD3_33772	RHBDD3	39
TIMM9_35111	TIMM9	30
UBE2M_23667	UBE2M	97
SRPRB_46533	SRPRB	72
ACCS_54016	ACCS	56
GNG5_7368	GNG5	24
OR6K6_59532	OR6K6	109
ITFG3_52736	ITFG3	91
FBXO40_39372	FBXO40	85
PATE1_63305	PATE1	90
DTX4_32128	DTX4	155
RAET1G_70046	RAET1G	58
UBLCP1_60276	UBLCP1	67
FDXACB1_56046	FDXACB1	29
DNAJB7_62313	DNAJB7	63
CLDN2_23777	CLDN2	78
ECM1_5255	ECM1	63
SYNDIG1_50444	SYNDIG1	37
FBXL5_34810	FBXL5	33
TDRD7_32782	TDRD7	59
ZNF174_20751	ZNF174	41
ZDHHC8_36639	ZDHHC8	56
STK4_18408	STK4	58
SYTL1_54614	SYTL1	96
SLC38A10_58771	SLC38A10	85
SUOX_18486	SUOX	62
ZNF534_61803	ZNF534	31
ZNF620_66328	ZNF620	50
NDUFS8_12391	NDUFS8	45
TACR3_18621	TACR3	30
FAM65A_49271	FAM65A	54
ASTE1_36319	ASTE1	79
SLC18A3_17669	SLC18A3	69
AGRP_506	AGRP	62
TECR_25097	TECR	24
ZBTB44_36376	ZBTB44	34
IZUMO2_59042	IZUMO2	50
PRLHR_7528	PRLHR	78
FAM150A_71440	FAM150A	121
SNX16_47333	SNX16	150
PAGE5_55614	PAGE5	122
ZFYVE1_39566	ZFYVE1	38
CCL14_16993	CCL14	44
METAP2_29769	METAP2	57
RBKS_47311	RBKS	85
STT3A_9854	STT3A	117
SRP9_18197	SRP9	44
HIC1_8335	HIC1	98
CHRM5_3215	CHRM5	3
C10orf67_66813	C10orf67	111
ZCCHC18_73924	ZCCHC18	182
NAA30_58545	NAA30	73
ZBTB41_70208	ZBTB41	70
ARHGDIA_1144	ARHGDIA	23
PKDREJ_27806	PKDREJ	63
SH3GL1_17286	SH3GL1	30
KLHL33_58589	KLHL33	79
SLC11A1_17611	SLC11A1	69
TBC1D32_65755	TBC1D32	47
SLAMF9_55216	SLAMF9	53
HSD11B1_8878	HSD11B1	64
YY2_72670	YY2	131
ALS2_46196	ALS2	43
MS4A15_65517	MS4A15	46
IL36RN_35130	IL36RN	42
CCDC42_61674	CCDC42	18
RPS27L_37667	RPS27L	27
EFHD2_49096	EFHD2	8
TMEM165_43598	TMEM165	47
PITRM1_28393	PITRM1	54
TMEM132E_58836	TMEM132E	45
EXOC3L2_55413	EXOC3L2	40
C3orf36_50709	C3orf36	33
ANXA4_834	ANXA4	82
PTK6_15388	PTK6	23
HESX1_23091	HESX1	53
ZSWIM7_58919	ZSWIM7	47
SLTM_50011	SLTM	35
MAGOH_11057	MAGOH	4
NRIP2_52407	NRIP2	26
STC1_18379	STC1	40
C15orf62_73775	C15orf62	92
KIF9_47473	KIF9	45
TMEM222_52819	TMEM222	82
LRRC1_42005	LRRC1	19
C19orf84_61794	C19orf84	37
PCYT1B_24927	PCYT1B	56
KIAA1671_54863	KIAA1671	15
TMBIM1_47408	TMBIM1	99
FAM114A1_56311	FAM114A1	85
BIRC7_49240	BIRC7	116
ZKSCAN5_33443	ZKSCAN5	57
OR11L1_71947	OR11L1	132
GRHL2_50509	GRHL2	28
CARTPT_25346	CARTPT	71
PCSK5_13458	PCSK5	25
ZC3H10_54328	ZC3H10	68
SRP14_18201	SRP14	33
CNOT6L_66197	CNOT6L	141
KIF18A_52054	KIF18A	5
PPIL1_39207	PPIL1	6
PLEKHG5_45478	PLEKHG5	30
CXCL1_7820	CXCL1	21
ZNF322_49647	ZNF322	18
TEX36_70826	TEX36	136
C2orf73_59744	C2orf73	46
SCFD2_62692	SCFD2	62
C1S_1970	C1S	25
KCNQ2_10122	KCNQ2	196
NKAPL_66059	NKAPL	42
TMEM233_70892	TMEM233	114
ZNF805_71889	ZNF805	71
CCDC51_49722	CCDC51	27
CDY1B_66281	CDY1B	23
MYO7B_12121	MYO7B	68
SAFB2_25542	SAFB2	29
PGM2_42163	PGM2	16
PLET1_70018	PLET1	50
DEFB134_73619	DEFB134	57
RTN2_16680	RTN2	76
CFP_13713	CFP	57
WWP2_29986	WWP2	61
HTR3E_68082	HTR3E	75
Non-Targeting Control_76635	Non-Targeting Control	269
CLDN7_3798	CLDN7	116
MAGEH1_36303	MAGEH1	99
C2orf61_68021	C2orf61	27
R3HDM1_33026	R3HDM1	87
CSTA_4148	CSTA	48
YTHDF2_38774	YTHDF2	34
AREG_1069	AREG	60
PRLHR_7526	PRLHR	65
TIAF1_24225	TIAF1	59
ZBTB49_63909	ZBTB49	45
NR2E3_26689	NR2E3	57
ADAM8_258	ADAM8	33
GSTO1_24853	GSTO1	55
UGT2A1_29609	UGT2A1	47
GIMAP2_34692	GIMAP2	59
NOA1_53304	NOA1	33
LY86_24868	LY86	68
ZNF185_20777	ZNF185	75
HSPA4L_30916	HSPA4L	78
VIMP_43509	VIMP	28
TNFRSF13C_57521	TNFRSF13C	48
CCDC102A_56385	CCDC102A	17
OR6C70_71767	OR6C70	22
TLX1_8624	TLX1	39
SELO_52316	SELO	62
TPM3_19504	TPM3	23
PHF19_34656	PHF19	121
USP53_40159	USP53	35
ZFP36L2_1883	ZFP36L2	74
ZNF706_37879	ZNF706	62
SERPINA6_2423	SERPINA6	34
MYLK3_56014	MYLK3	27
CHD1L_25212	CHD1L	21
MMP10_11612	MMP10	70
OR5AC2_51510	OR5AC2	102
MGP_11460	MGP	91
ZNF878_74975	ZNF878	129
DYX1C1_63448	DYX1C1	15
C7orf34_60384	C7orf34	58
TVP23B_37597	TVP23B	42
VAT1_28284	VAT1	153
CLMP_50064	CLMP	175
PARN_13314	PARN	40
FANCB_6065	FANCB	64
PCDHGA9_43916	PCDHGA9	40
PLEKHM3_71254	PLEKHM3	91
OSTF1_35190	OSTF1	111
SLC15A3_38402	SLC15A3	71
TNFSF11_22399	TNFSF11	40
PCOLCE2_35184	PCOLCE2	61
GAD1_6807	GAD1	64
TGFBR3_19115	TGFBR3	100
KLHL34_66897	KLHL34	78
HECW2_45707	HECW2	104
NOTCH4_12740	NOTCH4	21
RAMP2_27566	RAMP2	160
ADCY3_286	ADCY3	40
YME1L1_29003	YME1L1	12
LOC388813_71198	LOC388813	46
TEPP_70320	TEPP	69
KLHL22_54291	KLHL22	71
GBX2_6958	GBX2	76
MCHR1_7569	MCHR1	71
GCSAML_62083	GCSAML	53
LEPROTL1_32933	LEPROTL1	173
KSR1_23178	KSR1	60
FAM198B_38469	FAM198B	35
PDZK1IP1_27200	PDZK1IP1	18
TMEM159_45118	TMEM159	70
FLVCR2_42892	FLVCR2	127
COPS8_29550	COPS8	177
CD46_11258	CD46	9
FREM1_63149	FREM1	14
TMEM136_65436	TMEM136	15
BRINP1_4539	BRINP1	91
DPH6_55264	DPH6	130
ATP6V1E2_55471	ATP6V1E2	72
PTGS1_15361	PTGS1	10
AVL9_31668	AVL9	81
ABHD2_29976	ABHD2	57
C3orf80_72352	C3orf80	89
CLDN17_34948	CLDN17	78
CEP350_26205	CEP350	30
LANCL3_69810	LANCL3	107
INO80E_67533	INO80E	64
EBLN1_69266	EBLN1	53
FAM160B2_47973	FAM160B2	12
PCDH20_48220	PCDH20	103
MAFG_10991	MAFG	116
ZNF8_20472	ZNF8	68
HSBP1_8865	HSBP1	141
SLAMF1_17421	SLAMF1	47
LDLRAD3_61179	LDLRAD3	53
SIK3_32661	SIK3	37
MRPL47_45071	MRPL47	43
TIGD6_51899	TIGD6	34
DLC1_27942	DLC1	32
AIF1L_52204	AIF1L	27
MNS1_42343	MNS1	92
CCR3_3446	CCR3	31
ZNF770_41243	ZNF770	58
OR2A12_69746	OR2A12	14
LRRIQ4_69616	LRRIQ4	57
ADAMTS14_60968	ADAMTS14	52
MAPKBP1_31438	MAPKBP1	69
JRKL_22696	JRKL	87
C6orf229_76380	C6orf229	53
LCLAT1_66310	LCLAT1	103
3-Mar_57424	3-Mar	26
CCDC108_66564	CCDC108	129
MYO5C_43761	MYO5C	32
TRPM2_19618	TRPM2	30
PAWR_13320	PAWR	78
CYTIP_25321	CYTIP	25
MEOX2_11370	MEOX2	30
WI2-2373I1.2_75687	WI2-2373I1.2	39
ZNF232_20879	ZNF232	41
GTPBP8_36415	GTPBP8	75
ZNF528_53590	ZNF528	47
CCND2_2490	CCND2	172
RAB39A_40456	RAB39A	154
NR2C2_19545	NR2C2	42
SCG5_17258	SCG5	20
PRMT7_40073	PRMT7	121
CST9L_59606	CST9L	49
MFSD2B_71215	MFSD2B	19
WDR83_53371	WDR83	33
TTC36_61251	TTC36	46
RCAN3_30184	RCAN3	26
TAP2_18703	TAP2	43
DNAJA3_23838	DNAJA3	17
PATL1_65510	PATL1	56
VPS37B_49739	VPS37B	42
OR11H12_72893	OR11H12	31
GFM1_55019	GFM1	64
MRO_52581	MRO	23
AKAP8L_35359	AKAP8L	35
DNAJB2_8916	DNAJB2	40
FAM86B2_74295	FAM86B2	76
CDKN2B_2942	CDKN2B	30
SERPINB4_16860	SERPINB4	33
PAX8_20992	PAX8	66
KDELC1_48849	KDELC1	73
NECAP1_34243	NECAP1	31
OSCP1_59407	OSCP1	33
SGK2_27039	SGK2	86
VASH2_49996	VASH2	56
BTBD9_57175	BTBD9	70
EVX1_5892	EVX1	37
NT5M_44695	NT5M	45
NPSR1_70736	NPSR1	66
RASL10A_28742	RASL10A	49
SLC5A4_17512	SLC5A4	39
MOV10L1_39955	MOV10L1	123
OR2G3_51582	OR2G3	14
MAFF_33540	MAFF	16
COG6_45686	COG6	91
L3MBTL3_53648	L3MBTL3	109
LMTK3_57177	LMTK3	76
URGCP-MRPS24_76195	URGCP-MRPS24	21
ABCA5_32860	ABCA5	36
PCCA_13385	PCCA	99
SLAMF7_46439	SLAMF7	34
ADAM22_39602	ADAM22	18
TMEM106A_56987	TMEM106A	50
KIF3B_24634	KIF3B	21
FAM98A_34149	FAM98A	19
CCNL1_44854	CCNL1	6
ZBTB43_31733	ZBTB43	11
FAM35A_40175	FAM35A	40
STIM2_46045	STIM2	101
MXI1_11963	MXI1	61
TPH1_19487	TPH1	80
DVL1_5182	DVL1	31
DDX52_29974	DDX52	36
PALMD_40846	PALMD	26
ZNF282_21899	ZNF282	24
FOXB1_35423	FOXB1	57
RGS19_27641	RGS19	25
JTB_29478	JTB	16
SNAI1_17817	SNAI1	77
DIMT1_35949	DIMT1	8
PDZK1_13642	PDZK1	17
HECTD1_33845	HECTD1	18
PRADC1_53326	PRADC1	207
PHF19_34655	PHF19	20
CCBL2_44192	CCBL2	69
PDE3B_13512	PDE3B	28
MRPL45_53439	MRPL45	37
GATA6_6923	GATA6	274
OMG_13032	OMG	56
C7orf60_62911	C7orf60	35
ZNF440_59025	ZNF440	91
RAB6C_52891	RAB6C	103
LRRC48_52123	LRRC48	186
GRM8_7813	GRM8	130
