sgRNA	Gene	Clip2_4_DE_GFP_high_BC16_IGO_09496_8_S8
LOC388436_71029	LOC388436	22
RAD51AP1_28751	RAD51AP1	11
FOXN3_3148	FOXN3	31
EFCAB1_49495	EFCAB1	33
CXXC1_37106	CXXC1	18
HS3ST3A1_26556	HS3ST3A1	20
KATNAL2_52155	KATNAL2	69
SERPINB8_13911	SERPINB8	55
NEUROG3_37317	NEUROG3	69
LRRC10B_71707	LRRC10B	27
WDR88_59079	WDR88	38
ZNF785_61604	ZNF785	35
TIMM23B_76209	TIMM23B	21
ICE1_32628	ICE1	11
OR10J1_35039	OR10J1	36
NSMAF_21935	NSMAF	65
MZT2A_74408	MZT2A	10
EXOSC4_40121	EXOSC4	39
PAN3_66685	PAN3	24
SLC7A7_23722	SLC7A7	17
FKBP7_39251	FKBP7	9
KCNE2_26669	KCNE2	47
TCTEX1D2_66653	TCTEX1D2	55
SCAF1_46625	SCAF1	59
CCDC124_57410	CCDC124	52
CLEC2D_36544	CLEC2D	65
GATSL3_74223	GATSL3	63
IFNA2_9207	IFNA2	46
IRX4_37336	IRX4	102
GARS_6881	GARS	1
TCAF1_25836	TCAF1	39
SUCNR1_44360	SUCNR1	15
SLC25A3_13846	SLC25A3	22
IFNL3_67128	IFNL3	71
PADI6_70127	PADI6	67
OXSM_41261	OXSM	23
PIK3CA_13969	PIK3CA	6
SLC25A15_27232	SLC25A15	24
BCAR3_21875	BCAR3	62
RPL28_16408	RPL28	9
P4HA3_67251	P4HA3	79
SSBP3_33418	SSBP3	34
AQP10_55194	AQP10	32
DEFB136_73614	DEFB136	22
RRAD_16630	RRAD	25
SREK1_61068	SREK1	26
MC2R_11200	MC2R	22
PIGL_24983	PIGL	10
HIST1H4J_21751	HIST1H4J	10
CD200R1L_69640	CD200R1L	45
ANKLE1_59184	ANKLE1	25
RAET1L_62859	RAET1L	73
TRPV1_20188	TRPV1	33
CALM1_2232	CALM1	24
ANP32A_21319	ANP32A	10
TSHB_19642	TSHB	38
STRBP_42394	STRBP	38
CTTNBP2NL_43740	CTTNBP2NL	14
PAPOLA_29529	PAPOLA	16
C15orf56_73949	C15orf56	32
TOPBP1_30032	TOPBP1	1
KIAA1644_54816	KIAA1644	54
C4A_1987	C4A	15
C22orf24_33677	C22orf24	35
ARHGEF33_75558	ARHGEF33	27
CALN1_52388	CALN1	49
C17orf62_49224	C17orf62	71
KIF18B_61706	KIF18B	47
SLC30A2_20890	SLC30A2	30
OVOL1_13155	OVOL1	45
ZNF517_69161	ZNF517	19
GRM1_7787	GRM1	51
HTR3A_9048	HTR3A	55
TOX3_36022	TOX3	70
DLG5_24253	DLG5	36
ARHGEF5_21151	ARHGEF5	81
ZNF235_24437	ZNF235	23
KCNB1_9973	KCNB1	68
OXCT2_47281	OXCT2	4
ZNF263_27092	ZNF263	40
GJA1_7142	GJA1	23
RNF225_74142	RNF225	26
OGDHL_43256	OGDHL	18
GBP2_6948	GBP2	42
OR2B6_34759	OR2B6	22
TAF7L_39960	TAF7L	38
KIAA0368_32672	KIAA0368	24
HIPK1_65151	HIPK1	17
NEU4_59739	NEU4	31
NONO_12694	NONO	56
KIAA1715_51449	KIAA1715	51
ZNF638_36040	ZNF638	27
RSRC1_38492	RSRC1	55
MRPL50_40166	MRPL50	12
FKBP1A_6348	FKBP1A	28
OR2A4_49264	OR2A4	4
ZSWIM5_46100	ZSWIM5	119
COL7A1_3605	COL7A1	42
ATRAID_38634	ATRAID	45
PMVK_28814	PMVK	25
LIN7C_42338	LIN7C	41
PLXDC1_45057	PLXDC1	29
IFT81_36283	IFT81	16
CCDC167_62897	CCDC167	24
ARHGAP24_52166	ARHGAP24	45
DAZ1_4531	DAZ1	50
RGS10_16109	RGS10	15
RETN_44397	RETN	59
RAB3D_25170	RAB3D	27
MBD5_43340	MBD5	35
GLTP_38184	GLTP	25
ACPT_56581	ACPT	17
XCL1_17055	XCL1	28
MSRB1_39397	MSRB1	10
GGACT_55070	GGACT	18
BTN2A1_30175	BTN2A1	52
FAM49B_39059	FAM49B	40
TRIM64B_73681	TRIM64B	28
VIM_20157	VIM	34
C19orf53_36268	C19orf53	10
ARC_32184	ARC	88
SPRED2_64755	SPRED2	19
DCUN1D4_31857	DCUN1D4	21
CWF19L2_61238	CWF19L2	36
HPX_8819	HPX	4
HFE2_62058	HFE2	22
NRL_12858	NRL	49
MRPS12_16475	MRPS12	15
GP1BB_7446	GP1BB	14
CHI3L1_3160	CHI3L1	44
DMPK_4868	DMPK	45
SNW1_31298	SNW1	38
CHID1_48603	CHID1	42
ZNF461_56175	ZNF461	8
SLC30A5_48257	SLC30A5	36
APLF_64736	APLF	22
CUL5_21238	CUL5	17
MRPL37_38255	MRPL37	14
C2CD2_34216	C2CD2	42
CPSF7_50206	CPSF7	45
ZFP69_68989	ZFP69	29
AXIN1_21564	AXIN1	14
PIK3R4_37148	PIK3R4	26
FAM228A_74246	FAM228A	18
ERBB4_5739	ERBB4	14
MSC_24281	MSC	17
HECTD3_49529	HECTD3	55
TM2D1_52705	TM2D1	66
CST2_4125	CST2	35
UQCRHL_72966	UQCRHL	24
CROT_40395	CROT	44
CRACR2A_54160	CRACR2A	18
SAG_16795	SAG	23
C15orf62_73776	C15orf62	43
SUSD1_47756	SUSD1	61
SESTD1_55826	SESTD1	69
SLC35A4_57065	SLC35A4	16
BOD1L2_67702	BOD1L2	58
GOLGA1_7412	GOLGA1	28
TMUB2_48911	TMUB2	41
MAP7D3_49514	MAP7D3	24
CMTM4_61548	CMTM4	30
DNAJB4_30059	DNAJB4	48
SUCLG2_23022	SUCLG2	13
CSNK1E_4075	CSNK1E	39
CCDC168_73825	CCDC168	45
KCTD20_66040	KCTD20	125
VWA2_69248	VWA2	21
HTN3_9012	HTN3	15
ALDH3A2_633	ALDH3A2	30
TUBB2B_69871	TUBB2B	14
VDAC2_20120	VDAC2	38
FAM71F1_54044	FAM71F1	58
RTP3_52268	RTP3	65
NBL1_12218	NBL1	59
HDAC2_8267	HDAC2	13
ILDR1_68482	ILDR1	40
LHFPL5_66046	LHFPL5	42
RBM38_42640	RBM38	39
PTGES3L_76251	PTGES3L	54
SUV420H1_37845	SUV420H1	65
APTX_40727	APTX	31
HNF1B_18826	HNF1B	67
KCNH4_32751	KCNH4	119
OPRK1_13057	OPRK1	54
CPNE6_24603	CPNE6	27
RELA_15996	RELA	53
METTL7B_64409	METTL7B	23
ELP4_35226	ELP4	23
FLCN_64831	FLCN	31
CEP97_49356	CEP97	17
ACOXL_42218	ACOXL	54
RNF213_46186	RNF213	21
CD48_2715	CD48	63
HOXD11_8774	HOXD11	21
ARHGAP19_54679	ARHGAP19	59
ARMC9_50919	ARMC9	25
SNRNP70_17859	SNRNP70	18
OR11H4_71793	OR11H4	23
NGF_12587	NGF	16
DCUN1D4_31855	DCUN1D4	28
OR14C36_59287	OR14C36	14
RNF6_16216	RNF6	21
KIAA1211_45597	KIAA1211	37
PPP1R10_14601	PPP1R10	42
CHST6_11221	CHST6	17
AQP3_1027	AQP3	55
RRBP1_16640	RRBP1	65
PKIA_14792	PKIA	39
BTN2A1_30176	BTN2A1	40
GSTM5_7905	GSTM5	80
PROSER1_50916	PROSER1	29
DSCR4_27617	DSCR4	19
ZNF697_55672	ZNF697	102
OR1I1_59135	OR1I1	28
PPP1R21_59674	PPP1R21	64
MRRF_56242	MRRF	12
SNX24_36240	SNX24	17
CGA_3082	CGA	58
RESP18_71264	RESP18	30
UTP14A_29247	UTP14A	38
DROSHA_36479	DROSHA	12
GKAP1_51113	GKAP1	63
PNN_14309	PNN	32
OR2B2_51880	OR2B2	127
SCN1A_16875	SCN1A	41
PIANP_64440	PIANP	10
TIGD3_65603	TIGD3	8
PRPF31_34603	PRPF31	68
NME9_69882	NME9	21
TMEM176B_36222	TMEM176B	53
ASH2L_23763	ASH2L	24
KLHL38_69155	KLHL38	22
XRCC2_20368	XRCC2	32
SNTG1_39833	SNTG1	81
DUSP18_62303	DUSP18	41
RNASEH2C_53009	RNASEH2C	34
CCDC102A_56386	CCDC102A	25
PLEKHA4_46166	PLEKHA4	16
PLEKHH3_50541	PLEKHH3	64
GPAM_46193	GPAM	13
MYH9_12050	MYH9	31
NIPAL1_62679	NIPAL1	14
PAQR3_62681	PAQR3	31
TSC22D4_51841	TSC22D4	6
ABCB7_55	ABCB7	49
SENP1_36659	SENP1	32
LRFN5_61453	LRFN5	42
14-Sep_69736	14-Sep	20
CDH1_2831	CDH1	60
GLB1L_49209	GLB1L	28
EVI2B_5884	EVI2B	81
KIAA1467_46021	KIAA1467	28
TUBA1B_27884	TUBA1B	2
TM9SF2_24651	TM9SF2	13
RBAK-RBAKDN_76183	RBAK-RBAKDN	14
STX8_24975	STX8	14
FEM1A_42609	FEM1A	30
NUDT2_873	NUDT2	18
WNT3A_55103	WNT3A	144
PCED1A_48016	PCED1A	67
NAV1_55130	NAV1	24
PYDC2_62633	PYDC2	26
AKAP7_24916	AKAP7	89
ERO1LB_44290	ERO1LB	129
FIBCD1_54514	FIBCD1	40
MLPH_48890	MLPH	27
OR5W2_71640	OR5W2	72
IL18_9543	IL18	49
CELF2_28831	CELF2	25
CLIC2_3388	CLIC2	71
OR5K2_72546	OR5K2	11
ADAM21_22874	ADAM21	41
ZNF385C_64843	ZNF385C	38
RHOT2_55247	RHOT2	30
C9orf91_65064	C9orf91	31
C12orf4_44982	C12orf4	54
PROB1_71355	PROB1	8
IGHMBP2_9342	IGHMBP2	21
GABPB1_6733	GABPB1	14
ACVR1_224	ACVR1	44
EMC2_25638	EMC2	28
RARS2_44882	RARS2	46
TMEM263_55497	TMEM263	6
LOC101927572_76342	LOC101927572	20
FCGR2B_6159	FCGR2B	21
PPP1R18_64237	PPP1R18	28
INVS_35644	INVS	47
PIGO_54105	PIGO	43
DCK_4570	DCK	19
MS4A15_65519	MS4A15	90
NDUFS2_12368	NDUFS2	29
THAP5_64010	THAP5	32
KCNK10_39819	KCNK10	13
PIGG_40840	PIGG	35
NLRP8_59062	NLRP8	2
LGI2_41912	LGI2	30
HIST1H3D_21703	HIST1H3D	13
H2AFB2_73358	H2AFB2	105
IKBKG_22171	IKBKG	50
AGAP3_57880	AGAP3	102
DCAF5_23076	DCAF5	23
MAML2_53606	MAML2	100
FRMD4B_31879	FRMD4B	34
ZNRF1_54541	ZNRF1	53
RPL10A_12416	RPL10A	5
HLA-DOA_8401	HLA-DOA	55
FAM214B_51008	FAM214B	9
SMIM13_65865	SMIM13	25
DHX40_49565	DHX40	42
AMMECR1_26540	AMMECR1	38
TAS2R50_67016	TAS2R50	50
ZNF408_49968	ZNF408	16
LCT_10549	LCT	49
CMTR1_31638	CMTR1	8
GALNT3_6856	GALNT3	27
SEMA6D_50644	SEMA6D	15
GDF5_21395	GDF5	9
IFT43_56848	IFT43	10
TSPAN13_35511	TSPAN13	53
TMEM251_34725	TMEM251	63
RBM47_40087	RBM47	53
TMEM132A_41186	TMEM132A	28
KIAA1211_45595	KIAA1211	45
TXLNG_43375	TXLNG	20
ASTN1_1286	ASTN1	42
SSC5D_67721	SSC5D	37
HOXC5_8718	HOXC5	42
SYT4_18586	SYT4	3
DBI_4547	DBI	29
SGK2_27037	SGK2	26
GRAMD1B_45572	GRAMD1B	28
TFDP2_19037	TFDP2	25
IDH1_9137	IDH1	16
ADGRA1_53586	ADGRA1	60
STRA8_69765	STRA8	13
BRD7_36532	BRD7	21
GABRR3_64812	GABRR3	138
USP19_29374	USP19	35
USP38_53909	USP38	15
SP2_18016	SP2	54
SEPW1_17153	SEPW1	6
HELQ_57018	HELQ	50
ANKRD34A_67943	ANKRD34A	33
CDC42EP4_33211	CDC42EP4	7
SEC23IP_30443	SEC23IP	22
SMPD4_42848	SMPD4	21
CLEC3B_19355	CLEC3B	26
MSANTD1_69669	MSANTD1	26
DOLPP1_45194	DOLPP1	94
EHBP1L1_66406	EHBP1L1	17
RSPO2_69172	RSPO2	27
UCHL5_38641	UCHL5	11
ADM_366	ADM	44
KANK2_34196	KANK2	32
RMND1_41291	RMND1	53
FAM159B_75457	FAM159B	19
ABHD15_57704	ABHD15	49
RBM27_39928	RBM27	47
CFLAR_23152	CFLAR	18
NAA40_50072	NAA40	56
SMAD1_10956	SMAD1	20
TJP2_24766	TJP2	18
NEK4_18397	NEK4	36
TOP1_19439	TOP1	36
FOXJ3_31122	FOXJ3	57
CADM3_46479	CADM3	19
EIF2AK1_35577	EIF2AK1	31
PHF21A_38484	PHF21A	19
HOXB2_8683	HOXB2	27
SLC35E2_26383	SLC35E2	12
OR52L1_68795	OR52L1	17
KIAA1644_54818	KIAA1644	39
C10orf111_65669	C10orf111	74
KY_69040	KY	25
OXCT1_13164	OXCT1	47
DEXI_36206	DEXI	22
RABL3_68094	RABL3	37
NPY2R_12822	NPY2R	11
HEMGN_42460	HEMGN	18
ZNF219_38166	ZNF219	25
SLC7A2_17566	SLC7A2	67
WDR78_50045	WDR78	38
NXNL2_63098	NXNL2	24
SLC16A9_65629	SLC16A9	56
DEDD_24143	DEDD	75
MAT1A_11142	MAT1A	20
ZNF720_58733	ZNF720	59
ARFGEF2_28506	ARFGEF2	54
LINC01272_75874	LINC01272	17
TXNDC11_37655	TXNDC11	43
SCML4_66763	SCML4	89
PNPLA8_37299	PNPLA8	29
CIB3_57967	CIB3	19
C2orf83_44577	C2orf83	67
PNP_12753	PNP	28
OR52I1_71547	OR52I1	18
EIF4G2_5462	EIF4G2	1
FAH_6055	FAH	28
ZNF219_38163	ZNF219	48
SLC52A1_41462	SLC52A1	28
PHGDH_34782	PHGDH	17
UBFD1_43865	UBFD1	16
HOXD4_8758	HOXD4	14
KIAA0895_32591	KIAA0895	37
EXOSC4_40122	EXOSC4	6
PON2_14424	PON2	29
C9orf78_39443	C9orf78	44
NEMF_24023	NEMF	30
ATP5S_35590	ATP5S	31
SPATA31D1_71475	SPATA31D1	52
ARHGAP1_1127	ARHGAP1	15
BHLHE41_49183	BHLHE41	29
TLDC1_46287	TLDC1	48
EPB41L5_46175	EPB41L5	18
CHPF2_40041	CHPF2	7
RMDN2_62504	RMDN2	56
DNAJB9_11274	DNAJB9	62
TBCK_56569	TBCK	16
NUP93_25618	NUP93	27
KRCC1_38478	KRCC1	51
LOC101929372_76386	LOC101929372	34
C8orf86_71436	C8orf86	15
IL23R_62140	IL23R	24
BECN2_73213	BECN2	28
XRCC4_20375	XRCC4	6
KRT75_23916	KRT75	81
POLR2H_14390	POLR2H	57
CD82_9935	CD82	47
ZNF160_55422	ZNF160	22
TMEM44_56448	TMEM44	56
SPRYD3_54503	SPRYD3	54
EFTUD1_49448	EFTUD1	17
TMEM203_56700	TMEM203	4
U2AF1L4_64584	U2AF1L4	69
BAZ2A_30375	BAZ2A	69
PPP1R11_18922	PPP1R11	53
PSD_15089	PSD	42
PGAM4_73167	PGAM4	13
DLX5_4837	DLX5	16
RSPH10B2_74588	RSPH10B2	24
TM4SF4_19308	TM4SF4	57
KRT39_71855	KRT39	25
GCC2_25477	GCC2	30
SRP68_18215	SRP68	14
AURKB_24197	AURKB	12
GLCCI1_56981	GLCCI1	62
ST3GAL1_17352	ST3GAL1	59
WNT5A_20269	WNT5A	29
GTF2F1_7944	GTF2F1	15
TEX2_43579	TEX2	64
ZNF562_40638	ZNF562	84
GAGE12C_74912	GAGE12C	51
TPM3_19502	TPM3	20
MAFG_10992	MAFG	31
DBT_4560	DBT	31
IDNK_72778	IDNK	28
GHDC_53707	GHDC	20
EXOC1_43296	EXOC1	17
SETX_31619	SETX	17
JAG2_9896	JAG2	15
ATP5G3_1437	ATP5G3	14
TRANK1_26290	TRANK1	22
OR7D4_58971	OR7D4	28
EXT1_5900	EXT1	54
SLC6A4_17530	SLC6A4	35
NAP1L4_12202	NAP1L4	89
FAM179A_63823	FAM179A	46
NEUROG3_37315	NEUROG3	32
NCKAP1L_8288	NCKAP1L	49
MICAL1_48038	MICAL1	17
GATA2_6912	GATA2	24
SHROOM1_60287	SHROOM1	32
MRGPRF_57801	MRGPRF	46
DYNLRB2_52333	DYNLRB2	32
AP5Z1_26385	AP5Z1	3
RAD21L1_73706	RAD21L1	81
C5orf51_68234	C5orf51	57
HEATR5A_34140	HEATR5A	37
AKT3_26682	AKT3	18
ZNF878_74974	ZNF878	34
MZB1_38211	MZB1	42
SCAMP5_64352	SCAMP5	34
ST3GAL3_17361	ST3GAL3	22
TRAF3IP2_29085	TRAF3IP2	36
VPS37C_41417	VPS37C	16
OR4F15_71833	OR4F15	25
C3orf17_33949	C3orf17	20
AADAC_24	AADAC	44
FIGF_6341	FIGF	50
PPP2R5E_14659	PPP2R5E	24
P2RY13_39635	P2RY13	79
MORN4_58080	MORN4	17
SLC38A6_61415	SLC38A6	35
PCDHA9_25856	PCDHA9	47
MALRD1_69261	MALRD1	50
BRS3_1887	BRS3	82
RNGTT_22822	RNGTT	17
SPATA2L_58685	SPATA2L	17
ZNF837_57748	ZNF837	15
ZC3H3_31866	ZC3H3	9
C20orf96_60876	C20orf96	49
ITIH1_9834	ITIH1	52
UBE2J1_38820	UBE2J1	29
DNAJC30_53322	DNAJC30	62
WFS1_20246	WFS1	18
HSD17B14_38031	HSD17B14	49
HAO1_39875	HAO1	8
PPP3CA_14663	PPP3CA	23
HKR1_67887	HKR1	20
RAB37_68576	RAB37	32
STT3B_64916	STT3B	8
CAPSL_60191	CAPSL	16
CENPBD1_56359	CENPBD1	21
FARP1_27206	FARP1	44
PEMT_27964	PEMT	11
KIAA0391_25630	KIAA0391	26
POLR3B_43087	POLR3B	22
PARVA_43215	PARVA	23
DENND4C_42982	DENND4C	33
PIP5KL1_60592	PIP5KL1	33
SOX5_17985	SOX5	31
CT47A11_66599	CT47A11	30
TTC3_19688	TTC3	54
GOLGA8B_72906	GOLGA8B	28
ITPR2_9877	ITPR2	68
ADRBK2_437	ADRBK2	76
CATSPER1_57886	CATSPER1	23
TAF1_18629	TAF1	4
NRSN2_50627	NRSN2	54
H1F0_8083	H1F0	18
SPNS1_52732	SPNS1	69
TRPS1_19624	TRPS1	57
CCM2_52278	CCM2	35
ZNF610_63569	ZNF610	91
CAPRIN1_10929	CAPRIN1	20
IFITM5_70832	IFITM5	45
TMEM176B_36221	TMEM176B	32
KCNMB1_10098	KCNMB1	87
UBE2H_19865	UBE2H	58
FAM47E_75220	FAM47E	42
FBXO28_32125	FBXO28	35
UBB_19813	UBB	6
PPIB_14532	PPIB	25
NR2E1_19296	NR2E1	39
KIF12_56962	KIF12	38
TAF1A_23591	TAF1A	20
ELL2_31288	ELL2	63
THTPA_49093	THTPA	15
MTHFD1L_34035	MTHFD1L	33
METAP1_31961	METAP1	31
CHRM3_3205	CHRM3	30
PAAF1_50964	PAAF1	73
CNTLN_40853	CNTLN	31
WEE1_20241	WEE1	15
KIF9_47471	KIF9	30
FZD7_21602	FZD7	33
ITGB3_9806	ITGB3	51
SAP25_75758	SAP25	48
S100PBP_47991	S100PBP	55
B4GALNT4_68790	B4GALNT4	23
LOC158434_63180	LOC158434	4
SPRR4_63720	SPRR4	28
GON4L_40785	GON4L	30
GNB5_28902	GNB5	14
PCDH15_48455	PCDH15	26
PAQR6_50459	PAQR6	44
FADS6_67563	FADS6	31
SLC25A13_27226	SLC25A13	44
RHEBL1_58347	RHEBL1	58
NDUFA13_37726	NDUFA13	62
CELSR2_5375	CELSR2	29
SETX_31621	SETX	30
ATP6AP2_27204	ATP6AP2	24
C7orf76_72424	C7orf76	31
OR8B4_67238	OR8B4	28
INSL5_26765	INSL5	41
KANSL2_41048	KANSL2	17
TMEM242_74938	TMEM242	80
TWISTNB_65893	TWISTNB	10
CHIT1_3167	CHIT1	103
GPR157_50661	GPR157	44
GUCY2C_8016	GUCY2C	28
FOXD2_6422	FOXD2	6
CDK11A_74750	CDK11A	34
HES7_53982	HES7	16
RANBP9_26825	RANBP9	19
FBXL18_50640	FBXL18	7
DAO_4508	DAO	46
PPM1E_30967	PPM1E	18
PLCE1_38109	PLCE1	15
CRAT_3854	CRAT	49
CNTRL_30002	CNTRL	36
MAP3K7CL_44550	MAP3K7CL	32
ZNF621_68091	ZNF621	67
PRDM1_1736	PRDM1	11
BTBD9_57176	BTBD9	14
KIF12_56961	KIF12	17
RBM48_52800	RBM48	27
CHCHD5_53290	CHCHD5	59
CD209_37122	CD209	36
IL22RA1_46706	IL22RA1	16
SAP30_23088	SAP30	48
MAMDC4_63106	MAMDC4	26
C6orf118_63985	C6orf118	65
ZNF471_45890	ZNF471	78
ABCG5_47585	ABCG5	25
ACKR3_44836	ACKR3	21
CD109_60339	CD109	25
DTX3L_62535	DTX3L	61
KCNT2_69540	KCNT2	54
FAM136A_54442	FAM136A	42
C21orf2_2082	C21orf2	10
NPTXR_32880	NPTXR	61
RBFA_50182	RBFA	13
TSPAN2_27006	TSPAN2	56
TRPM6_60982	TRPM6	97
WSCD1_32386	WSCD1	44
SNAI3_68589	SNAI3	42
LAMB1_10479	LAMB1	24
ZNF816-ZNF321P_76119	ZNF816-ZNF321P	14
PGBD1_53785	PGBD1	42
MSL2_41786	MSL2	16
SNX19_72171	SNX19	12
GTF2H1_7950	GTF2H1	15
ZNF561_56453	ZNF561	17
PRAC1_53558	PRAC1	39
ABCC5_26864	ABCC5	6
CCDC124_57412	CCDC124	44
PTH2R_15377	PTH2R	57
HAUS5_32552	HAUS5	34
NRIP2_52408	NRIP2	33
ALAS1_584	ALAS1	97
CERS1_28961	CERS1	10
CAP1_28258	CAP1	27
PRR16_38537	PRR16	14
PALLD_31485	PALLD	37
ELL2_31289	ELL2	41
TMEM110-MUSTN1_76030	TMEM110-MUSTN1	15
IRF2BP1_34648	IRF2BP1	46
TSTD3_75325	TSTD3	117
SCAMP2_26890	SCAMP2	20
LYN_10902	LYN	57
CSRNP2_51707	CSRNP2	13
DIS3L_57559	DIS3L	7
FAM3C_28112	FAM3C	13
MEGF10_53677	MEGF10	47
LIG1_10643	LIG1	15
COPZ2_38175	COPZ2	45
ZNF273_29179	ZNF273	53
ELAVL3_5495	ELAVL3	47
HIST1H4B_21762	HIST1H4B	70
KRT28_63549	KRT28	70
TRA2B_17223	TRA2B	22
RBM11_39732	RBM11	112
HERPUD2_47565	HERPUD2	54
HECW1_31646	HECW1	32
TMEM191C_74020	TMEM191C	39
PET117_75745	PET117	36
FSIP2_72325	FSIP2	63
ZFYVE27_58083	ZFYVE27	39
CLCF1_33063	CLCF1	12
C1GALT1_44555	C1GALT1	95
AASDHPPT_46927	AASDHPPT	19
TTI1_25573	TTI1	32
CCSAP_59215	CCSAP	95
AFF3_10442	AFF3	13
XKR8_41607	XKR8	79
PLB1_62434	PLB1	40
XRCC1_20363	XRCC1	22
OR56A1_58293	OR56A1	41
RHBDL2_41044	RHBDL2	22
SLC22A31_61582	SLC22A31	32
LRRC47_45547	LRRC47	46
UBAP2L_26352	UBAP2L	12
CSHL1_4047	CSHL1	8
PPID_14537	PPID	36
MRPS10_41806	MRPS10	14
NAE1_23295	NAE1	82
PDGFB_13569	PDGFB	25
CXorf40B_73510	CXorf40B	47
TSPAN14_51809	TSPAN14	62
GRAMD3_48542	GRAMD3	32
ME2_11302	ME2	15
ARHGEF28_47597	ARHGEF28	35
OTOF_24676	OTOF	59
ASCL5_74189	ASCL5	40
GPLD1_7480	GPLD1	20
APBA2_888	APBA2	20
CSAD_38653	CSAD	26
DUS1L_47421	DUS1L	40
RBMY1F_63278	RBMY1F	25
VMO1_67591	VMO1	36
CCT2_28552	CCT2	1
ACAP2_33056	ACAP2	32
SRR_47044	SRR	41
ANP32C_33034	ANP32C	45
FGF22_35392	FGF22	35
ANAPC4_36860	ANAPC4	65
DYNC1LI2_4932	DYNC1LI2	29
FLJ44635_72051	FLJ44635	24
YKT6_28803	YKT6	31
DNAJB1_8988	DNAJB1	36
RAB3B_15651	RAB3B	49
WBSCR17_47729	WBSCR17	18
IRF4_9711	IRF4	13
ZNRF2_66092	ZNRF2	6
REV1_38806	REV1	26
FAM174B_72205	FAM174B	45
GTPBP6_21433	GTPBP6	105
EML6_72315	EML6	15
ZNF891_76304	ZNF891	80
IGFALS_9306	IGFALS	68
SLC35B3_37483	SLC35B3	35
CTXN1_72661	CTXN1	78
UGT1A8_40266	UGT1A8	28
GID4_48719	GID4	61
ATP5J_1446	ATP5J	12
BICC1_50713	BICC1	51
TTBK1_53886	TTBK1	71
CCDC39_69030	CCDC39	83
TRIM35_31688	TRIM35	71
COBLL1_30951	COBLL1	42
SFTA3_66374	SFTA3	18
C4A_1988	C4A	51
CEP57L1_68269	CEP57L1	78
ZNF573_59073	ZNF573	26
TBX10_69896	TBX10	25
PRKD1_14855	PRKD1	65
PPAN_44241	PPAN	21
LRCH4_10783	LRCH4	15
OR2T33_71967	OR2T33	8
MUC7_11926	MUC7	50
ARMC6_56523	ARMC6	56
TLX2_8628	TLX2	19
SCN8A_16910	SCN8A	61
ZNF256_27252	ZNF256	32
BTG1_1921	BTG1	86
GALNTL5_63993	GALNTL5	56
C20orf203_67991	C20orf203	30
PRDM2_20926	PRDM2	39
PILRB_36990	PILRB	80
PYCARD_36504	PYCARD	27
NEK2_12448	NEK2	45
LOXL4_53046	LOXL4	23
KRT85_10421	KRT85	100
C20orf144_59629	C20orf144	59
PTGER2_15331	PTGER2	33
TIMM17A_28091	TIMM17A	21
FXN_6573	FXN	52
NUP133_43232	NUP133	10
PRDX2_18942	PRDX2	23
DCSTAMP_51617	DCSTAMP	34
NCOA7_60321	NCOA7	16
KIAA1671_54865	KIAA1671	53
FANCC_6031	FANCC	4
DRG1_12401	DRG1	18
LCP1_10543	LCP1	14
HIST2H2AA4_74467	HIST2H2AA4	11
ARSD_1208	ARSD	59
GLS2_35733	GLS2	26
MLNR_7614	MLNR	28
PIWIL2_41641	PIWIL2	36
DSTYK_33688	DSTYK	50
NDUFB8_12344	NDUFB8	25
NDUFB5_12329	NDUFB5	36
STAT3_18349	STAT3	23
LAMTOR5_28436	LAMTOR5	95
SHMT2_17322	SHMT2	21
SAR1A_44383	SAR1A	49
LAP3_37635	LAP3	31
LSM14B_62241	LSM14B	117
SUPT5H_18498	SUPT5H	3
ACRBP_53729	ACRBP	19
ARL17B_75873	ARL17B	12
MED12_26596	MED12	20
G3BP1_27156	G3BP1	59
XXYLT1_62592	XXYLT1	4
APOL4_51417	APOL4	34
TM4SF18_57749	TM4SF18	42
NELL1_12436	NELL1	23
UBAP1_38314	UBAP1	20
TMEM239_75697	TMEM239	95
SEC24A_29214	SEC24A	17
C5orf51_68233	C5orf51	37
XKR3_62270	XKR3	15
ARID4A_15877	ARID4A	28
HINT2_54020	HINT2	46
LIMD1_23556	LIMD1	108
FDXACB1_56048	FDXACB1	19
C6orf226_73059	C6orf226	27
EXOC2_43322	EXOC2	8
HDC_8272	HDC	37
THOC1_26638	THOC1	17
UCN_19916	UCN	42
GAD1_6805	GAD1	60
C12orf29_55788	C12orf29	52
NIPA2_51787	NIPA2	46
GYS2_8055	GYS2	40
PI4KA_13999	PI4KA	18
DNAI1_35414	DNAI1	49
C2_1975	C2	40
CSHL1_4046	CSHL1	27
MICA_75966	MICA	57
PIGQ_23832	PIGQ	26
ANGPTL2_32844	ANGPTL2	19
FAM83C_59641	FAM83C	27
NR5A2_6606	NR5A2	14
ZNF572_60472	ZNF572	12
C15orf27_58623	C15orf27	16
LRP6_10803	LRP6	101
MRPL39_39796	MRPL39	34
KCNK1_10084	KCNK1	21
LRFN3_49221	LRFN3	38
OSBPL3_34390	OSBPL3	24
DNAJC3_14952	DNAJC3	39
TP63_22481	TP63	27
LAPTM4B_42433	LAPTM4B	20
SFSWAP_17220	SFSWAP	64
LFNG_10585	LFNG	45
SFTPA1_74341	SFTPA1	47
CRISPLD2_52416	CRISPLD2	48
EID2B_59088	EID2B	45
