sgRNA	Gene	DE_GFP_high
MFGE8_11409	MFGE8	257
COA6_71183	COA6	89
CHRNB2_3248	CHRNB2	290
KRTAP10-11_70675	KRTAP10-11	125
NR2E1_19293	NR2E1	274
GPANK1_21078	GPANK1	108
BAG2_25125	BAG2	174
C19orf57_49071	C19orf57	108
TRIM34_39663	TRIM34	370
FAIM3_24207	FAIM3	101
HSF1_8902	HSF1	41
RAB6A_15672	RAB6A	342
ZBTB2_46048	ZBTB2	120
NDUFA10_12305	NDUFA10	79
TTC30B_62395	TTC30B	506
PIGO_54103	PIGO	255
NOL10_50447	NOL10	88
SLC22A12_57632	SLC22A12	153
SLC37A4_6706	SLC37A4	137
EPB41L3_31831	EPB41L3	299
CLEC3B_19355	CLEC3B	238
CAPZA1_2310	CAPZA1	456
CRIPAK_68162	CRIPAK	62
JPH3_45374	JPH3	105
STX7_21884	STX7	248
CEACAM4_3103	CEACAM4	179
NPIPA1_24399	NPIPA1	68
ANKRD65_73204	ANKRD65	32
SQRDL_46515	SQRDL	120
GNGT1_7384	GNGT1	265
RNASE4_16188	RNASE4	375
MICA_75969	MICA	183
SPA17_39536	SPA17	136
MIA3_70430	MIA3	162
PARP16_41123	PARP16	839
C7orf55-LUC7L2_76284	C7orf55-LUC7L2	258
RASL11B_48581	RASL11B	271
SBNO1_41924	SBNO1	250
CREM_3880	CREM	378
FADS6_67564	FADS6	325
LOC388849_71205	LOC388849	39
CAMSAP1_63081	CAMSAP1	380
VWA3A_61531	VWA3A	143
SEC23IP_30444	SEC23IP	14
SRGAP2_32631	SRGAP2	87
NKX2-5_4168	NKX2-5	282
NFE2L2_12517	NFE2L2	296
ZPLD1_59928	ZPLD1	303
GPR32_7594	GPR32	367
3-Mar_57421	3-Mar	361
DLL3_28907	DLL3	42
CDC123_23256	CDC123	81
APOA5_57794	APOA5	142
WDR81_58896	WDR81	239
BPI_1857	BPI	409
15-Sep_24729	15-Sep	88
AMDHD1_61286	AMDHD1	709
FAM19A2_68819	FAM19A2	350
RHNO1_52378	RHNO1	346
PDE6G_13542	PDE6G	112
CGRRF1_28866	CGRRF1	177
OR2D3_58280	OR2D3	204
EBF2_47866	EBF2	71
TSNARE1_65028	TSNARE1	137
SHROOM1_60288	SHROOM1	440
HNRNPU_8618	HNRNPU	125
LGALS4_10608	LGALS4	344
TIFA_56298	TIFA	285
NBPF14_33848	NBPF14	3
KRTAP10-6_70658	KRTAP10-6	84
MTF1_11855	MTF1	141
CST4_4136	CST4	95
UBXN2B_60519	UBXN2B	194
NEDD4_12406	NEDD4	180
ZNF862_73813	ZNF862	406
ZKSCAN7_43657	ZKSCAN7	327
SAA2_16778	SAA2	106
ZNF561_56454	ZNF561	151
WNT8A_20287	WNT8A	327
UBA7_19828	UBA7	105
PSEN2_15098	PSEN2	261
OR12D3_51923	OR12D3	213
AGA_492	AGA	193
INPP4A_9627	INPP4A	149
SEZ6_58856	SEZ6	140
FAM160A2_52830	FAM160A2	549
BBIP1_56255	BBIP1	403
REEP5_21060	REEP5	204
PLAC8_38482	PLAC8	227
TMEM56-RWDD3_76073	TMEM56-RWDD3	252
GABRR2_6804	GABRR2	201
TNFRSF11A_22987	TNFRSF11A	650
C11orf84_61254	C11orf84	477
PSMD5_15254	PSMD5	177
CATSPERB_50047	CATSPERB	189
RBM26_47271	RBM26	141
C11orf57_41963	C11orf57	100
CDC34_2824	CDC34	469
VEPH1_49597	VEPH1	217
PLCB4_14119	PLCB4	183
SRI_18169	SRI	240
HS6ST1_24702	HS6ST1	85
SLC12A1_17615	SLC12A1	396
FYB_6683	FYB	201
EN2_5577	EN2	316
HTATIP2_28461	HTATIP2	499
GUCA1A_7992	GUCA1A	514
TPPP2_58502	TPPP2	380
GPR78_35797	GPR78	143
CAPN2_2289	CAPN2	127
LRRC1_42003	LRRC1	354
AKR1C1_4612	AKR1C1	117
NFASC_31771	NFASC	155
LY96_33397	LY96	488
IL6R_9438	IL6R	111
MTMR6_23878	MTMR6	189
AKR1C1_4610	AKR1C1	155
AKR1B15_73094	AKR1B15	351
EIF4EBP2_5456	EIF4EBP2	132
GAGE1_6709	GAGE1	997
MCEE_54051	MCEE	281
CAMTA2_31796	CAMTA2	140
NATD1_66743	NATD1	215
CYB5R2_39324	CYB5R2	75
CRNKL1_38558	CRNKL1	10
RBM34_31508	RBM34	213
ZBTB37_53834	ZBTB37	186
CELF6_47000	CELF6	428
KLHL34_66899	KLHL34	535
RNF148_70621	RNF148	185
TMEM30A_43260	TMEM30A	241
PCDHA3_44046	PCDHA3	321
IGFBP1_9311	IGFBP1	319
MED13_26597	MED13	218
INTS2_45674	INTS2	195
CHRD_22549	CHRD	193
SH2D7_74147	SH2D7	151
NACC2_60554	NACC2	238
ASCC2_53029	ASCC2	276
KCNJ8_10046	KCNJ8	331
DAP_4509	DAP	215
SH3RF1_46073	SH3RF1	108
CLPB_51720	CLPB	474
FNTA_6524	FNTA	41
GPR87_39656	GPR87	273
HTR1F_9029	HTR1F	347
SLC12A3_17623	SLC12A3	280
MPHOSPH9_27319	MPHOSPH9	107
MTMR3_23343	MTMR3	332
CSHL1_4046	CSHL1	122
SLC8B1_50632	SLC8B1	194
C7orf26_48767	C7orf26	45
ZFP41_68363	ZFP41	293
NCAPG_47481	NCAPG	47
AKTIP_47714	AKTIP	191
KIAA1614_46301	KIAA1614	212
PPTC7_63363	PPTC7	280
SENP2_46792	SENP2	136
HDGFRP3_37354	HDGFRP3	244
GDF2_7027	GDF2	91
APOD_983	APOD	210
IL12B_9499	IL12B	513
MS4A15_65520	MS4A15	262
LOXL2_10759	LOXL2	117
ASMTL_22472	ASMTL	146
ACOT7_30783	ACOT7	69
FOXN3_3148	FOXN3	197
ATP8B1_13735	ATP8B1	686
STK11_18423	STK11	361
KLK12_37167	KLK12	370
CMC1_62618	CMC1	20
RBP5_52484	RBP5	184
PLIN4_74894	PLIN4	141
IGFN1_55755	IGFN1	182
ARHGAP1_1127	ARHGAP1	97
TRA2B_17224	TRA2B	39
RNF25_47620	RNF25	198
NDUFV1_12375	NDUFV1	163
ZBTB7B_37618	ZBTB7B	421
TMEM221_75292	TMEM221	194
STXBP3_18464	STXBP3	266
FAM104A_54491	FAM104A	125
CTDSPL2_38876	CTDSPL2	134
ZNF792_59144	ZNF792	228
ZSCAN2_41253	ZSCAN2	244
CD200R1L_69640	CD200R1L	270
CARD18_46716	CARD18	380
DLX5_4837	DLX5	98
C9orf142_68420	C9orf142	249
HSPA5_8942	HSPA5	13
OTUD5_42738	OTUD5	136
OCM_74425	OCM	58
ZC3H14_50244	ZC3H14	246
TRIM66_26237	TRIM66	247
KCNK4_37328	KCNK4	257
LHFPL3_70526	LHFPL3	267
CHRNE_3261	CHRNE	272
LSM7_39299	LSM7	104
DIP2A_31991	DIP2A	115
DPH7_56328	DPH7	389
RNF167_34308	RNF167	351
PIKFYVE_64740	PIKFYVE	103
KRTAP19-6_68663	KRTAP19-6	124
QPCT_33731	QPCT	281
OR8H3_71646	OR8H3	261
TMEM74B_42311	TMEM74B	158
NDFIP2_40307	NDFIP2	254
ARHGAP26_31704	ARHGAP26	247
ANP32E_51785	ANP32E	124
ERGIC1_45311	ERGIC1	54
USP22_32464	USP22	116
POU3F2_14453	POU3F2	228
MTRNR2L7_75676	MTRNR2L7	121
RNF17_44086	RNF17	200
ACVRL1_238	ACVRL1	163
FAM151B_63961	FAM151B	126
XPO5_45681	XPO5	421
PDLIM5_28664	PDLIM5	216
CDC42BPA_22041	CDC42BPA	315
BMPR1A_1802	BMPR1A	315
FAM219B_45230	FAM219B	167
FCRL5_52077	FCRL5	348
NRG3_28971	NRG3	234
ZNF185_20779	ZNF185	464
PRR20E_74868	PRR20E	293
BEST4_67061	BEST4	190
SPTBN2_18149	SPTBN2	187
TMEFF1_22382	TMEFF1	179
BPHL_1854	BPHL	236
TAF9_18662	TAF9	263
TTLL1_33775	TTLL1	25
SCRN3_49459	SCRN3	100
DBX1_58242	DBX1	185
MRPL33_25193	MRPL33	23
MAP4_11114	MAP4	248
PCDHGC4_43881	PCDHGC4	32
RHBDL2_41044	RHBDL2	121
INPP1_9619	INPP1	430
HTR3E_68082	HTR3E	364
PLSCR4_44938	PLSCR4	564
CT47A1_74566	CT47A1	239
HDAC4_25878	HDAC4	546
SKIV2L2_33020	SKIV2L2	5
STRAP_30362	STRAP	28
SOD2_17937	SOD2	52
TMEM110-MUSTN1_76032	TMEM110-MUSTN1	134
ATP8A1_27947	ATP8A1	145
ST8SIA5_36754	ST8SIA5	142
CPS1_3819	CPS1	243
IL27_66244	IL27	77
DUSP16_51401	DUSP16	804
CHMP4B_59636	CHMP4B	153
MAGEC3_60654	MAGEC3	385
ADPRHL1_57029	ADPRHL1	55
GLUD1_7261	GLUD1	160
MAP3K14_23602	MAP3K14	235
CTSH_4253	CTSH	205
ST6GAL1_17347	ST6GAL1	133
PRR5_42803	PRR5	580
LEMD1_56487	LEMD1	164
STEAP1_35313	STEAP1	84
MATK_11150	MATK	89
SCN2A_16882	SCN2A	457
TMEM79_53342	TMEM79	119
SLC8A3_17584	SLC8A3	237
GABBR1_6728	GABBR1	161
PLD1_14137	PLD1	116
NBPF3_53152	NBPF3	192
SLC35G4_74069	SLC35G4	242
TEX28_4297	TEX28	631
FAS_1006	FAS	426
AKAP11_30490	AKAP11	252
PSRC1_54109	PSRC1	123
BLZF1_22287	BLZF1	249
C14orf177_67432	C14orf177	93
GBF1_22813	GBF1	75
FAM221B_72019	FAM221B	147
BARD1_1589	BARD1	13
GOLGA2_7415	GOLGA2	144
ENTHD2_61632	ENTHD2	416
FAIM_41830	FAIM	110
GLYR1_53947	GLYR1	405
OR3A2_13089	OR3A2	193
IRF4_9711	IRF4	126
TRAM1L1_60131	TRAM1L1	356
OIT3_64143	OIT3	78
TMEM236_74352	TMEM236	281
IKZF4_47673	IKZF4	175
SPOCK2_26034	SPOCK2	325
RAC3_15714	RAC3	377
CDC25B_2811	CDC25B	298
BACH2_46872	BACH2	224
AGPAT4_44491	AGPAT4	658
CENPK_47379	CENPK	108
RALYL_60542	RALYL	382
FLII_6446	FLII	137
ZBTB2_46049	ZBTB2	43
SEH1L_52050	SEH1L	83
KRTAP2-1_52001	KRTAP2-1	446
ZNF426_48909	ZNF426	128
UPP2_62522	UPP2	130
CITED4_63712	CITED4	360
CCDC168_73824	CCDC168	118
GCFC2_18845	GCFC2	111
DUSP18_62302	DUSP18	118
ZGPAT_53847	ZGPAT	69
C9orf89_53293	C9orf89	251
FAM173B_60219	FAM173B	171
MYH3_12030	MYH3	386
MUC20_64808	MUC20	119
LRRC3_51646	LRRC3	108
CNTN4_62656	CNTN4	44
MUC4_11915	MUC4	194
VKORC1_48672	VKORC1	587
RNF144A_25956	RNF144A	276
TRAPPC1_46547	TRAPPC1	22
TMEM214_40824	TMEM214	364
ANKRD44_55874	ANKRD44	261
BANP_41182	BANP	6
DDI2_53406	DDI2	286
FADS1_10685	FADS1	417
TET1_51093	TET1	600
SREK1IP1_68260	SREK1IP1	237
ICAM5_19240	ICAM5	184
C2orf83_44576	C2orf83	589
ALDH1L1_29288	ALDH1L1	165
DERL1_48979	DERL1	121
KRT9_10341	KRT9	305
SLC2A12_62867	SLC2A12	526
SYNPR_60039	SYNPR	211
FAM20C_44743	FAM20C	240
ZPR1_23289	ZPR1	63
VENTX_35929	VENTX	75
STAG3_29018	STAG3	73
TNS2_32612	TNS2	396
APPL1_34487	APPL1	614
ITGA5_9762	ITGA5	394
LRWD1_65970	LRWD1	361
DSCAM_5079	DSCAM	737
THEG_38407	THEG	471
NAPRT_56440	NAPRT	67
ARMC1_41750	ARMC1	689
PFDN1_13719	PFDN1	128
CBLN4_60898	CBLN4	208
TLX2_8626	TLX2	242
VPS33B_34919	VPS33B	130
RALB_15778	RALB	155
PGM2_42163	PGM2	131
PHF20L1_37819	PHF20L1	559
ZNF618_57395	ZNF618	431
INTS6_35095	INTS6	261
PAIP2B_72319	PAIP2B	156
MPHOSPH10_27324	MPHOSPH10	67
WDR59_49762	WDR59	187
CT47A2_74562	CT47A2	161
CSF1R_4014	CSF1R	120
APBA3_25174	APBA3	170
CYP17A1_4434	CYP17A1	201
SLC25A6_819	SLC25A6	88
PFDN1_13718	PFDN1	47
BNIPL_62166	BNIPL	332
11-Mar_73055	11-Mar	315
CRHR1_3891	CRHR1	168
PDK2_13608	PDK2	208
NACA_12169	NACA	127
PEG3_13653	PEG3	266
IL16_9531	IL16	149
CAD_2200	CAD	57
CIDEB_35667	CIDEB	223
ZNF566_54497	ZNF566	15
ANO5_65136	ANO5	181
CDO1_2960	CDO1	191
RGS12_16115	RGS12	522
EZR_20153	EZR	193
PROS1_14998	PROS1	366
WDR38_72478	WDR38	52
PCP2_59006	PCP2	68
EXT1_5899	EXT1	62
IGSF5_62256	IGSF5	113
KLHL9_43775	KLHL9	320
LRWD1_65969	LRWD1	96
ZNF615_67806	ZNF615	210
SMIM4_73040	SMIM4	140
NEURL1B_40062	NEURL1B	365
TXN_19773	TXN	83
HTR3E_68083	HTR3E	43
BRAP_21574	BRAP	145
BECN1_22663	BECN1	34
CWC15_38894	CWC15	28
IL17REL_72306	IL17REL	47
TEPP_70317	TEPP	396
PAX9_13355	PAX9	185
OR51A4_72508	OR51A4	101
MC4R_11205	MC4R	286
MOGAT3_69757	MOGAT3	120
ITGB1BP2_35167	ITGB1BP2	430
PTPN1_15416	PTPN1	355
NKAPL_66060	NKAPL	236
FIBCD1_54514	FIBCD1	244
EFEMP1_6117	EFEMP1	256
C9orf69_55303	C9orf69	376
FNDC5_66261	FNDC5	228
SLC9A2_17591	SLC9A2	144
SLC16A12_70812	SLC16A12	266
MBLAC1_66611	MBLAC1	191
PLEKHO2_51058	PLEKHO2	287
RIPK3_29916	RIPK3	164
KLHL6_55173	KLHL6	138
HSPH1_29234	HSPH1	192
PANK3_49500	PANK3	276
PFN4_70442	PFN4	438
UBE2V1_19881	UBE2V1	496
TGIF2-C20orf24_76058	TGIF2-C20orf24	131
GBP5_57481	GBP5	483
MAGOH_11058	MAGOH	25
IFNG_9266	IFNG	545
RASGRP2_27460	RASGRP2	212
BAK1_1583	BAK1	347
PRAMEF19_74013	PRAMEF19	554
FZD1_21591	FZD1	213
SORCS3_31381	SORCS3	219
KANSL3_43019	KANSL3	176
TUBB_65031	TUBB	38
FOXA2_8546	FOXA2	142
CDC27_2819	CDC27	211
MOXD1_34313	MOXD1	319
RAB17_47602	RAB17	294
ASPM_66969	ASPM	148
TBC1D4_26295	TBC1D4	630
GGNBP2_50286	GGNBP2	106
HDGF_8274	HDGF	327
SRSF9_22673	SRSF9	175
LILRA6_49055	LILRA6	220
SNTN_60036	SNTN	365
LPCAT3_27213	LPCAT3	162
ANP32B_28430	ANP32B	309
AGAP3_57879	AGAP3	433
MMP26_44278	MMP26	72
NLGN2_45827	NLGN2	170
MINPP1_25224	MINPP1	320
HECA_39315	HECA	144
PSMD3_15245	PSMD3	65
NEB_12298	NEB	483
CLN5_3411	CLN5	435
SPN_18078	SPN	66
IFRD1_9282	IFRD1	219
IDUA_9167	IDUA	161
MORN3_67348	MORN3	130
ALG6_36817	ALG6	371
WDR27_66347	WDR27	267
MRPS9_48302	MRPS9	483
SLC25A4_811	SLC25A4	195
TYW3_59313	TYW3	75
C4orf3_72373	C4orf3	77
CH25H_23615	CH25H	122
DCUN1D3_58672	DCUN1D3	290
OR3A2_13090	OR3A2	181
TTC23L_62820	TTC23L	141
OR52K1_71543	OR52K1	84
ATG7_28398	ATG7	100
NT5DC2_48277	NT5DC2	162
RUFY1_50971	RUFY1	286
LRRN4_63770	LRRN4	185
AARS2_45662	AARS2	482
RRP12_32137	RRP12	182
SAT1_16824	SAT1	329
GTF3C4_24503	GTF3C4	33
SRMS_18193	SRMS	261
LAMC2_10499	LAMC2	246
KCNT1_45919	KCNT1	152
GPR20_7556	GPR20	52
ARHGAP24_52163	ARHGAP24	218
DUSP5_5158	DUSP5	558
R3HCC1_65036	R3HCC1	188
COG4_33868	COG4	38
TPH2_58364	TPH2	146
OR6S1_69351	OR6S1	57
PDE4D_13527	PDE4D	194
OR2AT4_69292	OR2AT4	158
PLBD1_50266	PLBD1	488
ZDHHC16_53357	ZDHHC16	159
LOC400736_72258	LOC400736	22
TUBB4A_27897	TUBB4A	383
FBXL8_42374	FBXL8	203
FERD3L_66071	FERD3L	177
DUSP7_5166	DUSP7	278
PDCD6_26743	PDCD6	423
PLD5_64659	PLD5	210
RBM38_42640	RBM38	259
GSPT1_7861	GSPT1	142
HSD3B2_8873	HSD3B2	318
CEP44_51381	CEP44	316
GJB2_7166	GJB2	304
GABPA_6729	GABPA	138
AQP11_67136	AQP11	133
POLI_30465	POLI	78
ATP8A1_27945	ATP8A1	407
SEBOX_74036	SEBOX	125
OXER1_63820	OXER1	129
EGR1_5394	EGR1	390
FAM8A1_38764	FAM8A1	207
RELA_15996	RELA	392
SYCP2_27916	SYCP2	490
CCNYL1_62457	CCNYL1	581
CHEK1_3141	CHEK1	216
GPR157_50661	GPR157	315
FRS3_29265	FRS3	236
DCAF15_55441	DCAF15	201
SARDH_4856	SARDH	212
RBBP4_15887	RBBP4	42
ORMDL3_56691	ORMDL3	122
CCR9_29217	CCR9	207
SLC50A1_43822	SLC50A1	254
STK36_35690	STK36	63
SLC9A2_17592	SLC9A2	223
ZBTB49_63912	ZBTB49	233
PSMD1_15240	PSMD1	87
SCNN1B_16926	SCNN1B	234
AFF1_11553	AFF1	570
TTL_62341	TTL	291
MKKS_21392	MKKS	284
PIGA_13933	PIGA	146
HMGCS2_8509	HMGCS2	158
ARCN1_1062	ARCN1	338
GPR4_7503	GPR4	117
LRRN2_28107	LRRN2	156
TRIM52_54281	TRIM52	12
PWP1_30234	PWP1	70
TTC12_41178	TTC12	343
C8orf44-SGK3_76152	C8orf44-SGK3	189
LPCAT3_27215	LPCAT3	215
RNF215_64692	RNF215	172
GP1BA_7441	GP1BA	166
NT5M_44697	NT5M	509
AIDA_48175	AIDA	66
ASAH2B_74288	ASAH2B	487
ZSCAN32_41011	ZSCAN32	221
SPCS1_36260	SPCS1	448
LOXHD1_58936	LOXHD1	137
PRPH2_15972	PRPH2	161
B4GAT1_29932	B4GAT1	247
FAM131C_69954	FAM131C	313
CA5A_2112	CA5A	163
PRR27_72363	PRR27	293
TMPRSS11F_71338	TMPRSS11F	158
LST1_21107	LST1	53
H2AFY_25204	H2AFY	179
SPIRE2_53688	SPIRE2	86
RNF5_16210	RNF5	71
STK31_44087	STK31	224
PTRH1_60585	PTRH1	221
PPP1R26_26211	PPP1R26	115
GMPS_23136	GMPS	41
SMS_17802	SMS	141
H1FNT_69334	H1FNT	96
SPEF2_50376	SPEF2	253
AP3B1_22279	AP3B1	201
TBC1D14_45753	TBC1D14	202
KDM4C_31673	KDM4C	188
CSMD2_57184	CSMD2	283
BAHCC1_45977	BAHCC1	148
SERP2_70911	SERP2	323
CAPN10_30216	CAPN10	580
ZNF215_20835	ZNF215	176
DET1_41476	DET1	263
MTUS2_32329	MTUS2	196
DENND5A_32255	DENND5A	168
PTRHD1_71982	PTRHD1	90
DPP9_55713	DPP9	178
SAXO1_63148	SAXO1	151
C1QL4_68801	C1QL4	144
PELO_39691	PELO	287
UGT2B4_19954	UGT2B4	317
TXK_19769	TXK	95
TYRO3_19795	TYRO3	70
ABCA1_41	ABCA1	211
HMGCLL1_40115	HMGCLL1	310
ARGLU1_41512	ARGLU1	179
SPRED2_64754	SPRED2	97
ABHD6_45423	ABHD6	308
TMEM55B_55630	TMEM55B	222
RFPL4A_69461	RFPL4A	104
RNF6_16216	RNF6	148
ADAMTS1_25050	ADAMTS1	163
COL8A1_3609	COL8A1	146
TPM4_19507	TPM4	127
STAT5B_18364	STAT5B	125
TOMM70A_26246	TOMM70A	112
C4orf27_41173	C4orf27	368
HDAC3_23167	HDAC3	71
ODF4_61684	ODF4	96
MAP2K1_14923	MAP2K1	136
ITPA_9858	ITPA	167
SEC14L5_25720	SEC14L5	281
ALKBH1_23182	ALKBH1	267
TJP2_24766	TJP2	79
ALG11_72887	ALG11	39
POMK_53103	POMK	214
GRIN2A_7758	GRIN2A	281
DSTYK_33687	DSTYK	183
FAM160A1_74984	FAM160A1	113
CST1_4123	CST1	179
CDSN_2976	CDSN	231
YPEL5_39212	YPEL5	101
LRRC16B_55590	LRRC16B	36
ZNF546_68913	ZNF546	52
CEBPZ_27177	CEBPZ	73
MYOD1_12144	MYOD1	159
CDKN2AIP_42755	CDKN2AIP	220
GPR160_35372	GPR160	82
GNB3_7355	GNB3	325
TSC22D1_23186	TSC22D1	481
C14orf80_67449	C14orf80	71
CRYGN_62958	CRYGN	205
MBNL1_11186	MBNL1	162
GZMA_8066	GZMA	332
IQCF2_71287	IQCF2	287
UGT8_19974	UGT8	505
SFTPD_17236	SFTPD	323
COG7_56067	COG7	256
NPIPA5_75668	NPIPA5	168
UNC5CL_66033	UNC5CL	356
DHRSX_65195	DHRSX	281
FAM43A_59971	FAM43A	90
CASP1_2331	CASP1	166
ILDR1_68482	ILDR1	260
ZNF76_20605	ZNF76	24
H6PD_25228	H6PD	244
SPTBN5_38528	SPTBN5	219
ZNF69_20585	ZNF69	176
F8A1_21480	F8A1	185
FAM19A3_67890	FAM19A3	195
MRPS27_31748	MRPS27	134
ZBTB6_29128	ZBTB6	263
PDZD9_66659	PDZD9	581
DYM_40626	DYM	381
S100A14_45410	S100A14	253
BPIFB1_56342	BPIFB1	45
IDH3B_9152	IDH3B	98
INPPL1_9644	INPPL1	382
PGM1_13818	PGM1	197
LRRC58_57619	LRRC58	274
GNB5_28900	GNB5	111
LRRC58_57617	LRRC58	235
SLFN5_63509	SLFN5	261
SURF4_18522	SURF4	120
CLEC14A_63404	CLEC14A	233
LY75-CD302_76001	LY75-CD302	93
TANGO2_59656	TANGO2	253
ZHX1-C8orf76_76155	ZHX1-C8orf76	377
DHX29_40099	DHX29	34
CDK12_39440	CDK12	109
SI_17334	SI	144
DHH_37403	DHH	202
ZNFX1_45187	ZNFX1	142
OR51D1_71551	OR51D1	104
EPHB2_5675	EPHB2	222
GAS2L1_28745	GAS2L1	181
TRIM28_27188	TRIM28	188
GUF1_46952	GUF1	443
DDX26B_65110	DDX26B	502
DPYSL2_5016	DPYSL2	65
APOBEC3D_60834	APOBEC3D	190
ZCCHC7_53073	ZCCHC7	139
OR2M7_71972	OR2M7	318
SYT16_52516	SYT16	108
RPH3AL_25028	RPH3AL	153
YEATS4_21280	YEATS4	95
KNG1_10242	KNG1	261
TEAD1_18948	TEAD1	179
KLF2_27860	KLF2	45
CCDC84_68763	CCDC84	50
HLA-C_8385	HLA-C	385
MTHFSD_48031	MTHFSD	192
NKIRAS2_36175	NKIRAS2	229
OR5C1_72034	OR5C1	248
OR1L1_35283	OR1L1	132
MSRB1_39396	MSRB1	354
ADRA1D_398	ADRA1D	473
MYBL1_11972	MYBL1	264
COG5_28177	COG5	167
SYT4_18585	SYT4	470
TOP3A_19450	TOP3A	334
THAP11_45298	THAP11	44
OR5H1_35005	OR5H1	339
KDELC2_61244	KDELC2	344
IL4R_9424	IL4R	130
KRT73_68567	KRT73	91
TRAM1_32891	TRAM1	300
BCL2L14_49202	BCL2L14	288
POLR3H_64310	POLR3H	41
ADGRG4_60701	ADGRG4	302
RNASET2_22512	RNASET2	284
IP6K2_38784	IP6K2	150
HARBI1_67291	HARBI1	162
PDIA3_7834	PDIA3	69
SLC16A1_17646	SLC16A1	561
PANO1_76339	PANO1	183
MYLK2_54844	MYLK2	220
RAB3IL1_15653	RAB3IL1	104
MED13L_32665	MED13L	276
SGSM2_26379	SGSM2	142
BCCIP_44309	BCCIP	105
MDM4_11295	MDM4	68
RBM4_15917	RBM4	396
FBXW12_68073	FBXW12	262
ZNF213_20828	ZNF213	128
ATP5G3_1439	ATP5G3	350
PDE8A_13554	PDE8A	355
RBCK1_28681	RBCK1	189
SLC10A6_69676	SLC10A6	187
FAM60A_46657	FAM60A	216
CLUL1_35570	CLUL1	69
TPSG1_33817	TPSG1	53
PAX3_13331	PAX3	306
MMP14_11625	MMP14	103
PRR20E_74869	PRR20E	846
PHC1_5298	PHC1	171
TNFRSF13C_57521	TNFRSF13C	308
ZNF326_67965	ZNF326	401
CRYM_3991	CRYM	179
TNFAIP8L2_49428	TNFAIP8L2	173
SCO1_16939	SCO1	275
LRRC6_33386	LRRC6	650
RUNDC3A_29480	RUNDC3A	381
ISM2_61440	ISM2	188
PIGG_40840	PIGG	249
NDUFB11_40184	NDUFB11	475
DIO1_4780	DIO1	196
TBX2_18768	TBX2	383
COLCA2_58246	COLCA2	283
ATOX1_1326	ATOX1	322
ATP9A_26936	ATP9A	242
FBXW11_32358	FBXW11	571
ABCB5_69134	ABCB5	227
HIST1H4J_21750	HIST1H4J	265
PLEKHA6_31071	PLEKHA6	157
IARS2_43073	IARS2	102
LRRC37A_26301	LRRC37A	34
HSD17B1_8885	HSD17B1	327
FAM193B_40188	FAM193B	257
HDC_8270	HDC	341
ENDOG_5583	ENDOG	91
HSP90AB1_8973	HSP90AB1	85
AQP2_1021	AQP2	72
RHOC_1114	RHOC	207
OR1L3_35280	OR1L3	555
ANGPTL5_66363	ANGPTL5	213
POU6F2_30696	POU6F2	200
MRPS27_31750	MRPS27	257
GATS_70033	GATS	138
TTI2_50867	TTI2	36
TGM5_24517	TGM5	169
FCN3_22284	FCN3	167
GID4_48720	GID4	171
OR52E8_71602	OR52E8	125
MYL10_56509	MYL10	213
DHFRL1_64781	DHFRL1	53
CAMK2B_2257	CAMK2B	146
SLC25A14_23596	SLC25A14	297
NATD1_66741	NATD1	221
SF3B3_32837	SF3B3	11
RNASE11_58498	RNASE11	418
TRPM5_36667	TRPM5	225
STAT5A_18357	STAT5A	168
GPR150_68222	GPR150	546
B3GALT2_22743	B3GALT2	146
SPTBN2_18151	SPTBN2	179
HTR5A_9053	HTR5A	341
TP53I3_25156	TP53I3	239
POGK_46108	POGK	292
TMEM173_69084	TMEM173	602
LRRC66_69070	LRRC66	84
TIMM44_28190	TIMM44	174
TMEM237_48383	TMEM237	350
ATP5G3_1437	ATP5G3	97
NPPC_12795	NPPC	94
DIDO1_30071	DIDO1	69
CFAP74_54965	CFAP74	104
ABCC6_1055	ABCC6	225
KRTAP19-1_68617	KRTAP19-1	293
UQCRC2_20028	UQCRC2	78
AKR7A2_22370	AKR7A2	102
CCDC34_55726	CCDC34	186
AKR1E2_52249	AKR1E2	160
BIVM-ERCC5_76176	BIVM-ERCC5	516
FCGR3A_6164	FCGR3A	345
PALM2-AKAP2_73328	PALM2-AKAP2	124
HNRNPD_8592	HNRNPD	147
PDE2A_13501	PDE2A	613
BBS9_35849	BBS9	220
EVI5L_57541	EVI5L	60
GALM_59848	GALM	526
CX3CL1_17059	CX3CL1	463
NLRP2_42931	NLRP2	168
RPL10_16333	RPL10	88
PLGLB1_14163	PLGLB1	89
CNNM2_40612	CNNM2	195
PDCD6_26742	PDCD6	325
RARRES2_15850	RARRES2	305
XRCC3_20370	XRCC3	140
PDE10A_29307	PDE10A	74
CECR6_36142	CECR6	252
ZNF217_20844	ZNF217	30
EVI2B_5883	EVI2B	143
UBE2Q1_42715	UBE2Q1	308
TDO2_18937	TDO2	96
TNPO2_37024	TNPO2	120
COPS3_22227	COPS3	98
TTC7A_45306	TTC7A	119
CLCN2_3345	CLCN2	225
TFPI_19058	TFPI	254
CLEC19A_74620	CLEC19A	486
MARCKS_10944	MARCKS	241
SLC3A2_17483	SLC3A2	134
FGD3_55155	FGD3	22
ZFP28_60860	ZFP28	365
ALDH3A2_633	ALDH3A2	208
PRPF3_23954	PRPF3	107
FAT3_58227	FAT3	236
CDCA4_41401	CDCA4	391
ADAP1_29910	ADAP1	106
