sgRNA	Gene	DE_GFP_high
BIVM-ERCC5_76174	BIVM-ERCC5	85
CTR9_25470	CTR9	149
TMIGD1_71001	TMIGD1	405
HIST1H4B_21761	HIST1H4B	266
CD27_2622	CD27	191
LSM5_33438	LSM5	126
UBD_28414	UBD	266
GRIK3_7744	GRIK3	140
DUSP22_44644	DUSP22	229
SIGLEC12_55177	SIGLEC12	151
C9orf57_60567	C9orf57	130
RNF207_71105	RNF207	407
TAL1_18688	TAL1	872
TSPAN18_55320	TSPAN18	194
MLLT10_21194	MLLT10	303
PVALB_15551	PVALB	636
RDH13_56838	RDH13	173
PIK3CA_13971	PIK3CA	135
C10orf12_34659	C10orf12	412
LGI4_63656	LGI4	339
USP18_30668	USP18	35
C2orf88_53333	C2orf88	168
C17orf64_58812	C17orf64	128
TCOF1_18890	TCOF1	159
MPP5_47705	MPP5	93
NISCH_30424	NISCH	210
POTEH_33575	POTEH	383
FPR3_6572	FPR3	307
ZNF431_64244	ZNF431	533
MAPKBP1_31437	MAPKBP1	130
BIRC3_923	BIRC3	411
TRUB1_61134	TRUB1	383
CLNS1A_3413	CLNS1A	160
HIRA_19753	HIRA	113
ZNF862_73811	ZNF862	133
ITK_9852	ITK	299
DGKD_22204	DGKD	248
UGT2A3_49975	UGT2A3	67
CHRNA9_42712	CHRNA9	309
DERL3_55800	DERL3	230
PSMD11_15276	PSMD11	159
FOXD4L6_74305	FOXD4L6	322
KIAA0020_26477	KIAA0020	312
UBA6_42034	UBA6	558
SPATA31A7_34705	SPATA31A7	62
AMPD1_738	AMPD1	43
ICAM3_9103	ICAM3	229
TNFRSF10C_22995	TNFRSF10C	29
TBC1D13_40369	TBC1D13	110
GAPVD1_34624	GAPVD1	743
OR2AE1_51561	OR2AE1	224
MRPL19_26018	MRPL19	140
MRFAP1_56561	MRFAP1	162
RPL23_24557	RPL23	153
WT1_20324	WT1	332
BMP6_1792	BMP6	242
ASAP3_42809	ASAP3	153
TMEM240_68953	TMEM240	168
CYR61_9339	CYR61	360
PRMT1_8858	PRMT1	3
ZG16_74412	ZG16	220
PMS1_14276	PMS1	208
TRIP10_24484	TRIP10	603
LIMS3L_75695	LIMS3L	141
LRRC16A_42765	LRRC16A	200
SUPT7L_26409	SUPT7L	402
UQCRQ_35539	UQCRQ	242
JAKMIP1_62705	JAKMIP1	214
DUSP15_59617	DUSP15	418
KRTCAP3_64741	KRTCAP3	299
ARHGEF38_40751	ARHGEF38	243
ARID3B_28696	ARID3B	238
SNX10_36701	SNX10	109
USPL1_27357	USPL1	111
VGF_20143	VGF	237
RMND5B_48026	RMND5B	703
MED15_39085	MED15	219
IPCEF1_34399	IPCEF1	148
IQCE_32352	IQCE	119
SMCHD1_32525	SMCHD1	253
ABCA1_42	ABCA1	166
SLC9A5_17600	SLC9A5	13
DDX42_30766	DDX42	198
CYP11A1_4422	CYP11A1	195
SLC20A1_17679	SLC20A1	224
SAE1_26853	SAE1	113
ARHGEF12_32588	ARHGEF12	160
IL10_9473	IL10	185
EVA1A_52985	EVA1A	202
FRG1_6585	FRG1	81
IL18RAP_23044	IL18RAP	110
SASS6_63726	SASS6	54
ARHGEF28_47597	ARHGEF28	208
ARMCX4_75394	ARMCX4	390
RPS3_16489	RPS3	150
MYSM1_57243	MYSM1	98
CALCRL_27337	CALCRL	110
TMEM194A_32400	TMEM194A	172
PURB_15548	PURB	217
RCN1_15949	RCN1	312
RUSC2_26191	RUSC2	856
ZC3H11A_26276	ZC3H11A	116
MCRS1_28102	MCRS1	112
BUB1B_1937	BUB1B	50
CYP4X1_67028	CYP4X1	381
SPECC1_56262	SPECC1	149
HNRNPCL3_74210	HNRNPCL3	184
RPL6_16313	RPL6	28
MAP1LC3B2_73763	MAP1LC3B2	169
CLASRP_30205	CLASRP	262
PCYOX1L_48642	PCYOX1L	174
ST6GALNAC3_66770	ST6GALNAC3	422
CRLF1_24285	CRLF1	423
CCDC42_61673	CCDC42	55
TNFSF11_22397	TNFSF11	327
CEP89_54428	CEP89	187
ZG16B_58703	ZG16B	114
NUDCD1_54606	NUDCD1	327
MANBAL_47110	MANBAL	301
MICALL2_49913	MICALL2	290
IL9_9463	IL9	103
SDE2_63730	SDE2	77
ZNF106_47700	ZNF106	125
TATDN1_52699	TATDN1	300
COL12A1_3643	COL12A1	210
MKX_67184	MKX	172
OR2L8_71949	OR2L8	135
STARD9_45704	STARD9	213
CWF19L2_61239	CWF19L2	178
FAM20B_26424	FAM20B	113
PHRF1_46154	PHRF1	83
LYVE1_29460	LYVE1	241
TMEM216_38275	TMEM216	199
LDLRAD3_61179	LDLRAD3	323
UVSSA_46133	UVSSA	407
KCNG3_64234	KCNG3	160
DPRX_73484	DPRX	137
UPK1B_19910	UPK1B	282
YJEFN3_70368	YJEFN3	463
CPAMD8_35694	CPAMD8	183
ABHD12B_61423	ABHD12B	241
ENKD1_52882	ENKD1	365
VPS53_42162	VPS53	66
SCN11A_30691	SCN11A	77
NOV_12741	NOV	267
ACMSD_59760	ACMSD	305
MADCAM1_21359	MADCAM1	190
SIAH2_17342	SIAH2	206
ADAR_266	ADAR	342
OR56A3_71610	OR56A3	129
NBPF12_62108	NBPF12	56
STX1A_18440	STX1A	228
DCP2_63946	DCP2	133
SYPL1_18579	SYPL1	298
MSH3_11759	MSH3	175
ATP6V1A_1452	ATP6V1A	83
C20orf203_67991	C20orf203	209
C2CD2_34216	C2CD2	263
HEATR9_66832	HEATR9	111
MUC16_56635	MUC16	188
HIPK3_27055	HIPK3	19
RHOV_64273	RHOV	132
CEP131_31403	CEP131	275
DEFB119_66158	DEFB119	370
DEFB108B_66131	DEFB108B	143
C19orf26_66553	C19orf26	412
SAT2_56803	SAT2	179
BCL10_23403	BCL10	305
C22orf23_53921	C22orf23	388
ADCY8_301	ADCY8	153
WDR62_67833	WDR62	344
MRPL12_16470	MRPL12	107
ZBTB9_65835	ZBTB9	703
PPP6R1_31056	PPP6R1	114
C5orf34_70493	C5orf34	615
MORN3_67347	MORN3	110
CTTN_5568	CTTN	67
EBAG9_24067	EBAG9	117
MRPS35_46895	MRPS35	197
FAM81B_62814	FAM81B	254
KCNN3_10112	KCNN3	156
MED15_39086	MED15	125
CEP78_52957	CEP78	149
SLC16A10_57950	SLC16A10	307
HOXD1_8749	HOXD1	43
HIST1H3B_21732	HIST1H3B	221
LRIT2_69253	LRIT2	200
C10orf10_30014	C10orf10	148
IPO9_43098	IPO9	133
FOXA1_8543	FOXA1	141
VPS13D_41855	VPS13D	150
RBMX_36011	RBMX	19
ZNF385B_62441	ZNF385B	118
STAG3_29017	STAG3	235
KDF1_59212	KDF1	182
TIAF1_24226	TIAF1	74
SELP_17129	SELP	250
PTP4A1_20934	PTP4A1	169
DEFB106A_66121	DEFB106A	444
STXBP5L_25068	STXBP5L	169
SUMF1_68132	SUMF1	166
PSD_15090	PSD	350
HSPA12B_57821	HSPA12B	59
C9orf135_60575	C9orf135	296
ZMYND11_29119	ZMYND11	273
OLAH_42262	OLAH	147
CD300A_30730	CD300A	281
ABCC3_22761	ABCC3	288
ZNF517_69162	ZNF517	126
PTK2_15382	PTK2	204
E4F1_5228	E4F1	342
SERPINA3_17	SERPINA3	219
CIDEC_47149	CIDEC	74
H2AFB3_52447	H2AFB3	234
TIGD5_54581	TIGD5	165
KLRC4_21546	KLRC4	166
NFATC2IP_54423	NFATC2IP	167
LCN8_60578	LCN8	103
TLL2_19262	TLL2	407
RAI1_29043	RAI1	106
PDE3A_13508	PDE3A	104
CALML6_63703	CALML6	324
TRMT11_46892	TRMT11	352
ACADSB_109	ACADSB	544
C14orf79_58487	C14orf79	172
CCSER1_72371	CCSER1	367
NPAT_12767	NPAT	31
DAW1_63797	DAW1	128
GUCA1A_7991	GUCA1A	122
ATAD2B_39949	ATAD2B	350
DGKG_4499	DGKG	49
FAM219A_65080	FAM219A	210
ABI3BP_33995	ABI3BP	199
GABBR1_6726	GABBR1	146
PTPRK_15498	PTPRK	114
PCDH12_38391	PCDH12	195
GRIK4_7746	GRIK4	174
LGI3_65057	LGI3	111
CRNKL1_38557	CRNKL1	70
GTF2F1_7943	GTF2F1	127
CHST13_63871	CHST13	374
OR4D11_65506	OR4D11	48
IFRD2_21020	IFRD2	255
ANXA8_74250	ANXA8	116
SDHC_17096	SDHC	202
PRKAG1_14797	PRKAG1	198
CTSE_4247	CTSE	153
CLN3_3407	CLN3	315
TBC1D7_38265	TBC1D7	205
PRKAR1B_14805	PRKAR1B	225
SORBS2_22029	SORBS2	364
HSPB9_56677	HSPB9	150
LMNB1_10711	LMNB1	77
DHRS13_61727	DHRS13	71
ZNF512B_45560	ZNF512B	36
CRLS1_40387	CRLS1	114
C22orf46_49476	C22orf46	215
ADCK4_50406	ADCK4	344
ZNF81_69803	ZNF81	342
5-Sep_14318	5-Sep	287
TMEM2_33447	TMEM2	77
IHH_9363	IHH	368
VPS33B_34920	VPS33B	509
METTL17_47927	METTL17	119
TAS2R40_66981	TAS2R40	169
NDUFB2_12317	NDUFB2	185
KIAA1683_51261	KIAA1683	104
RAB27A_15684	RAB27A	127
JOSD1_26470	JOSD1	189
CST5_4140	CST5	302
LYPD6B_59843	LYPD6B	312
LITAF_25071	LITAF	388
EVI2B_5882	EVI2B	356
TBCA_18738	TBCA	203
PLSCR2_44889	PLSCR2	130
CLPP_21381	CLPP	322
PGRMC2_28039	PGRMC2	152
MUCL1_58020	MUCL1	755
SMG1_31579	SMG1	218
LMO7DN_74911	LMO7DN	347
CHD8_46200	CHD8	220
AP1S1_3324	AP1S1	127
ZBTB5_26456	ZBTB5	298
VCX2_38858	VCX2	120
UTP20_36069	UTP20	65
MTX1_11901	MTX1	185
GJA4_7151	GJA4	91
ARCN1_1061	ARCN1	32
SMIM10L1_75202	SMIM10L1	162
CDK11A_74750	CDK11A	182
C16orf54_67531	C16orf54	92
ZCCHC16_69225	ZCCHC16	388
ABHD1_54063	ABHD1	184
RASGRP1_27084	RASGRP1	200
CLCF1_33064	CLCF1	90
HSPA1B_8925	HSPA1B	552
MPV17L2_54169	MPV17L2	237
TJP1_19221	TJP1	111
HAGHL_53269	HAGHL	77
SYN3_21432	SYN3	154
UBXN4_32017	UBXN4	66
CDKN2AIPNL_55814	CDKN2AIPNL	113
VASH1_30981	VASH1	246
PSD_15091	PSD	447
CMPK2_59716	CMPK2	244
SLITRK1_57227	SLITRK1	81
HTR1B_9020	HTR1B	77
SAMD4A_31528	SAMD4A	30
PTGR2_61426	PTGR2	566
TOX2_54648	TOX2	151
KLF9_1912	KLF9	256
RAB23_39360	RAB23	127
F3_5955	F3	206
NEK5_69345	NEK5	378
ZMAT4_49672	ZMAT4	74
MRPL34_48328	MRPL34	301
PAX4_13334	PAX4	261
MOAP1_47403	MOAP1	136
SAP130_49347	SAP130	75
CASR_2379	CASR	353
UNC93A_39866	UNC93A	96
MAGEF1_47395	MAGEF1	173
GHRL_39406	GHRL	183
SLC25A51_56090	SLC25A51	552
LRFN3_49222	LRFN3	308
SNX17_25961	SNX17	111
LRRC10_70572	LRRC10	160
PHEX_13851	PHEX	306
RUNDC1_61710	RUNDC1	90
RFPL1_16057	RFPL1	28
RBM3_15916	RBM3	117
SNX19_72169	SNX19	364
STK3_18402	STK3	210
NPR3_12806	NPR3	154
MLYCD_32762	MLYCD	120
KLHDC3_57654	KLHDC3	81
C1GALT1_44557	C1GALT1	701
C12orf80_67352	C12orf80	125
RHNO1_52376	RHNO1	146
MAN2B2_32457	MAN2B2	150
MYC_11994	MYC	123
GPC5_6300	GPC5	356
ARFGAP3_34951	ARFGAP3	323
F2_5937	F2	235
LOC441155_73068	LOC441155	175
PIF1_50724	PIF1	176
PSME1_15287	PSME1	76
ARFIP2_33414	ARFIP2	194
OR7E24_35227	OR7E24	213
SLC52A3_56991	SLC52A3	264
CLIC5_39587	CLIC5	230
C2CD4A_61461	C2CD4A	182
NLRC4_46546	NLRC4	248
ISM1_61029	ISM1	208
ALG8_48814	ALG8	282
CLRN2_73984	CLRN2	159
SYT10_69314	SYT10	322
RPL29_16411	RPL29	60
TMEM54_57009	TMEM54	185
MORN2_75013	MORN2	250
CGB7_56644	CGB7	45
IYD_71397	IYD	178
ZSWIM2_62439	ZSWIM2	179
SP110_9188	SP110	478
WDR76_50488	WDR76	29
ELAC2_46943	ELAC2	88
GRM6_7808	GRM6	172
TAC4_66558	TAC4	30
ALOX15B_684	ALOX15B	297
COL25A1_53822	COL25A1	48
NUP153_26612	NUP153	26
WBSCR22_57088	WBSCR22	55
ZBTB1_31134	ZBTB1	283
COL1A2_3549	COL1A2	491
CLDND1_44319	CLDND1	204
AVPR2_1534	AVPR2	662
TMPPE_73860	TMPPE	59
RNPS1_29553	RNPS1	86
EEF1D_5317	EEF1D	198
TMEM59L_33706	TMEM59L	202
TJP2_24767	TJP2	127
ST6GALNAC2_28659	ST6GALNAC2	170
BAIAP2_28145	BAIAP2	211
DBNDD2_43609	DBNDD2	254
TRAPPC6B_58482	TRAPPC6B	25
SOHLH2_41062	SOHLH2	289
CASP4_2341	CASP4	323
FGF18_23078	FGF18	243
CASS4_44946	CASS4	60
HOXA9_8659	HOXA9	181
IFNK_44415	IFNK	312
BFSP1_1704	BFSP1	265
RANGAP1_15797	RANGAP1	107
ATP6AP1_1486	ATP6AP1	49
IPO7_28384	IPO7	219
METTL15_64373	METTL15	108
C1QTNF3_57334	C1QTNF3	391
FLG_6440	FLG	224
NNT_33068	NNT	189
ABI2_27174	ABI2	119
PRH2_14750	PRH2	472
ANXA8L1_74570	ANXA8L1	184
ZC3H7A_36372	ZC3H7A	279
OR4P4_51537	OR4P4	482
UPF2_34362	UPF2	236
PCDHGB5_43892	PCDHGB5	305
CCDC24_62182	CCDC24	121
EIF2S1_5419	EIF2S1	69
SWI5_70549	SWI5	167
CYP2J2_4395	CYP2J2	357
PPY_14697	PPY	42
NSUN2_40904	NSUN2	345
TCIRG1_27713	TCIRG1	283
HSPA4L_30917	HSPA4L	56
TNR_19425	TNR	198
BCAR1_25232	BCAR1	139
UBE2G2_19863	UBE2G2	266
PTPN6_15430	PTPN6	89
CYB561A3_65528	CYB561A3	202
OR1I1_59136	OR1I1	177
TTC1_19680	TTC1	168
FCRLB_59447	FCRLB	178
PCP2_59007	PCP2	301
DAAM1_31433	DAAM1	331
PQLC2_40923	PQLC2	257
HNRNPAB_8581	HNRNPAB	538
TLR10_51913	TLR10	77
KCNAB1_21045	KCNAB1	287
CHRM5_3214	CHRM5	158
LGALSL_36451	LGALSL	198
PTBP1_15304	PTBP1	103
ZNF140_20688	ZNF140	133
CLASRP_30204	CLASRP	159
NXPE4_40687	NXPE4	213
BTN3A3_27907	BTN3A3	140
MFSD2A_54353	MFSD2A	239
CLRN3_58140	CLRN3	317
POTEB_76259	POTEB	282
C2_1975	C2	231
ERC2_34485	ERC2	265
PTPRU_26921	PTPRU	173
ZNF800_64038	ZNF800	569
CT45A5_73159	CT45A5	420
SPC25_45422	SPC25	308
MNX1_8398	MNX1	368
XG_20336	XG	287
WDR76_50490	WDR76	143
RNF34_50880	RNF34	374
HLA-DMB_8393	HLA-DMB	317
UNC5A_55370	UNC5A	203
BRINP2_46393	BRINP2	272
ZNF800_64039	ZNF800	556
FLCN_64829	FLCN	443
RMND5A_48087	RMND5A	538
SERF2_27238	SERF2	144
SPATA3_59836	SPATA3	315
RBBP8_15902	RBBP8	216
POSTN_28736	POSTN	292
ZNF276_56367	ZNF276	201
RARS2_44880	RARS2	342
ARSG_31169	ARSG	257
TSPAN5_26998	TSPAN5	358
SEMA3G_44584	SEMA3G	95
RNF103-CHMP3_76026	RNF103-CHMP3	92
C9orf43_66874	C9orf43	433
DYNLL1_22583	DYNLL1	215
SPTSSB_63852	SPTSSB	117
TPST2_22002	TPST2	254
WDR5_30083	WDR5	244
CRLF3_38650	CRLF3	189
PHLDB3_74357	PHLDB3	131
PNPLA3_51172	PNPLA3	211
KRTAP22-1_68688	KRTAP22-1	186
CD2AP_33301	CD2AP	402
UNC5B_65351	UNC5B	488
DTNB_5124	DTNB	262
ZNF24_20528	ZNF24	692
CD22_2619	CD22	232
GZMB_8069	GZMB	198
TAGAP_57970	TAGAP	19
SOX18_39860	SOX18	294
KRTAP10-9_70668	KRTAP10-9	307
HOXA6_8652	HOXA6	275
HTR6_9059	HTR6	167
HSD17B3_8892	HSD17B3	383
DHFRL1_64784	DHFRL1	54
ABCB8_30441	ABCB8	413
OR10A3_35056	OR10A3	362
C6orf226_73059	C6orf226	164
RALY_31207	RALY	125
SH3BP5L_51431	SH3BP5L	176
UNC45B_61698	UNC45B	192
GFY_75926	GFY	207
GJB2_7168	GJB2	218
CRMP1_3913	CRMP1	218
PIGK_26782	PIGK	534
UBE3D_55275	UBE3D	75
PLEKHG1_45590	PLEKHG1	381
TLR1_19276	TLR1	145
EPN1_36797	EPN1	129
CREB3L4_62010	CREB3L4	324
GPR151_60258	GPR151	119
RAB33B_52131	RAB33B	242
KANSL2_41047	KANSL2	93
TGIF2-C20orf24_76060	TGIF2-C20orf24	210
BICC1_50712	BICC1	255
THEM6_38543	THEM6	99
FBXO36_59887	FBXO36	404
OR52I1_71545	OR52I1	120
ST3GAL2_17356	ST3GAL2	72
METTL7A_33873	METTL7A	102
IRG1_75061	IRG1	270
CLLU1OS_73585	CLLU1OS	658
CXADR_4296	CXADR	153
BORA_50192	BORA	89
USP49_33933	USP49	225
ACAP3_57857	ACAP3	542
GRIFIN_72573	GRIFIN	95
POSTN_28733	POSTN	106
ZNF451_34410	ZNF451	361
CD3E_2558	CD3E	355
LEUTX_69442	LEUTX	217
INO80_40316	INO80	104
RBM10_21464	RBM10	114
ZNF92_63992	ZNF92	66
ATPAF1_47961	ATPAF1	239
CFC1B_74278	CFC1B	389
SCG5_17258	SCG5	121
PCDHB10_43969	PCDHB10	64
VWA2_69247	VWA2	34
VSIG8_71943	VSIG8	125
PTPRG_15487	PTPRG	144
FAM118B_49376	FAM118B	218
PALM2_57116	PALM2	34
BAK1_1582	BAK1	364
OR2W5_73217	OR2W5	130
SRRD_72537	SRRD	151
TRIM64C_74128	TRIM64C	6
ORAI2_50970	ORAI2	74
SEPSECS_37764	SEPSECS	123
AK8_63116	AK8	182
SCAMP3_26895	SCAMP3	39
ARMT1_49421	ARMT1	452
NPY1R_12820	NPY1R	70
OR5R1_65282	OR5R1	285
CBX5_32885	CBX5	758
OPA1_13040	OPA1	123
ANKRD13A_55072	ANKRD13A	68
COL23A1_55868	COL23A1	237
BTNL10_75183	BTNL10	219
GPR137_44424	GPR137	189
ENOSF1_42656	ENOSF1	161
VAMP2_18547	VAMP2	491
PTPRE_15480	PTPRE	267
TMPRSS15_15063	TMPRSS15	306
PTPRK_15499	PTPRK	238
ZNF93_52055	ZNF93	192
ZNF558_61964	ZNF558	486
PUS7_40131	PUS7	341
CHD2_3125	CHD2	244
HAS2_8177	HAS2	339
ZC3H15_43586	ZC3H15	530
PTPDC1_60600	PTPDC1	157
ZNF573_59075	ZNF573	458
ZNF624_45803	ZNF624	183
DLL1_36188	DLL1	138
FBXO16_63021	FBXO16	166
OBFC1_50545	OBFC1	197
RHNO1_52377	RHNO1	240
INTU_35696	INTU	186
MGAT2_11432	MGAT2	226
UBE2H_19867	UBE2H	340
KRT5_10322	KRT5	41
DNAJC16_32514	DNAJC16	101
PPP1CA_14564	PPP1CA	244
TNNC1_19389	TNNC1	254
DENND4A_27545	DENND4A	520
MMP16_11634	MMP16	337
WNT10A_51140	WNT10A	109
FAM153B_64977	FAM153B	115
TMEM82_71109	TMEM82	196
RFPL2_29034	RFPL2	100
PPP1R37_67775	PPP1R37	202
BHMT_1718	BHMT	202
EML4_36138	EML4	336
THEMIS_70761	THEMIS	471
C16orf46_58649	C16orf46	140
DNAJB9_11273	DNAJB9	239
SPINK2_18072	SPINK2	164
ADGRB3_1580	ADGRB3	274
BLMH_1748	BLMH	450
PLA2G4B_75510	PLA2G4B	128
OR4K1_49270	OR4K1	115
GAGE10_76420	GAGE10	256
ARL5B_65686	ARL5B	183
ARRDC4_56064	ARRDC4	110
ANG_784	ANG	231
NCR3LG1_70267	NCR3LG1	292
YWHAB_20392	YWHAB	332
CANT1_58775	CANT1	81
NHLH2_12598	NHLH2	259
MIS12_48680	MIS12	210
PPDPF_48995	PPDPF	229
STRA13_64862	STRA13	388
BHLHE40_22297	BHLHE40	163
CARD17_72860	CARD17	221
AMT_759	AMT	242
POC1A_33989	POC1A	46
STRIP1_54847	STRIP1	77
TIMELESS_23399	TIMELESS	17
A2M_5	A2M	296
BCDIN3D_61294	BCDIN3D	134
TRAF3IP3_51181	TRAF3IP3	186
NIPAL3_45231	NIPAL3	239
IPMK_66297	IPMK	280
SVIL_18538	SVIL	453
PRSS22_47276	PRSS22	229
CYP4B1_4411	CYP4B1	64
ZBTB38_66301	ZBTB38	253
HAUS3_49228	HAUS3	78
C14orf180_72191	C14orf180	171
FAM216A_36739	FAM216A	316
FYN_6685	FYN	317
PNPLA8_37302	PNPLA8	206
RHBDD3_33771	RHBDD3	310
C18orf42_73694	C18orf42	104
MST1R_11796	MST1R	273
SLC2A13_57108	SLC2A13	86
SUV39H1_18535	SUV39H1	127
ADAMTS15_64210	ADAMTS15	262
MYOM3_59336	MYOM3	105
MEGF11_53672	MEGF11	194
MED25_51983	MED25	135
SMARCD2_17770	SMARCD2	134
IL9R_9472	IL9R	297
KIF6_65804	KIF6	169
MPP2_11714	MPP2	315
C19orf18_61819	C19orf18	159
STAC_18335	STAC	449
PCYT1A_13480	PCYT1A	112
CCDC102A_56386	CCDC102A	149
DKKL1_35610	DKKL1	125
CCDC112_62822	CCDC112	266
HNRNPR_27462	HNRNPR	99
CHORDC1_35339	CHORDC1	35
SAFB_16789	SAFB	498
CACNB3_2181	CACNB3	100
FRMD4B_31879	FRMD4B	205
ANKUB1_71314	ANKUB1	113
WNT9B_20312	WNT9B	220
DISP2_54972	DISP2	588
MED21_24760	MED21	41
SOX30_29995	SOX30	441
AMPD1_739	AMPD1	91
ZMYND19_57693	ZMYND19	136
TMEM263_55495	TMEM263	234
C5orf28_47743	C5orf28	271
HEPACAM2_66266	HEPACAM2	138
GDF9_7034	GDF9	125
PACSIN3_36586	PACSIN3	351
PDLIM3_35960	PDLIM3	419
CDH12_2874	CDH12	112
ASPG_70300	ASPG	300
CPQ_27978	CPQ	279
SDR16C5_64356	SDR16C5	116
EIF3L_38667	EIF3L	75
KCNJ1_10026	KCNJ1	24
RBM4_15920	RBM4	6
NFYA_12573	NFYA	580
ZBED4_26320	ZBED4	240
SLC41A3_41089	SLC41A3	486
GMNN_37631	GMNN	57
CDC42SE2_44790	CDC42SE2	415
ZFYVE26_32965	ZFYVE26	160
CCDC50_62629	CCDC50	352
MOB3B_50035	MOB3B	72
DHODH_4751	DHODH	150
PTDSS2_51595	PTDSS2	469
CASP1_2329	CASP1	95
TSSK6_52730	TSSK6	78
SUOX_18486	SUOX	334
CCR6_3460	CCR6	329
NAP1L4_12204	NAP1L4	51
ZNF530_69945	ZNF530	400
LINGO2_63095	LINGO2	80
SPATA5_63884	SPATA5	157
ANP32C_33033	ANP32C	95
BAZ1B_23637	BAZ1B	173
ENTPD3_2689	ENTPD3	109
SIGLEC5_22952	SIGLEC5	148
MAN2B1_11087	MAN2B1	228
GDF5_21394	GDF5	257
IFNG_9267	IFNG	512
LRRN3_40385	LRRN3	304
PRR23D2_75478	PRR23D2	75
ARL17B_75873	ARL17B	278
HIGD1B_39430	HIGD1B	184
ADARB2_273	ADARB2	137
ZNF395_43675	ZNF395	136
WARS_20209	WARS	296
STAM_21192	STAM	251
SKA2_69935	SKA2	59
MAP1B_11106	MAP1B	504
C3orf56_68100	C3orf56	146
PLEKHA4_46163	PLEKHA4	229
SAMD3_62864	SAMD3	161
NOL3_23564	NOL3	171
RBM18_56247	RBM18	226
CATSPERD_66851	CATSPERD	30
HNRNPAB_8584	HNRNPAB	126
FAM134C_63519	FAM134C	188
SP7_58365	SP7	225
GALNT13_57249	GALNT13	521
PSMG3_53259	PSMG3	43
IFNL1_67131	IFNL1	383
SNUPN_26914	SNUPN	47
LRAT_24239	LRAT	299
CCZ1B_65933	CCZ1B	58
OCEL1_49441	OCEL1	328
ZNF527_53696	ZNF527	195
TCEAL5_69205	TCEAL5	504
SLX1A_73525	SLX1A	332
VIT_13760	VIT	88
HPN_8802	HPN	103
SC5D_16838	SC5D	157
LIF_10633	LIF	56
LRP2BP_43437	LRP2BP	136
RPGRIP1_44966	RPGRIP1	122
PIWIL3_73015	PIWIL3	947
BEST1_20178	BEST1	53
BAZ2A_30376	BAZ2A	198
DPEP1_4982	DPEP1	296
OR52N4_71587	OR52N4	143
SPHAR_28761	SPHAR	120
FAM132A_71096	FAM132A	109
ADCK2_55684	ADCK2	322
C20orf96_60876	C20orf96	288
VAMP8_22643	VAMP8	134
ERI2_56797	ERI2	695
RAPGEFL1_38106	RAPGEFL1	114
WNT8A_20286	WNT8A	104
S1PR5_39613	S1PR5	128
LRFN4_48663	LRFN4	64
CRHR1_3892	CRHR1	155
RINT1_46963	RINT1	84
C6orf15_36516	C6orf15	164
APLF_64736	APLF	105
ZNF883_64095	ZNF883	143
ATF6_31254	ATF6	282
MMRN1_31218	MMRN1	237
RNF185_55850	RNF185	340
MED13L_32663	MED13L	72
OR1D2_13076	OR1D2	343
VPS8_32555	VPS8	451
HMGXB4_26801	HMGXB4	460
TBCD_18747	TBCD	39
SYN3_21431	SYN3	88
WDR26_50982	WDR26	579
ATP5D_1419	ATP5D	79
CYP2U1_57028	CYP2U1	193
HOXA10_8664	HOXA10	429
PADI3_39334	PADI3	31
CACNA1C_2148	CACNA1C	42
ZNF582_61909	ZNF582	282
MZB1_38213	MZB1	262
INTS5_51368	INTS5	47
ADAM30_30077	ADAM30	385
OR4M2_71805	OR4M2	150
FXYD3_14181	FXYD3	262
GPR174_53902	GPR174	443
PIH1D1_41318	PIH1D1	188
GLI1_7217	GLI1	272
NEK10_62622	NEK10	567
SKIL_17401	SKIL	176
SURF4_18521	SURF4	255
ASPSCR1_48828	ASPSCR1	351
ZDHHC4_41714	ZDHHC4	175
MESP1_43679	MESP1	322
SNCA_17845	SNCA	37
FBXO30_52895	FBXO30	461
METTL13_39119	METTL13	458
CERS5_55707	CERS5	197
KLHL17_68952	KLHL17	258
GPR32_7595	GPR32	66
MC3R_11201	MC3R	156
GSS_7871	GSS	33
OR52E8_71604	OR52E8	402
FGF22_35393	FGF22	232
SATB1_16828	SATB1	296
PBK_43638	PBK	246
PLA2G4F_66574	PLA2G4F	122
KANSL2_41048	KANSL2	130
AKT1_570	AKT1	119
TIMM9_35114	TIMM9	54
RHOT2_55250	RHOT2	22
STOX1_65355	STOX1	267
PRPF6_33634	PRPF6	34
FXN_6575	FXN	3
SCARA5_68367	SCARA5	229
NAGPA_38037	NAGPA	286
AFAP1L1_60234	AFAP1L1	151
TMEM98_34368	TMEM98	244
PRSS56_74155	PRSS56	42
MEIKIN_74747	MEIKIN	257
ZP3_20907	ZP3	126
OCRL_12994	OCRL	325
PFAS_13711	PFAS	211
L2HGDH_50425	L2HGDH	346
ASAP1_37340	ASAP1	85
CHTF8_41003	CHTF8	91
EXOC2_43319	EXOC2	163
TTC13_49293	TTC13	316
LOC101928093_76360	LOC101928093	215
HBEGF_5125	HBEGF	151
AGK_43246	AGK	151
WDR12_43280	WDR12	41
OAZ2_12983	OAZ2	419
CXCL13_28504	CXCL13	268
KIAA0355_25697	KIAA0355	394
DMKN_56436	DMKN	528
FBRSL1_46172	FBRSL1	249
ZNF668_49867	ZNF668	53
ALAD_579	ALAD	257
YEATS2_43035	YEATS2	112
TTYH1_45382	TTYH1	364
DHRS11_49026	DHRS11	141
SPOCK2_26036	SPOCK2	260
NDC1_43102	NDC1	719
