sgRNA	Gene	Clip2_5_DE_GFP_low_BC17_IGO_09496_9_S9
KCNA2_9946	KCNA2	2
SPATA31E1_68407	SPATA31E1	11
KDM1A_31506	KDM1A	1
KIR3DL2_10199	KIR3DL2	12
ZNF707_68346	ZNF707	14
DLX1_4823	DLX1	9
MFAP1_11396	MFAP1	1
XCL2_18554	XCL2	4
MBNL2_27171	MBNL2	10
TNFAIP1_19365	TNFAIP1	4
FYB_6682	FYB	15
POLH_14360	POLH	4
RNASEH2A_28407	RNASEH2A	2
OR5T1_71655	OR5T1	2
CELSR3_5372	CELSR3	16
HSPA1L_8930	HSPA1L	7
EBI3_27164	EBI3	14
RRP15_37550	RRP15	3
THAP1_41708	THAP1	6
C6orf15_36516	C6orf15	10
ST6GAL1_17346	ST6GAL1	18
C19orf60_41419	C19orf60	21
GPR61_52570	GPR61	19
MRPS34_48578	MRPS34	14
PIGN_33160	PIGN	20
NPIPA2_73718	NPIPA2	2
DNAJC7_19684	DNAJC7	13
TRUB2_35368	TRUB2	2
DIO1_4778	DIO1	17
GOSR2_25247	GOSR2	5
HNRNPL_8615	HNRNPL	3
FKBP3_6359	FKBP3	15
GRIA4_7717	GRIA4	26
VPS39_32509	VPS39	24
COPZ2_38175	COPZ2	21
RFPL4A_69461	RFPL4A	12
RIF1_41845	RIF1	9
CCDC71L_64014	CCDC71L	7
CHRAC1_39790	CHRAC1	4
MARK2_5548	MARK2	10
SRR_47045	SRR	9
NXNL1_57587	NXNL1	29
SYCE2_66706	SYCE2	9
ZNF112_20866	ZNF112	15
RNF145_62844	RNF145	2
ATN1_5063	ATN1	6
TCEAL5_69208	TCEAL5	12
C5orf51_68234	C5orf51	35
QRICH1_40838	QRICH1	10
COMTD1_58092	COMTD1	8
RANBP9_26828	RANBP9	16
EVA1C_46727	EVA1C	20
ZFYVE9_24640	ZFYVE9	8
DAPK2_33298	DAPK2	10
DYNLRB1_52338	DYNLRB1	3
WDR87_52620	WDR87	2
OR4L1_58524	OR4L1	6
TMIE_66954	TMIE	11
SEC13_17102	SEC13	3
CST4_4136	CST4	4
RBMY1J_70640	RBMY1J	1
ANAPC5_38749	ANAPC5	2
NPS_73604	NPS	19
GNAT1_7334	GNAT1	5
TSPY1_19656	TSPY1	2
N6AMT1_36488	N6AMT1	12
FAM20B_26424	FAM20B	20
E2F1_5202	E2F1	11
ZNF207_20820	ZNF207	6
EIF3J_22629	EIF3J	5
GATAD2A_40653	GATAD2A	4
JAK3_9908	JAK3	15
SCAI_68393	SCAI	7
RNASEL_16195	RNASEL	13
SLC3A2_17481	SLC3A2	6
SERPINB7_22749	SERPINB7	7
ST14_18330	ST14	20
MYADM_55943	MYADM	14
KDM5A_15884	KDM5A	19
SULT6B1_71988	SULT6B1	11
EHD2_37141	EHD2	10
HIST2H2AA4_74467	HIST2H2AA4	9
SMC2_28607	SMC2	8
VWA5B2_55300	VWA5B2	4
DUS1L_47419	DUS1L	22
CACNA1D_2151	CACNA1D	12
CXorf49B_75465	CXorf49B	13
TMEM192_64954	TMEM192	24
RBM25_46662	RBM25	4
TESK2_28022	TESK2	4
TAF9_18664	TAF9	25
TMEM200C_74001	TMEM200C	3
S100A7_16738	S100A7	13
ABCG5_47585	ABCG5	8
TOMM22_44797	TOMM22	11
LMNB1_10711	LMNB1	10
LDLRAD4_2074	LDLRAD4	4
SRGAP2_32631	SRGAP2	7
GNRHR_7404	GNRHR	10
DLEU7_65564	DLEU7	13
LGALS9C_74433	LGALS9C	1
BAG2_25125	BAG2	11
MFSD2B_71216	MFSD2B	22
PPP1R1A_14576	PPP1R1A	10
FANCD2OS_57565	FANCD2OS	7
TDRKH_29882	TDRKH	11
ZNF217_20841	ZNF217	9
ZBTB8A_74238	ZBTB8A	11
POLG2_30545	POLG2	3
PPT2_24646	PPT2	4
TAGLN3_36521	TAGLN3	9
CEACAM16_71060	CEACAM16	8
C3orf38_68078	C3orf38	4
WDPCP_37641	WDPCP	12
RTFDC1_38903	RTFDC1	8
KCNC1_9979	KCNC1	8
C8B_2026	C8B	24
CCDC183_54621	CCDC183	9
PRAMEF7_73205	PRAMEF7	6
AUNIP_48669	AUNIP	6
SUSD5_34393	SUSD5	23
ADCY2_284	ADCY2	18
MRGPRX4_57939	MRGPRX4	9
SUFU_39292	SUFU	5
AREG_1072	AREG	5
GSTCD_50000	GSTCD	7
HSPA5_8943	HSPA5	12
CD84_23129	CD84	24
MEP1B_11380	MEP1B	11
ELP2_42080	ELP2	9
DUT_5180	DUT	1
MRPS18A_41789	MRPS18A	4
FAM220A_54189	FAM220A	2
CIRBP_3283	CIRBP	1
ANKRA2_46376	ANKRA2	17
IDH2_9142	IDH2	16
CDR1_2964	CDR1	31
PLAC9_65216	PLAC9	9
TAC1_18599	TAC1	12
EPPK1_52176	EPPK1	11
BHLHE40_22299	BHLHE40	5
MYO10_12135	MYO10	21
TAS2R13_37394	TAS2R13	11
CPM_3803	CPM	4
VWA5B2_55302	VWA5B2	21
SPON2_28012	SPON2	15
TIMP2_19207	TIMP2	2
GOLGA4_7424	GOLGA4	4
DLGAP2_24243	DLGAP2	7
HPR_8807	HPR	11
SLC23A2_26577	SLC23A2	16
ACSL3_6047	ACSL3	1
RALA_15774	RALA	18
XPNPEP1_20350	XPNPEP1	3
EGFLAM_60176	EGFLAM	6
SGSH_17262	SGSH	10
MTPAP_41723	MTPAP	2
PIH1D1_41316	PIH1D1	4
EPHX1_5691	EPHX1	7
NTN5_59055	NTN5	7
SAMM50_33779	SAMM50	6
RPL27A_16401	RPL27A	4
SPHK2_44429	SPHK2	19
GAGE12H_74924	GAGE12H	46
CLCF1_33064	CLCF1	7
COG7_56067	COG7	13
ZC3H8_53740	ZC3H8	10
SLC35G6_73816	SLC35G6	5
LCORL_66441	LCORL	13
HSPG2_8995	HSPG2	6
MASP1_15051	MASP1	18
REG3G_59780	REG3G	20
SPECC1L_32648	SPECC1L	14
RUFY1_50971	RUFY1	31
ZNF497_63583	ZNF497	1
ZMAT5_43768	ZMAT5	9
SMAD5_10970	SMAD5	18
SLN_17726	SLN	18
CFC1B_74278	CFC1B	31
MYOM2_24085	MYOM2	7
FCN1_6180	FCN1	12
TRNAU1AP_41107	TRNAU1AP	2
FBXO2_34802	FBXO2	7
UTP18_37785	UTP18	10
ERLIN2_30316	ERLIN2	13
OR2S2_44337	OR2S2	18
CENPV_64826	CENPV	20
DGAT2L6_69840	DGAT2L6	18
SF3B2_29786	SF3B2	1
RPS4X_16497	RPS4X	5
POLR2J_14400	POLR2J	3
CCNDBP1_33220	CCNDBP1	22
LCT_10551	LCT	13
NOTCH2NL_71152	NOTCH2NL	12
MORN3_67346	MORN3	7
PLAC9_65214	PLAC9	11
REEP3_65657	REEP3	24
MDM4_11295	MDM4	5
IL2RB_9401	IL2RB	24
KRTAP9-7_75842	KRTAP9-7	17
FAU_6101	FAU	6
FMOD_6508	FMOD	5
NDUFA10_12306	NDUFA10	6
NBAS_39100	NBAS	5
SLC27A1_70579	SLC27A1	22
RPS19BP1_55890	RPS19BP1	7
FAM207A_54870	FAM207A	4
PCDHGC5_43877	PCDHGC5	2
KDM1A_31505	KDM1A	16
AGBL3_69150	AGBL3	19
SMAD7_10978	SMAD7	14
CCT4_28548	CCT4	3
CHMP6_49489	CHMP6	15
CCDC42B_70888	CCDC42B	10
TSPY10_75709	TSPY10	4
SYT6_62005	SYT6	20
PCDHB4_43988	PCDHB4	2
PRKRIR_14956	PRKRIR	1
KANK2_34198	KANK2	24
COA5_73383	COA5	2
RNF103-CHMP3_76026	RNF103-CHMP3	21
SNRPG_17904	SNRPG	2
CPSF4_29472	CPSF4	3
FAM205A_67022	FAM205A	8
PRDX1_13264	PRDX1	1
ILF3_9554	ILF3	1
MRGBP_42107	MRGBP	2
KAT2A_6999	KAT2A	3
SLC25A3_13846	SLC25A3	8
SLC36A4_58223	SLC36A4	12
PYDC2_62635	PYDC2	4
LETMD1_33960	LETMD1	18
TAF7_18658	TAF7	7
IFNGR2_9275	IFNGR2	11
HECW1_31644	HECW1	14
PTPN6_15431	PTPN6	7
BRPF1_21013	BRPF1	19
MUL1_49346	MUL1	8
ENTHD1_62312	ENTHD1	14
ZBED8_47136	ZBED8	9
TCF21_18869	TCF21	9
OR11H2_49165	OR11H2	3
IGHMBP2_9342	IGHMBP2	28
MCF2L2_31735	MCF2L2	14
U2AF1L4_64581	U2AF1L4	15
TPR_19523	TPR	12
ELP6_40795	ELP6	5
CHRD_22549	CHRD	14
C20orf202_72289	C20orf202	5
CAMK1G_45196	CAMK1G	13
HDLBP_8279	HDLBP	17
CENPF_3043	CENPF	17
TAS2R60_68731	TAS2R60	9
ZNRD1_37115	ZNRD1	6
B3GALT5_27731	B3GALT5	8
TGM5_24520	TGM5	21
NINJ1_12613	NINJ1	12
EPB42_5636	EPB42	4
IGSF5_62256	IGSF5	16
TRAPPC1_46548	TRAPPC1	7
TRAF3IP1_34652	TRAF3IP1	21
RFX5_16077	RFX5	9
TEAD4_18951	TEAD4	8
NOB1_36310	NOB1	2
BTG3_29646	BTG3	11
REV3L_16027	REV3L	4
UFL1_32621	UFL1	6
IL13RA2_9517	IL13RA2	6
TNFRSF18_22957	TNFRSF18	5
LGMN_15033	LGMN	10
CEACAM21_55376	CEACAM21	5
DUOXA2_72697	DUOXA2	11
MED12L_57845	MED12L	13
SPC24_61880	SPC24	1
LAMP3_35508	LAMP3	13
H2AFB1_73363	H2AFB1	15
POLR3F_28700	POLR3F	3
OR8G2_35046	OR8G2	16
NAB1_12163	NAB1	5
VSIG10_40328	VSIG10	9
AQP12B_74314	AQP12B	14
MC4R_11207	MC4R	4
SCYL3_45120	SCYL3	12
SOD2_17940	SOD2	23
RPS23_16597	RPS23	3
ENHO_70540	ENHO	12
VPS37D_62987	VPS37D	10
KATNAL2_52158	KATNAL2	17
KIN_31309	KIN	1
KANSL3_43021	KANSL3	1
TAS2R5_39895	TAS2R5	9
CGB5_56587	CGB5	1
ZNF526_57646	ZNF526	5
IGF2BP2_28780	IGF2BP2	14
ANTXRL_64366	ANTXRL	18
OR14J1_73243	OR14J1	16
PPP1CC_14569	PPP1CC	18
SPERT_65558	SPERT	1
MYRF_2059	MYRF	27
ATP6V1G1_25184	ATP6V1G1	27
ZMAT5_43769	ZMAT5	14
PRSS1_15039	PRSS1	17
UBC_19818	UBC	15
GEMIN2_22074	GEMIN2	7
POLR3B_43087	POLR3B	3
NACAD_31874	NACAD	1
IFNA8_9227	IFNA8	9
SLC30A9_28165	SLC30A9	3
CCDC59_36404	CCDC59	9
FGL2_29393	FGL2	10
MBL2_11184	MBL2	7
NET1_27597	NET1	12
SMCO4_44627	SMCO4	10
LOC100652758_76211	LOC100652758	2
NDUFB6_12336	NDUFB6	9
BABAM1_36426	BABAM1	8
ZPBP2_58792	ZPBP2	11
SLC35E4_68996	SLC35E4	17
HOMER2_24886	HOMER2	10
PNP_12753	PNP	15
ARRDC2_35581	ARRDC2	20
AKAP8L_35361	AKAP8L	3
ARHGEF39_54432	ARHGEF39	13
MRPS5_48309	MRPS5	5
ZNF273_29179	ZNF273	29
ALS2CR12_59825	ALS2CR12	11
ZNF281_33061	ZNF281	6
OTUB2_48637	OTUB2	3
OR2T3_69523	OR2T3	7
SMOC1_47347	SMOC1	5
JMJD8_68851	JMJD8	9
WDR72_66809	WDR72	15
SNRNP35_30007	SNRNP35	6
PYROXD1_50337	PYROXD1	3
ANGPTL2_32846	ANGPTL2	12
PRAMEF2_48439	PRAMEF2	14
SPSB1_50845	SPSB1	25
AKR7A2_22369	AKR7A2	6
RNF123_47068	RNF123	2
HOXA5_8647	HOXA5	10
CDCA8_41701	CDCA8	13
PAK1IP1_41285	PAK1IP1	3
TNPO1_10290	TNPO1	4
RAD51AP1_28751	RAD51AP1	6
ARV1_48106	ARV1	6
METTL24_74707	METTL24	1
PELP1_35473	PELP1	7
PSMA7_15168	PSMA7	2
TAS2R13_37393	TAS2R13	13
ESCO2_63018	ESCO2	13
EPS8L2_48064	EPS8L2	12
PGLYRP4_45022	PGLYRP4	10
RNF13_30825	RNF13	5
SAFB_16790	SAFB	4
CRLF3_38648	CRLF3	5
GCNT4_38422	GCNT4	14
CBX1_29649	CBX1	18
NRIP2_52409	NRIP2	12
FAM63A_43395	FAM63A	14
EMG1_28075	EMG1	1
WDR45B_44201	WDR45B	5
PCDHA1_44052	PCDHA1	10
NNAT_12647	NNAT	6
CCL3L3_72741	CCL3L3	3
MAP7D3_49511	MAP7D3	19
SDHD_17099	SDHD	1
AADACL4_69485	AADACL4	10
ING1_9591	ING1	11
SCFD1_32251	SCFD1	11
ZNF843_67543	ZNF843	4
KCNIP2_37098	KCNIP2	14
REPIN1_36647	REPIN1	7
FBXO46_32708	FBXO46	1
ATAD5_50344	ATAD5	1
C21orf140_76364	C21orf140	5
ABCA5_32861	ABCA5	4
NGLY1_43312	NGLY1	13
PGM3_13822	PGM3	13
MBD6_57185	MBD6	5
ISY1_45512	ISY1	10
OR2M7_71971	OR2M7	4
AKNA_51237	AKNA	13
POLR1E_47771	POLR1E	12
UTRN_20066	UTRN	16
BAHCC1_45976	BAHCC1	1
BIN2_38713	BIN2	9
NR2E1_19296	NR2E1	17
STMN4_51661	STMN4	27
TOX4_26280	TOX4	2
C2orf42_41212	C2orf42	10
SMIM13_65868	SMIM13	15
RPS15A_16570	RPS15A	6
OBP2A_36993	OBP2A	11
POLR2I_14394	POLR2I	2
ARMCX6_40009	ARMCX6	17
MFSD4_62076	MFSD4	18
DCTPP1_48873	DCTPP1	1
IKZF5_47677	IKZF5	19
C2orf27A_36629	C2orf27A	2
ANKRD52_67332	ANKRD52	18
CRADD_22841	CRADD	9
RWDD4_64960	RWDD4	1
STIL_17376	STIL	7
FANCI_41961	FANCI	3
HSCB_62289	HSCB	5
ARSI_69090	ARSI	15
RNF145_62843	RNF145	6
MORN1_50329	MORN1	2
STOML2_37160	STOML2	4
FOXO3_6433	FOXO3	4
SHFM1_21137	SHFM1	19
ENDOU_23378	ENDOU	11
MCM5_11246	MCM5	3
QPCT_33733	QPCT	22
LMTK2_31004	LMTK2	12
ZNF736_74805	ZNF736	3
OAZ2_12982	OAZ2	18
OIP5_30812	OIP5	8
RSPH10B_66082	RSPH10B	8
HCN1_69992	HCN1	13
MMP25_47684	MMP25	20
KRTAP5-5_72823	KRTAP5-5	4
CCL27_29323	CCL27	12
PRPF18_22320	PRPF18	18
GCC1_49285	GCC1	8
FBXO17_57454	FBXO17	9
CCDC170_50750	CCDC170	24
TARDBP_32810	TARDBP	8
NUMA1_12933	NUMA1	22
FTL_6616	FTL	4
FAM189B_28950	FAM189B	7
PDCD7_26938	PDCD7	5
C5orf52_75550	C5orf52	19
ZNF133_20665	ZNF133	1
POU6F2_30697	POU6F2	8
KPNA4_10281	KPNA4	6
TBC1D15_48061	TBC1D15	8
ASIC3_24441	ASIC3	13
LIG3_10648	LIG3	7
GPSM2_36734	GPSM2	6
SALL4_45180	SALL4	5
TM9SF2_24652	TM9SF2	8
SELT_39357	SELT	8
ZNF135_20676	ZNF135	18
HCFC1R1_41229	HCFC1R1	4
NUMB_22565	NUMB	10
ABCC11_54810	ABCC11	17
NDUFS2_12365	NDUFS2	10
BPHL_1855	BPHL	4
OR10H4_59177	OR10H4	13
RPS28_16621	RPS28	4
CLEC7A_47837	CLEC7A	8
UBXN8_21162	UBXN8	14
MYH14_49932	MYH14	11
PGRMC2_28039	PGRMC2	19
VWA1_48187	VWA1	15
PIGV_42914	PIGV	5
PAFAH1B2_13249	PAFAH1B2	16
HOOK3_53561	HOOK3	24
WDR81_58895	WDR81	5
TAF7_18657	TAF7	7
KRR1_30133	KRR1	3
BCL6B_66676	BCL6B	13
ATP5E_1421	ATP5E	4
WRAP53_41675	WRAP53	2
CPM_3801	CPM	6
BIRC6_45473	BIRC6	9
SLX1B_48702	SLX1B	5
CTTNBP2_52756	CTTNBP2	15
TXNRD1_19778	TXNRD1	5
UCN2_55357	UCN2	13
FBXL12_40762	FBXL12	6
NSMCE1_64530	NSMCE1	9
GATM_6928	GATM	21
INPP1_9617	INPP1	15
POU5F1_14475	POU5F1	2
MTRF1L_40130	MTRF1L	5
AGT_514	AGT	2
UBXN6_51224	UBXN6	7
CPT1B_3827	CPT1B	14
AGGF1_41591	AGGF1	1
C15orf43_61458	C15orf43	11
DEFB105B_73495	DEFB105B	19
PIGM_56468	PIGM	10
FBXL16_61570	FBXL16	5
DAO_4506	DAO	8
ZNF326_67966	ZNF326	7
YPEL5_39212	YPEL5	2
PRR23D2_75479	PRR23D2	17
RCE1_26646	RCE1	19
PFDN6_28196	PFDN6	4
FZD7_21603	FZD7	15
FAM96B_39218	FAM96B	2
TCIRG1_27713	TCIRG1	11
POMZP3_31275	POMZP3	3
SLC16A11_63537	SLC16A11	15
TXNDC17_54232	TXNDC17	10
CADM3_46479	CADM3	7
PPIE_28117	PPIE	6
PTGES2_50768	PTGES2	4
LCE1B_70058	LCE1B	10
INTS7_34018	INTS7	6
CCDC144A_25731	CCDC144A	7
ACTG1_194	ACTG1	10
C10orf67_66814	C10orf67	9
UNKL_47916	UNKL	3
ETAA1_39989	ETAA1	13
BCS1L_1682	BCS1L	15
CRYGC_3978	CRYGC	10
C11orf31_67112	C11orf31	10
PTPDC1_60599	PTPDC1	12
PRR12_45584	PRR12	8
DDX46_26284	DDX46	7
DUSP22_44645	DUSP22	17
ZBTB1_31133	ZBTB1	10
RAD23B_15734	RAD23B	11
VPS72_18876	VPS72	10
LOC102724862_76428	LOC102724862	10
ZDHHC5_34090	ZDHHC5	12
MRPL21_65437	MRPL21	6
MAF_10988	MAF	7
KIAA0100_25673	KIAA0100	20
MMS19_47525	MMS19	1
SETD5_41936	SETD5	12
PCDHB3_43993	PCDHB3	2
GLI2_7224	GLI2	3
UBAP1_38314	UBAP1	4
ZNF625_55544	ZNF625	2
SLC22A15_42441	SLC22A15	3
ZNF677_69457	ZNF677	12
ZMYND11_29120	ZMYND11	10
PPIAL4D_73993	PPIAL4D	5
PIK3R2_13995	PIK3R2	11
TEX43_71351	TEX43	25
AKAP2_30496	AKAP2	22
SPATA33_58691	SPATA33	2
C19orf38_66670	C19orf38	8
LLGL2_10689	LLGL2	18
CCZ1_39165	CCZ1	4
GOLGA6B_43659	GOLGA6B	22
C1QTNF7_57350	C1QTNF7	16
OR1L1_35283	OR1L1	8
HS6ST3_67066	HS6ST3	5
NTRK2_12895	NTRK2	16
SP100_18026	SP100	16
LSMEM1_68335	LSMEM1	10
SAMD4B_41552	SAMD4B	11
KREMEN1_52765	KREMEN1	11
MYBBP1A_28336	MYBBP1A	5
PHLDA2_19667	PHLDA2	9
PLK3_3507	PLK3	16
NOL7_38706	NOL7	1
MRTO4_37979	MRTO4	1
ICE2_49559	ICE2	4
EVI5L_57544	EVI5L	10
ZBTB11_35586	ZBTB11	11
ZNF785_61603	ZNF785	11
CEACAM7_3096	CEACAM7	3
APLNR_526	APLNR	8
ZNF248_45276	ZNF248	5
ABCA2_46	ABCA2	9
DNAI2_47809	DNAI2	10
DNAJB5_33813	DNAJB5	6
ZNF224_20851	ZNF224	35
PDXP_44863	PDXP	22
SEC23B_28243	SEC23B	8
CRY2_3935	CRY2	22
WDR62_67835	WDR62	3
SAMD14_64848	SAMD14	3
NELFA_20253	NELFA	5
BAG4_25119	BAG4	8
SERTAD1_36879	SERTAD1	1
SAA2_16779	SAA2	1
PIP4K2C_50101	PIP4K2C	3
NUDT9_39545	NUDT9	15
TRIM40_60362	TRIM40	16
MAPK11_14907	MAPK11	19
MAGEH1_36304	MAGEH1	10
SDS_29789	SDS	1
RTEL1_39423	RTEL1	1
COPS3_22227	COPS3	10
RGS6_25412	RGS6	16
C2orf69_65163	C2orf69	9
CNOT10_34045	CNOT10	2
ADAR_266	ADAR	27
NUS1_57663	NUS1	1
MYO18B_54077	MYO18B	2
PPFIA1_22110	PPFIA1	10
BHMT_1719	BHMT	17
KRTAP9-9_51992	KRTAP9-9	13
ACLY_140	ACLY	5
USP17L3_74039	USP17L3	5
GTF2A1_7921	GTF2A1	10
FUS_6637	FUS	4
GRAPL_72222	GRAPL	10
FAM132A_71095	FAM132A	12
AIM1L_41439	AIM1L	9
ENPP5_46719	ENPP5	9
EIF1_27361	EIF1	4
MCTP1_49896	MCTP1	14
RGP1_26108	RGP1	1
MRPL10_58892	MRPL10	10
TWF1_15393	TWF1	11
CAP1_28260	CAP1	13
C11orf30_44670	C11orf30	15
C5AR2_35802	C5AR2	15
EXOC4_46862	EXOC4	5
NCF4_12248	NCF4	14
ATAD3A_41939	ATAD3A	12
RNF34_50882	RNF34	4
MRPL28_28539	MRPL28	3
NR2F2_19030	NR2F2	16
C11orf54_36254	C11orf54	3
SELT_39358	SELT	7
C17orf50_61688	C17orf50	9
SPIRE2_53689	SPIRE2	23
EXOSC9_14278	EXOSC9	5
AGK_43243	AGK	11
CDH5_2847	CDH5	22
CYP4F3_10837	CYP4F3	14
NIP7_38671	NIP7	6
THAP1_41709	THAP1	4
CLNS1A_3413	CLNS1A	8
NUP160_32324	NUP160	9
HIST1H4J_21750	HIST1H4J	17
MTG2_34699	MTG2	7
CYP2E1_4388	CYP2E1	4
BBS4_1605	BBS4	5
INTS8_42935	INTS8	4
PNRC2_42856	PNRC2	3
ANXA9_21879	ANXA9	2
SNX19_72172	SNX19	18
WNT10A_51140	WNT10A	6
RAB34_52561	RAB34	21
TREM2_39826	TREM2	1
CYP2E1_4386	CYP2E1	4
OBSCN_52778	OBSCN	7
EIF5_5468	EIF5	1
NPY2R_12824	NPY2R	3
FOXD4L1_64703	FOXD4L1	4
CALN1_52388	CALN1	19
DMXL1_4652	DMXL1	9
PPP1R9A_42773	PPP1R9A	7
FTO_48846	FTO	14
MRPL42_36278	MRPL42	5
PRR13_39965	PRR13	18
CPTP_51341	CPTP	17
TUFM_19734	TUFM	13
MRPL22_36449	MRPL22	15
MAPK13_14918	MAPK13	7
THBS3_19145	THBS3	10
KLHDC8A_41981	KLHDC8A	2
FIGN_41681	FIGN	26
OAZ3_39296	OAZ3	26
TMEM160_41132	TMEM160	9
HNRNPK_8612	HNRNPK	14
EIF4G1_5457	EIF4G1	5
RGMA_44721	RGMA	8
CGB1_57124	CGB1	4
OR6C75_71757	OR6C75	13
G2E3_42868	G2E3	26
ALOX5_668	ALOX5	15
CLDN16_28913	CLDN16	14
CCT8_28935	CCT8	6
CLEC17A_71039	CLEC17A	27
GNB5_28902	GNB5	17
RBKS_47314	RBKS	15
RAB4B_39686	RAB4B	11
TSR2_55308	TSR2	6
SLC10A2_17606	SLC10A2	3
C1orf122_59402	C1orf122	4
RNASEK_72932	RNASEK	1
RNF20_44157	RNF20	19
ZNF658_34666	ZNF658	2
FAM204A_47065	FAM204A	16
NDUFC2-KCTD14_76139	NDUFC2-KCTD14	16
MRPL30_38283	MRPL30	1
EPB41L1_5626	EPB41L1	2
FIBIN_70843	FIBIN	17
OR5K2_72546	OR5K2	19
DROSHA_36479	DROSHA	7
RPS6KC1_35300	RPS6KC1	6
DEFB105A_66118	DEFB105A	7
IFT88_21295	IFT88	9
BYSL_1941	BYSL	10
N6AMT2_65703	N6AMT2	32
C11orf80_49686	C11orf80	4
ZNF484_52466	ZNF484	2
KHDC3L_62891	KHDC3L	3
COMMD10_38687	COMMD10	24
SMC6_49608	SMC6	11
HTR1D_9024	HTR1D	7
CXorf40A_56070	CXorf40A	2
KCNIP3_37093	KCNIP3	10
GAN_21331	GAN	6
TPM1_19494	TPM1	3
C19orf26_66554	C19orf26	12
IKZF4_47673	IKZF4	13
HMSD_67720	HMSD	12
FAM210A_58932	FAM210A	11
DSCC1_48868	DSCC1	5
NFYC_12581	NFYC	1
FCF1_37715	FCF1	11
KRTAP16-1_75847	KRTAP16-1	12
DTX3L_62534	DTX3L	23
FAR2_43114	FAR2	18
ELOF1_53533	ELOF1	3
TRMT61B_41295	TRMT61B	8
OR10A7_58373	OR10A7	7
SETD8_70896	SETD8	8
DNAJC9_32173	DNAJC9	5
PSMC3IP_36717	PSMC3IP	9
URGCP_42973	URGCP	37
FBXL18_50640	FBXL18	16
GRB2_7688	GRB2	3
MEPCE_44170	MEPCE	9
PMPCA_32065	PMPCA	1
TPSG1_33815	TPSG1	6
EIF5AL1_61155	EIF5AL1	3
PRKD2_33940	PRKD2	21
SP100_18025	SP100	37
COPZ1_30895	COPZ1	3
CHORDC1_35339	CHORDC1	5
SLC38A6_61413	SLC38A6	4
FIGNL2_72516	FIGNL2	23
HENMT1_57058	HENMT1	13
SPATA20_48157	SPATA20	12
JARID2_9909	JARID2	19
LRFN3_49221	LRFN3	4
EIF4A3_25932	EIF4A3	3
ZBTB2_46049	ZBTB2	3
TNFSF12-TNFSF13_72711	TNFSF12-TNFSF13	6
MRPL52_58512	MRPL52	4
SLC8A3_17581	SLC8A3	15
INTS9_43267	INTS9	12
SRP54_18209	SRP54	3
C9orf139_72487	C9orf139	34
SLC4A8_25013	SLC4A8	8
INTS2_45674	INTS2	2
ZMYM5_24177	ZMYM5	4
MTHFSD_48034	MTHFSD	8
MYLIP_36529	MYLIP	15
WBP2NL_63794	WBP2NL	12
SLX4IP_59599	SLX4IP	10
CCDC174_38223	CCDC174	24
SF3B4_27553	SF3B4	5
B4GALNT3_67322	B4GALNT3	17
UMPS_19985	UMPS	18
THOC1_26640	THOC1	8
PMPCB_25055	PMPCB	3
STK32C_67169	STK32C	19
AASDHPPT_46927	AASDHPPT	8
COL7A1_3605	COL7A1	14
TMPRSS4_44315	TMPRSS4	21
B4GAT1_29931	B4GAT1	18
ZDHHC20_66359	ZDHHC20	23
ICT1_9115	ICT1	6
SCTR_16952	SCTR	7
CDC14A_22308	CDC14A	14
ZBED1_24140	ZBED1	1
NPRL3_21326	NPRL3	11
AGPS_22254	AGPS	15
PTDSS1_25990	PTDSS1	11
HIF3A_47662	HIF3A	10
TRANK1_26292	TRANK1	32
TRPT1_52404	TRPT1	15
GABARAP_30803	GABARAP	4
MDH2_11283	MDH2	13
NADK2_60182	NADK2	12
TNFSF4_19762	TNFSF4	1
PARP14_40340	PARP14	10
TMEM88B_73880	TMEM88B	10
SLC22A23_47031	SLC22A23	17
VEZT_42733	VEZT	6
ALS2CL_66930	ALS2CL	3
TXNL4B_41129	TXNL4B	6
AHSP_38517	AHSP	8
DRAXIN_70400	DRAXIN	5
SUN1_32549	SUN1	8
TRIM16_28713	TRIM16	3
HADHB_8159	HADHB	10
CDK2AP2_27560	CDK2AP2	13
MCM8_53714	MCM8	1
CNGA3_3499	CNGA3	8
FDXR_6197	FDXR	10
CHRNB2_3247	CHRNB2	4
PEX12_13691	PEX12	10
MALL_20998	MALL	12
CCDC67_63304	CCDC67	5
IFNLR1_63708	IFNLR1	26
DIEXF_35469	DIEXF	4
FBXO41_62389	FBXO41	2
DHX38_25968	DHX38	8
FRG2_73331	FRG2	8
PLEKHG4B_62787	PLEKHG4B	18
PTPN3_15421	PTPN3	28
HNRNPU_8619	HNRNPU	4
DCAF4_34556	DCAF4	16
TMC4_61863	TMC4	16
GRK6_7644	GRK6	1
ZNF622_55479	ZNF622	1
CHD4_3133	CHD4	2
ERCC1_5744	ERCC1	17
TM4SF20_50161	TM4SF20	13
NPHP4_67056	NPHP4	5
MON2_31557	MON2	12
E2F3_5212	E2F3	1
DNAJC7_19683	DNAJC7	9
DMBX1_59338	DMBX1	4
TCEB2_18806	TCEB2	5
PNPLA1_68289	PNPLA1	2
CNBD2_61076	CNBD2	6
AURKA_18409	AURKA	10
ALG6_36816	ALG6	10
LSM5_33437	LSM5	8
ZC3H15_43584	ZC3H15	21
AKIRIN2_41637	AKIRIN2	7
SHBG_17301	SHBG	7
VPS53_42162	VPS53	2
EMC8_27772	EMC8	14
