sgRNA	Gene	Clip2_5_DE_GFP_low_BC17_IGO_09496_9_S9
PEMT_27963	PEMT	58
ZNF250_46609	ZNF250	51
OR2G6_71975	OR2G6	75
TPTE2_56535	TPTE2	146
LOC388813_71200	LOC388813	46
BOLA1_37585	BOLA1	15
C2CD4C_59188	C2CD4C	43
CD180_10892	CD180	29
TRIM66_26237	TRIM66	23
PADI4_33205	PADI4	35
ZNF385B_62441	ZNF385B	12
ZXDA_20914	ZXDA	7
GNA11_7296	GNA11	28
MEIS3_44571	MEIS3	118
RHBDL3_63529	RHBDL3	24
DIO2_4781	DIO2	128
TM2D1_52705	TM2D1	53
8-Sep_31974	8-Sep	67
GPR27_7581	GPR27	49
RAPGEF4_30021	RAPGEF4	19
DRD4_5043	DRD4	84
CADPS2_56597	CADPS2	47
STK32A_65000	STK32A	34
TANC1_54998	TANC1	83
ZKSCAN3_51108	ZKSCAN3	6
UNC5CL_66034	UNC5CL	25
ALDH1A3_619	ALDH1A3	25
NEU3_29272	NEU3	51
HSFY1_55061	HSFY1	43
PRKCD_14828	PRKCD	46
COL12A1_3644	COL12A1	70
BCL2L13_33580	BCL2L13	54
COLEC12_51501	COLEC12	87
C5AR2_35801	C5AR2	18
GSTA1_7874	GSTA1	35
NEK10_62623	NEK10	71
YAF2_27131	YAF2	48
MKRN2_33308	MKRN2	171
AWAT2_63241	AWAT2	61
TTC19_40947	TTC19	154
ANKRD34A_67941	ANKRD34A	82
BEGAIN_45974	BEGAIN	28
SRPRB_46533	SRPRB	66
ATP5J_1447	ATP5J	52
ALDH1B1_616	ALDH1B1	32
MINOS1_72972	MINOS1	70
CD200_11692	CD200	74
TAS2R46_66999	TAS2R46	49
ERO1L_37028	ERO1L	26
SIVA1_28536	SIVA1	30
LENEP_43667	LENEP	13
GGT1_7092	GGT1	34
ZNF224_20849	ZNF224	34
CALR3_58985	CALR3	29
CEP57L1_68269	CEP57L1	58
PTPN1_15413	PTPN1	10
PAK2_13284	PAK2	19
KAZALD1_51818	KAZALD1	90
ZNF862_73813	ZNF862	28
CACNG7_46747	CACNG7	61
TBC1D3H_75002	TBC1D3H	22
PRKCI_14843	PRKCI	27
SRR_47043	SRR	32
TMEM102_67656	TMEM102	75
OR51M1_71564	OR51M1	40
PUS10_62422	PUS10	20
PRF1_14736	PRF1	39
EMP3_5556	EMP3	23
KIAA1033_32462	KIAA1033	82
ZSCAN2_41251	ZSCAN2	12
SLC16A9_65630	SLC16A9	45
WDR38_72477	WDR38	21
H2AFX_8116	H2AFX	102
LOC100996693_76277	LOC100996693	46
BCL9L_67219	BCL9L	42
ZBP1_51483	ZBP1	79
PLEKHO2_51057	PLEKHO2	50
SLC25A11_21838	SLC25A11	12
OGN_13022	OGN	16
FAT1_6094	FAT1	40
PABPC4L_60066	PABPC4L	94
NETO1_51934	NETO1	108
MYDGF_43845	MYDGF	9
GOSR1_25110	GOSR1	73
TSC22D1_23187	TSC22D1	130
PPP2R5E_14658	PPP2R5E	20
ADAMTS15_64209	ADAMTS15	57
GPR62_58023	GPR62	122
NSMCE1_64532	NSMCE1	69
HS3ST2_26559	HS3ST2	115
CDK18_13476	CDK18	28
LOC101927322_76337	LOC101927322	21
BMPR1A_1802	BMPR1A	45
RFNG_16051	RFNG	88
CYP1A1_4333	CYP1A1	76
CT45A1_73500	CT45A1	48
RTP4_47389	RTP4	39
MRPL44_48397	MRPL44	23
GNE_26757	GNE	56
CINP_39009	CINP	9
ZNF181_68905	ZNF181	76
PCMT1_13430	PCMT1	32
IPMK_66298	IPMK	14
TUBB3_27895	TUBB3	45
MAFB_26485	MAFB	56
ABCB11_22555	ABCB11	89
HEATR5A_34139	HEATR5A	42
IDH3B_9149	IDH3B	58
OR1J1_69781	OR1J1	62
C18orf32_73461	C18orf32	65
TAX1BP1_23306	TAX1BP1	64
ZNF579_63607	ZNF579	28
CLIC6_39772	CLIC6	40
TRIM24_23038	TRIM24	88
TAS1R2_51424	TAS1R2	62
PRRC1_60177	PRRC1	29
CASQ1_2369	CASQ1	14
VASP_20087	VASP	15
DDX59_52169	DDX59	7
TM9SF4_25939	TM9SF4	12
OR8G2_35043	OR8G2	59
SLC9A6_28227	SLC9A6	64
PPIP5K2_32269	PPIP5K2	67
STK3_18403	STK3	23
H3F3B_8133	H3F3B	26
SMG9_43850	SMG9	28
TMEM253_73790	TMEM253	66
FAM72D_74790	FAM72D	30
OR2T6_66520	OR2T6	41
SPDYA_66103	SPDYA	47
RPRD2_32226	RPRD2	123
DEFB103A_72773	DEFB103A	29
ARGFX_73476	ARGFX	47
SPC25_45422	SPC25	32
RIMKLB_45629	RIMKLB	33
KLHL14_45861	KLHL14	51
ITPR1_9876	ITPR1	23
OR2A2_73261	OR2A2	62
OR51I2_71576	OR51I2	44
PLIN4_74895	PLIN4	59
ADK_361	ADK	60
RPS29_16628	RPS29	11
PLCD4_54220	PLCD4	27
SLC4A11_52720	SLC4A11	135
CMYA5_64993	CMYA5	30
IL4I1_67018	IL4I1	48
COPS7A_37356	COPS7A	49
MS4A2_6133	MS4A2	115
GABARAPL1_33489	GABARAPL1	68
CXCR4_21002	CXCR4	61
C2orf88_53334	C2orf88	18
BEND4_71331	BEND4	86
ALKBH8_56012	ALKBH8	62
MEF2BNB_75023	MEF2BNB	26
C6orf25_51279	C6orf25	75
UBE2E3_28220	UBE2E3	67
DYNC1LI1_37949	DYNC1LI1	49
MAPK7_14897	MAPK7	22
PDE12_64921	PDE12	45
RXFP3_38371	RXFP3	48
NDUFS8_12391	NDUFS8	27
OR2H1_35277	OR2H1	36
SP4_18021	SP4	63
SCAF4_45534	SCAF4	176
C7orf61_72572	C7orf61	30
FAM217B_47188	FAM217B	61
CDK4_2908	CDK4	65
KIFAP3_31235	KIFAP3	60
ABCA8_27835	ABCA8	32
GTF2B_7932	GTF2B	8
EMC9_37544	EMC9	39
LDAH_46940	LDAH	74
PTCD1_34373	PTCD1	32
CADM3_46480	CADM3	155
CKAP2L_62347	CKAP2L	87
TMEM163_51794	TMEM163	18
PI4K2B_42255	PI4K2B	16
SLC25A20_2194	SLC25A20	39
RFTN2_59783	RFTN2	17
C3orf80_72350	C3orf80	46
C18orf8_36781	C18orf8	46
CDK5RAP1_39231	CDK5RAP1	4
ZNF92_63990	ZNF92	28
PATE4_72165	PATE4	77
PRSS2_15042	PRSS2	14
IGFBP7_9335	IGFBP7	63
KMT2A_11545	KMT2A	46
NES_29098	NES	30
NKAIN2_62885	NKAIN2	75
LST1_21105	LST1	43
ASB4_39263	ASB4	72
OR10K1_71929	OR10K1	130
RDH13_56837	RDH13	13
MINOS1_72970	MINOS1	37
SLC7A10_44220	SLC7A10	37
GLP1R_7238	GLP1R	37
OR4A47_72597	OR4A47	120
TMEM238_71080	TMEM238	31
CERS5_55708	CERS5	39
ME3_29384	ME3	51
PRR27_72362	PRR27	59
CRYBA2_3950	CRYBA2	9
CELF3_30427	CELF3	137
NLRP8_59061	NLRP8	80
SAMD9_40628	SAMD9	29
LAMB4_30860	LAMB4	56
TMEM79_53340	TMEM79	69
PHF13_62034	PHF13	40
MT1A_11808	MT1A	27
PCDHA8_44025	PCDHA8	3
TEX2_43579	TEX2	78
CFH_8298	CFH	9
ZNF460_29185	ZNF460	44
RBM18_56248	RBM18	9
PCDH11X_36028	PCDH11X	40
PPP1R3D_14592	PPP1R3D	87
MT4_53809	MT4	41
FAM169A_34450	FAM169A	54
C16orf97_70955	C16orf97	66
FAM222A_54468	FAM222A	62
XYLT1_47449	XYLT1	39
EEF1D_5319	EEF1D	24
LMOD3_44115	LMOD3	70
PCNXL4_47791	PCNXL4	89
GGA2_31613	GGA2	66
ZNF488_58072	ZNF488	47
TG_19071	TG	9
RAB26_33865	RAB26	40
OR5K1_34999	OR5K1	21
OR5W2_71640	OR5W2	19
TCEA3_18799	TCEA3	90
CLCNKA_3371	CLCNKA	46
KLHL32_57212	KLHL32	113
ASPN_40696	ASPN	25
KCNK17_55139	KCNK17	69
CLIP4_49823	CLIP4	65
GP9_7458	GP9	110
AGAP2_57871	AGAP2	21
HIC2_31785	HIC2	31
REEP3_65660	REEP3	122
LRRTM4_50668	LRRTM4	51
MRPS6_48304	MRPS6	22
PMEPA1_44638	PMEPA1	22
CYLC2_4326	CYLC2	60
CD19_2607	CD19	19
CNPPD1_35405	CNPPD1	24
HMCES_44648	HMCES	8
FANCG_6073	FANCG	10
OSR2_57613	OSR2	94
ENTPD4_25288	ENTPD4	30
FGF2_6237	FGF2	48
ZNF799_55536	ZNF799	146
TIGD7_55751	TIGD7	23
ETHE1_32902	ETHE1	95
TOP1MT_57765	TOP1MT	50
CDKN1A_2928	CDKN1A	46
TMEM155_60064	TMEM155	44
GNRH1_7393	GNRH1	38
DNAH1_34262	DNAH1	39
SCN11A_30693	SCN11A	24
OR6C68_72625	OR6C68	25
CCT3_19581	CCT3	24
ALG10B_61299	ALG10B	63
CPN1_3805	CPN1	46
ATP2C1_35437	ATP2C1	49
ABO_78	ABO	36
NDRG2_45468	NDRG2	72
SLC30A6_43000	SLC30A6	94
IRX6_49115	IRX6	56
WDR76_50489	WDR76	39
CD177_45059	CD177	33
CXorf40B_73510	CXorf40B	33
ZNF75A_20601	ZNF75A	17
ST6GALNAC1_43445	ST6GALNAC1	26
AGXT_532	AGXT	42
SDC1_17062	SDC1	29
TRMT2A_35457	TRMT2A	13
SERPINB4_16858	SERPINB4	42
SURF1_18516	SURF1	25
OSTF1_35190	OSTF1	62
IL23A_39036	IL23A	24
OPN1MW_7015	OPN1MW	53
C9orf62_63085	C9orf62	52
AGRN_70564	AGRN	25
PTGDS_15322	PTGDS	19
CD55_4484	CD55	53
ZNF528_53589	ZNF528	7
DBX1_58242	DBX1	31
NPAS3_47291	NPAS3	43
DIP2A_31991	DIP2A	27
SSTR5_18297	SSTR5	43
SIX5_61891	SIX5	58
PADI3_39331	PADI3	70
ECE2_25722	ECE2	16
RIC3_49382	RIC3	121
SELK_46652	SELK	33
PRSS41_70228	PRSS41	203
MAGEA2B_67074	MAGEA2B	29
TMEM185A_53788	TMEM185A	119
ZNF205_20813	ZNF205	53
IL1RL1_24090	IL1RL1	102
ABCC1_11743	ABCC1	25
PYGM_15619	PYGM	32
PLCZ1_55185	PLCZ1	24
TMEM56_62044	TMEM56	65
PPIAL4F_74810	PPIAL4F	11
OR6C6_67328	OR6C6	62
RASA4_27192	RASA4	40
C2CD2L_26195	C2CD2L	24
TRIB2_36192	TRIB2	49
LRRC8A_44186	LRRC8A	34
PARS2_34227	PARS2	14
SLC6A8_17544	SLC6A8	35
AK3_37344	AK3	88
BMI1_1765	BMI1	14
SLC5A9_64635	SLC5A9	11
KRCC1_38476	KRCC1	62
UGT2B17_19969	UGT2B17	49
SLC25A29_58584	SLC25A29	19
SMCHD1_32525	SMCHD1	36
MFAP2_11399	MFAP2	27
COL1A2_3549	COL1A2	46
RPH3AL_25025	RPH3AL	39
MICA_75967	MICA	42
9-Sep_29208	9-Sep	96
CPXCR1_39527	CPXCR1	41
CIB3_57965	CIB3	52
GBP6_63678	GBP6	43
DES_4705	DES	19
OTULIN_55371	OTULIN	30
LIPJ_61132	LIPJ	33
PARP14_40341	PARP14	28
PTGER4_15340	PTGER4	32
PPP4R4_46323	PPP4R4	68
POLQ_28982	POLQ	53
FNDC3A_31029	FNDC3A	77
MMP13_11621	MMP13	21
BAHCC1_45978	BAHCC1	24
M6PR_10925	M6PR	21
EFCAB3_61658	EFCAB3	67
WNT5B_51481	WNT5B	21
C1orf123_41235	C1orf123	122
CREB5_25299	CREB5	7
SAXO1_63145	SAXO1	62
MYO5A_12105	MYO5A	14
RERG_54708	RERG	64
APOE_988	APOE	56
SERPINA6_2424	SERPINA6	51
C17orf74_64860	C17orf74	11
SNX15_36756	SNX15	19
WDR34_55229	WDR34	39
SLC10A5_69775	SLC10A5	57
PLEKHA6_31071	PLEKHA6	46
ANXA1_824	ANXA1	65
PER1_13665	PER1	54
KIAA1462_46005	KIAA1462	60
JMJD8_68849	JMJD8	36
WNT7A_20279	WNT7A	13
DEFB126_51824	DEFB126	14
PIWIL4_61226	PIWIL4	54
MIEF2_58921	MIEF2	23
DAB2_4472	DAB2	71
RBM27_39929	RBM27	93
UTP11L_37863	UTP11L	7
C1orf141_72269	C1orf141	55
TRIM54_45166	TRIM54	47
DNAAF3_70031	DNAAF3	116
N4BP2L2_28093	N4BP2L2	77
MARK4_46384	MARK4	27
CISD3_67644	CISD3	47
CDK13_22464	CDK13	41
NUP155_25420	NUP155	36
ANKRD24_64250	ANKRD24	115
THUMPD3_34080	THUMPD3	69
TRIM10_27031	TRIM10	47
GSDMC_44095	GSDMC	25
SLC25A46_55746	SLC25A46	68
ZBTB47_56406	ZBTB47	21
AHSP_38516	AHSP	57
EIF4A2_5440	EIF4A2	47
HPD_8795	HPD	39
DNAJC15_36486	DNAJC15	17
LAMB4_30859	LAMB4	38
Non-Targeting Control_76962	Non-Targeting Control	13
VSX2_68834	VSX2	47
IL1A_9375	IL1A	48
GRM1_7785	GRM1	43
MEPE_44705	MEPE	13
ADAMTSL5_68928	ADAMTSL5	44
NEIL3_42069	NEIL3	28
NUP35_59687	NUP35	62
LOC391003_71908	LOC391003	51
CCDC107_65081	CCDC107	21
EPS8L3_49295	EPS8L3	32
CSNK2A2_4089	CSNK2A2	75
DEF6_37276	DEF6	5
NEUROD2_12475	NEUROD2	90
PCBP3_39737	PCBP3	33
SRRM3_65957	SRRM3	48
SLC8B1_50633	SLC8B1	37
HCRTR2_8254	HCRTR2	63
NCOR2_25363	NCOR2	75
HIST1H3D_21703	HIST1H3D	8
PAFAH1B2_13252	PAFAH1B2	18
LMO7DN_74910	LMO7DN	101
ACTRT2_60864	ACTRT2	33
MYO16_31500	MYO16	45
PTPRE_15480	PTPRE	43
ZNF654_42177	ZNF654	72
GRXCR1_71335	GRXCR1	17
ASGR2_1252	ASGR2	68
FUBP3_23463	FUBP3	34
DNAJC4_8992	DNAJC4	24
VN1R4_68528	VN1R4	51
ODF4_61683	ODF4	79
NXF5_43834	NXF5	40
CAPS_2307	CAPS	62
TTC36_61251	TTC36	45
ABCB10_32850	ABCB10	186
TSN_19625	TSN	81
PDCD6_26742	PDCD6	36
HYOU1_28376	HYOU1	8
CUTA_39105	CUTA	42
SFXN3_51977	SFXN3	42
COMMD7_62236	COMMD7	27
NDUFA8_12295	NDUFA8	40
CD82_9936	CD82	8
MC5R_11210	MC5R	10
CAMK1D_45033	CAMK1D	24
MAGEL2_40225	MAGEL2	24
ARPC1A_28457	ARPC1A	3
PIN4_14011	PIN4	154
NEXN_55917	NEXN	62
OR51B2_49172	OR51B2	78
ZNF622_55481	ZNF622	82
GAPVD1_34626	GAPVD1	54
GPBP1_48368	GPBP1	21
ACBD7_72748	ACBD7	94
SYNJ2_23252	SYNJ2	93
E2F6_5221	E2F6	69
DAPP1_35501	DAPP1	76
TNIP1_27733	TNIP1	33
FBRSL1_46172	FBRSL1	44
SLC38A10_58771	SLC38A10	29
FSCN1_17854	FSCN1	61
TMEM183A_56319	TMEM183A	87
HLA-DMB_8394	HLA-DMB	80
COL8A1_3611	COL8A1	52
TXN2_33832	TXN2	31
ZNF816-ZNF321P_76120	ZNF816-ZNF321P	33
UBIAD1_36768	UBIAD1	61
HLA-DQB2_8432	HLA-DQB2	44
ILDR2_70783	ILDR2	113
OR4F15_71833	OR4F15	17
ISL1_9734	ISL1	37
PSMD7_15258	PSMD7	12
COL4A4_3576	COL4A4	52
SAMD9_40630	SAMD9	53
PON2_14424	PON2	6
PRPF6_33633	PRPF6	35
PFKL_13755	PFKL	7
ZNF318_33637	ZNF318	89
DBNL_36311	DBNL	31
CYP7B1_24781	CYP7B1	54
YAP1_28005	YAP1	6
ARAP1_57865	ARAP1	71
SIPA1L3_31713	SIPA1L3	10
OR6A2_22396	OR6A2	116
BARHL2_69544	BARHL2	6
BRINP2_46394	BRINP2	97
GAGE12C_74913	GAGE12C	45
CLEC17A_71040	CLEC17A	40
CD53_2718	CD53	37
KRTAP6-3_68643	KRTAP6-3	20
ADCK5_65021	ADCK5	79
SRSF11_24422	SRSF11	17
TBC1D1_32112	TBC1D1	20
KBTBD11_26434	KBTBD11	61
SLC9A1_17588	SLC9A1	30
NOTCH2_12730	NOTCH2	20
MCTS1_36302	MCTS1	47
VASH1_30981	VASH1	47
ARV1_48104	ARV1	57
MRAS_30889	MRAS	35
ATP1B1_1349	ATP1B1	46
CDYL_24799	CDYL	54
GNG2_39849	GNG2	68
FRYL_68187	FRYL	20
PVR_15556	PVR	35
EDEM1_25644	EDEM1	43
IFT57_41508	IFT57	29
ZNF569_61997	ZNF569	62
PCMT1_13429	PCMT1	165
GFRA1_7076	GFRA1	130
ASF1A_33880	ASF1A	20
SLC19A1_17674	SLC19A1	41
ESPL1_25664	ESPL1	33
UBL7_54699	UBL7	61
MYH7_12041	MYH7	11
TEX12_44071	TEX12	37
ITSN2_37272	ITSN2	41
SYN1_18565	SYN1	70
NRBF2_36963	NRBF2	19
FAM83F_57064	FAM83F	82
PSKH1_15138	PSKH1	35
IRX3_49120	IRX3	60
GLI4_7230	GLI4	67
VMO1_67592	VMO1	36
GSTM4_7904	GSTM4	17
NUTM2G_73128	NUTM2G	28
CMTM3_58680	CMTM3	36
LIMS3L_75692	LIMS3L	26
CDHR1_56150	CDHR1	28
PLEKHH1_45569	PLEKHH1	40
NUPR1_35031	NUPR1	25
GNB2_7352	GNB2	103
ADCY5_291	ADCY5	45
TRMT1_42824	TRMT1	88
TNR_19428	TNR	22
TTC7B_61451	TTC7B	52
CMA1_3437	CMA1	245
P2RY13_39637	P2RY13	14
ZBTB18_28200	ZBTB18	26
ZER1_28099	ZER1	65
MAPK1IP1L_56531	MAPK1IP1L	52
CAMP_2273	CAMP	52
BOC_55930	BOC	33
PDIA5_29662	PDIA5	30
FAT4_49457	FAT4	41
NEBL_28391	NEBL	48
TUBGCP4_35803	TUBGCP4	30
ANGPTL4_37903	ANGPTL4	37
VRK3_38193	VRK3	42
HLA-DMA_8390	HLA-DMA	28
CCDC171_65072	CCDC171	64
OR4L1_58521	OR4L1	128
CCDC61_74921	CCDC61	51
SLC13A5_67650	SLC13A5	74
KCNA10_9972	KCNA10	51
TKT_19233	TKT	84
DFNB31_33929	DFNB31	70
C22orf29_49616	C22orf29	31
WFDC10B_67117	WFDC10B	109
H2AFV_56742	H2AFV	65
SASH3_39934	SASH3	65
OR51E2_51534	OR51E2	26
RCC1_3118	RCC1	2
FAM114A1_56310	FAM114A1	62
CD1C_2540	CD1C	68
HN1L_55657	HN1L	127
NTAN1_58653	NTAN1	87
SLC2A4RG_44400	SLC2A4RG	44
LY6H_10883	LY6H	44
TMEM133_52688	TMEM133	14
BTAF1_23674	BTAF1	27
FAM155A_74593	FAM155A	186
HBZ_8223	HBZ	43
G6PC3_56279	G6PC3	13
KIAA1210_45592	KIAA1210	50
PPP3CC_14673	PPP3CC	31
TVP23C_64821	TVP23C	10
MAN1A2_29502	MAN1A2	24
C7orf77_62940	C7orf77	77
RET_16023	RET	66
CEP70_51123	CEP70	40
NARF_35066	NARF	15
CPA6_44956	CPA6	44
KDM1B_65852	KDM1B	62
TSHZ2_59571	TSHZ2	70
LRRC75A_70997	LRRC75A	29
SPRYD3_54504	SPRYD3	48
TMEM240_68953	TMEM240	31
MMP10_11612	MMP10	67
CLSTN2_47325	CLSTN2	52
PRSS53_68842	PRSS53	23
NELL2_12455	NELL2	97
CYBB_4315	CYBB	127
CNR1_3525	CNR1	47
TES_34635	TES	28
DENND1C_50463	DENND1C	42
C20orf173_61038	C20orf173	180
OR14I1_72533	OR14I1	71
STK32B_42424	STK32B	13
CTH_4195	CTH	46
UGT1A10_40260	UGT1A10	4
TRIT1_40608	TRIT1	53
RBM38_42642	RBM38	14
KIF1BP_34622	KIF1BP	26
CHRNA2_3221	CHRNA2	5
TOP1_19439	TOP1	47
FOSL1_21233	FOSL1	30
MTRNR2L10_75808	MTRNR2L10	36
OVOL3_74652	OVOL3	62
COL4A2_3565	COL4A2	82
BTNL3_29540	BTNL3	41
RFX7_48214	RFX7	42
FXYD4_39631	FXYD4	61
F8_5965	F8	128
C1GALT1_44555	C1GALT1	83
SLITRK1_57226	SLITRK1	115
FAM134B_39981	FAM134B	26
GRHPR_24671	GRHPR	16
NLN_45603	NLN	86
CASP8_2358	CASP8	39
BRAF_1868	BRAF	66
RPL13_16347	RPL13	19
CCL25_17039	CCL25	17
FSTL1_30345	FSTL1	66
TRPM5_36669	TRPM5	72
TWISTNB_65896	TWISTNB	5
RNASET2_22509	RNASET2	16
SPIN4_60769	SPIN4	53
TTF2_21998	TTF2	2
YBX3_22219	YBX3	29
PARL_42538	PARL	27
RNASEH1_66216	RNASEH1	24
ELMO2_47130	ELMO2	70
CDK2_2900	CDK2	50
APEH_911	APEH	123
NME1-NME2_74434	NME1-NME2	90
FABP4_5998	FABP4	33
COL4A4_3573	COL4A4	22
PCDHA4_44041	PCDHA4	13
STRN3_36930	STRN3	58
GPRC6A_66009	GPRC6A	69
WNT3_20267	WNT3	9
CFAP58_63293	CFAP58	8
C9orf172_71495	C9orf172	36
STK39_36098	STK39	17
PCBP4_44917	PCBP4	29
ABAT_40	ABAT	34
SPESP1_66239	SPESP1	134
ADAMTS13_30094	ADAMTS13	76
MUC20_64806	MUC20	37
EZR_20154	EZR	33
CNTN4_62654	CNTN4	17
GLYR1_53948	GLYR1	32
FAM150A_71440	FAM150A	70
SEPW1_17155	SEPW1	35
GJC3_70005	GJC3	90
STIP1_29694	STIP1	22
TFE3_19044	TFE3	23
DXO_4975	DXO	47
SULF2_43780	SULF2	30
OR4P4_51537	OR4P4	53
EME2_64523	EME2	39
PTPN20_34559	PTPN20	20
LCN9_72043	LCN9	105
XKR6_68337	XKR6	175
CCNI_29755	CCNI	39
PRKCDBP_56792	PRKCDBP	87
ADAM28_29354	ADAM28	25
NKX2-6_60501	NKX2-6	96
TDRKH_29879	TDRKH	55
FAM175A_52990	FAM175A	65
C19orf48_54197	C19orf48	51
RINL_59163	RINL	50
KIAA0895L_74291	KIAA0895L	42
SH3BP5_24921	SH3BP5	36
HNMT_8568	HNMT	93
CHMP4C_56249	CHMP4C	3
ZNF428_59101	ZNF428	62
PTMA_15400	PTMA	54
KRTAP19-1_68619	KRTAP19-1	10
ST3GAL6_27970	ST3GAL6	69
SNRPA_17864	SNRPA	20
DOCK5_50572	DOCK5	89
SPEG_27653	SPEG	24
OST4_75174	OST4	34
GRAMD1B_45571	GRAMD1B	191
EID3_73398	EID3	19
SPNS2_58884	SPNS2	29
TFDP1_19034	TFDP1	12
CRTC1_32617	CRTC1	25
KANK1_32013	KANK1	56
PI3_13890	PI3	41
ACOT2_29701	ACOT2	111
SCPEP1_46788	SCPEP1	38
MSX1_11797	MSX1	62
OR2T1_35267	OR2T1	63
DMXL1_4650	DMXL1	96
ZNF674_73646	ZNF674	75
UXT_21866	UXT	5
KMO_22333	KMO	78
SH3GLB2_44529	SH3GLB2	24
NEK5_69348	NEK5	129
XCL2_18553	XCL2	57
KRT23_34267	KRT23	41
LPIN3_48234	LPIN3	65
CXCL13_28504	CXCL13	45
ART5_57856	ART5	67
PPEF1_14517	PPEF1	57
TMEM160_41131	TMEM160	27
ADAMTS17_64220	ADAMTS17	91
ZFP64_43189	ZFP64	67
AGPAT4_44491	AGPAT4	25
PLA2G12A_51748	PLA2G12A	45
MMP16_11636	MMP16	105
LGMN_15034	LGMN	48
ACOT13_43588	ACOT13	31
TACR1_18619	TACR1	73
RBM10_21461	RBM10	77
PLD5_64658	PLD5	28
LRRC48_52125	LRRC48	26
MSANTD3-TMEFF1_76008	MSANTD3-TMEFF1	49
EXD3_41042	EXD3	70
ITGAX_9794	ITGAX	70
HHATL_45537	HHATL	62
BBS12_63888	BBS12	30
REG1B_15992	REG1B	39
RAB25_45011	RAB25	20
C19orf67_74092	C19orf67	87
MRPL17_47055	MRPL17	15
IRF7_9721	IRF7	60
VPREB1_20184	VPREB1	50
GLRB_7251	GLRB	16
GLS2_35731	GLS2	38
ALDH16A1_59052	ALDH16A1	20
WDFY1_45948	WDFY1	16
TMEM214_40826	TMEM214	29
SRSF9_22674	SRSF9	22
CFHR5_51612	CFHR5	12
ARNTL2_44639	ARNTL2	3
DCTN4_38013	DCTN4	27
ARL6IP6_62449	ARL6IP6	43
BTBD19_62187	BTBD19	50
PER2_23235	PER2	28
CREG1_23033	CREG1	32
PCDHB12_43960	PCDHB12	46
TYRP1_19804	TYRP1	145
ZDHHC1_36638	ZDHHC1	35
DEFB127_61023	DEFB127	134
HCFC2_36771	HCFC2	39
PDE6A_13531	PDE6A	41
HIVEP1_8354	HIVEP1	69
METTL2A_68862	METTL2A	13
C2orf73_59742	C2orf73	58
PAPPA2_46996	PAPPA2	82
NANP_61018	NANP	6
ZCCHC12_64121	ZCCHC12	28
SYT13_45936	SYT13	46
CORIN_28945	CORIN	131
GTSCR1_65580	GTSCR1	46
OSCAR_59011	OSCAR	25
RHOBTB1_26310	RHOBTB1	94
MYLPF_36726	MYLPF	86
CCL21_17022	CCL21	45
NOSIP_37690	NOSIP	46
ZNF714_61973	ZNF714	42
KBTBD4_43109	KBTBD4	41
KRT36_22692	KRT36	24
CDH26_46870	CDH26	25
FSTL1_30343	FSTL1	38
NSD1_47629	NSD1	20
CDC42BPB_25269	CDC42BPB	13
CELF6_47000	CELF6	76
STPG2_68199	STPG2	73
GLI2_7223	GLI2	54
GRM8_7813	GRM8	69
APEH_909	APEH	24
ZNF563_61875	ZNF563	25
KRTAP19-7_68668	KRTAP19-7	66
GNPDA2_60095	GNPDA2	75
ZNF852_68124	ZNF852	31
MSH2_11755	MSH2	14
KCNJ13_10067	KCNJ13	22
SASH1_32473	SASH1	53
ZNF257_57071	ZNF257	52
FAM83C_59642	FAM83C	44
MAMDC2_66797	MAMDC2	51
USP33_31521	USP33	39
BAMBI_33765	BAMBI	7
SNN_21550	SNN	37
RPL7_16317	RPL7	3
KCNMB4_36088	KCNMB4	30
LAMTOR3_22562	LAMTOR3	64
COLEC10_28576	COLEC10	20
PAPSS1_23739	PAPSS1	83
MYO10_12136	MYO10	55
CBFA2T2_23989	CBFA2T2	72
KBTBD11_26436	KBTBD11	85
OSGEPL1_47496	OSGEPL1	37
DTX2_57076	DTX2	87
MORC2_31095	MORC2	38
GABRB1_6762	GABRB1	47
NET1_27599	NET1	50
C20orf85_59576	C20orf85	89
COL27A1_54790	COL27A1	71
ZNF695_45025	ZNF695	32
HIVEP2_8359	HIVEP2	27
PIGN_33161	PIGN	61
KLHDC7B_57044	KLHDC7B	51
ZNF570_62004	ZNF570	125
CAB39_39365	CAB39	26
SOCS1_22570	SOCS1	19
MAN2A1_11082	MAN2A1	84
TRIM52_54281	TRIM52	11
SEL1L2_51184	SEL1L2	18
KDM5B_29101	KDM5B	21
HIST2H2AB_68556	HIST2H2AB	43
ARL13B_64780	ARL13B	102
CSDE1_20951	CSDE1	43
SAMHD1_34146	SAMHD1	47
SLC24A5_67456	SLC24A5	39
RBMY1E_70634	RBMY1E	13
S1PR2_24417	S1PR2	63
NIPSNAP3A_34129	NIPSNAP3A	38
SYNPO2_64266	SYNPO2	108
SPTBN4_46360	SPTBN4	20
EPM2A_21118	EPM2A	44
PDLIM7_24335	PDLIM7	5
CCL1_16959	CCL1	23
SLC7A14_46295	SLC7A14	80
NPAS2_12762	NPAS2	75
ROS1_16259	ROS1	29
KRTAP2-3_75074	KRTAP2-3	54
OR12D3_51926	OR12D3	22
AQP9_1046	AQP9	85
STIM2_46043	STIM2	53
NECAP1_34246	NECAP1	42
IL27_66244	IL27	39
KIAA1644_54818	KIAA1644	32
SIX3_17393	SIX3	30
RBCK1_28684	RBCK1	60
