sgRNA	Gene	Clip2_5_DE_GFP_low_BC18_IGO_09496_10_S10
OLFM2_56457	OLFM2	19
FIGN_41679	FIGN	36
KCNG3_64234	KCNG3	19
TTYH1_45382	TTYH1	36
ALPI_687	ALPI	26
TREML1_69118	TREML1	45
DDX28_43399	DDX28	11
TRIM34_39663	TRIM34	46
DMC1_30257	DMC1	43
CEP85L_70731	CEP85L	30
CATSPER2_57902	CATSPER2	38
KLHL10_68534	KLHL10	14
PAK6_44596	PAK6	10
ECI1_4567	ECI1	13
IKZF4_47671	IKZF4	17
VSX1_37072	VSX1	69
PRSS33_67034	PRSS33	36
TNP2_19421	TNP2	24
CYTH1_24357	CYTH1	64
ODF3B_73024	ODF3B	47
TUSC1_68428	TUSC1	33
CEMIP_45294	CEMIP	29
GAS7_22190	GAS7	71
RECQL5_24719	RECQL5	6
YBX3_22218	YBX3	20
DCAF12L2_69224	DCAF12L2	52
GDF1_7022	GDF1	20
FOXK2_9545	FOXK2	51
KRT80_61346	KRT80	28
ITPR2_9878	ITPR2	6
HSD17B13_69677	HSD17B13	32
TFAP2E_68971	TFAP2E	12
RTP2_69647	RTP2	57
EMC8_27769	EMC8	28
KCTD10_52631	KCTD10	48
AMBP_709	AMBP	35
MS4A8_52347	MS4A8	24
CCND1_1629	CCND1	26
ASAP1_37339	ASAP1	31
PRR32_75302	PRR32	10
OCEL1_49439	OCEL1	44
HMGXB4_26801	HMGXB4	38
SLC27A2_29807	SLC27A2	25
IMMP2L_52713	IMMP2L	24
SMARCD2_17772	SMARCD2	24
CYP3A5_4403	CYP3A5	19
SPPL3_58430	SPPL3	22
ENPP4_31078	ENPP4	33
VWA2_69246	VWA2	16
GOLGA8B_72908	GOLGA8B	20
ZC3H10_54330	ZC3H10	25
CACNA1B_2144	CACNA1B	20
CLRN1_20062	CLRN1	35
DENND1A_46285	DENND1A	48
ABHD11_52129	ABHD11	7
ZNF414_53504	ZNF414	20
CBLN3_73867	CBLN3	55
FBXL15_49086	FBXL15	13
STK19_23220	STK19	51
UQCRQ_35539	UQCRQ	20
PHTF1_29054	PHTF1	18
COX15_3755	COX15	31
NQO2_12676	NQO2	36
PLXNA3_42661	PLXNA3	31
VN1R5_68532	VN1R5	20
C16orf91_67550	C16orf91	15
TUSC5_68490	TUSC5	83
PLXND1_31809	PLXND1	18
CEP162_30937	CEP162	1
IGSF9B_31417	IGSF9B	8
CCDC97_55405	CCDC97	19
C21orf91_39802	C21orf91	19
SYT7_23752	SYT7	15
PRDM7_30142	PRDM7	14
KPNA3_10280	KPNA3	33
PANO1_76339	PANO1	15
NSUN7_49775	NSUN7	22
UNC5A_55367	UNC5A	36
SIL1_47667	SIL1	20
PACS1_43042	PACS1	23
TSPAN33_69148	TSPAN33	3
TMTC1_52539	TMTC1	4
ZMYM6_24176	ZMYM6	24
YIPF5_51678	YIPF5	11
CEP295_54987	CEP295	22
MTRNR2L6_75796	MTRNR2L6	14
CIB1_28349	CIB1	115
VPS18_46037	VPS18	5
STX17_41325	STX17	19
ZFR2_32117	ZFR2	15
ZNF770_41246	ZNF770	25
FAM170B_64132	FAM170B	30
NICN1_53316	NICN1	12
TNNC1_19392	TNNC1	25
TTC39A_31414	TTC39A	18
BECN1_22662	BECN1	9
SRP19_18208	SRP19	17
SERF1A_21529	SERF1A	2
CACNB1_2174	CACNB1	96
GLRX3_28422	GLRX3	21
TRIM21_18239	TRIM21	59
NAALADL1_26700	NAALADL1	15
CGB2_57128	CGB2	12
HOXA7_8654	HOXA7	28
LRRC8C_53169	LRRC8C	30
AASDHPPT_46927	AASDHPPT	6
DNAI2_47809	DNAI2	8
PPP1R13B_32602	PPP1R13B	32
TAF15_21340	TAF15	23
SLAMF1_17422	SLAMF1	19
MRPL22_36450	MRPL22	14
ARF5_1091	ARF5	27
RPAIN_53286	RPAIN	15
C17orf107_75268	C17orf107	14
C22orf31_33668	C22orf31	3
ACAT2_121	ACAT2	3
OXT_13168	OXT	10
MC4R_11205	MC4R	22
PTPN3_15424	PTPN3	22
ACSBG1_32073	ACSBG1	16
TAS2R20_67010	TAS2R20	51
FBXL12_40760	FBXL12	37
CAMK1_22240	CAMK1	15
FHOD1_36508	FHOD1	63
SDR16C5_64356	SDR16C5	5
EVPL_5885	EVPL	23
LACTB2_37841	LACTB2	25
FAM149B1_68515	FAM149B1	14
PAQR3_62682	PAQR3	55
SPANXN3_60652	SPANXN3	42
RPL26L1_37874	RPL26L1	12
SELM_60849	SELM	40
TNFRSF13C_57521	TNFRSF13C	55
PRR22_63650	PRR22	65
DNAL4_27086	DNAL4	8
GCM1_22188	GCM1	5
PARP9_52351	PARP9	44
MOB4_33886	MOB4	20
PROX2_67416	PROX2	17
SLC16A6_23919	SLC16A6	24
SLC47A1_42057	SLC47A1	21
TNR_19428	TNR	18
LRRC69_75314	LRRC69	31
DZIP3_25537	DZIP3	37
ZNF286A_45361	ZNF286A	65
TRIM52_54281	TRIM52	11
DCD_57915	DCD	70
COL24A1_66637	COL24A1	22
SCFD1_32253	SCFD1	10
KRTAP20-2_68676	KRTAP20-2	13
GGACT_55069	GGACT	13
FEV_40464	FEV	29
AKR1C3_22544	AKR1C3	33
SLC17A3_29163	SLC17A3	26
BFSP1_1701	BFSP1	23
RIC8A_46982	RIC8A	7
COMMD2_37877	COMMD2	18
HCLS1_8241	HCLS1	13
PUS10_62422	PUS10	26
C15orf27_58623	C15orf27	20
FUT7_6666	FUT7	35
GJC3_70007	GJC3	37
DHDH_35955	DHDH	40
ZNF76_20608	ZNF76	17
ST6GALNAC1_43444	ST6GALNAC1	15
PEX1_13675	PEX1	9
A2ML1_61352	A2ML1	27
AP1S2_23364	AP1S2	19
TANGO6_49395	TANGO6	13
POLG_14355	POLG	31
IFNA6_9219	IFNA6	16
MRPS21_39970	MRPS21	10
DIRAS1_61991	DIRAS1	3
AMY1A_764	AMY1A	36
TRIM50_60376	TRIM50	42
TMEM210_75857	TMEM210	19
UBE2G1_19859	UBE2G1	20
LARP4B_31999	LARP4B	51
APOBEC2_29580	APOBEC2	8
MLLT4_11564	MLLT4	17
ARHGAP31_45698	ARHGAP31	34
SPACA4_64272	SPACA4	24
MRPL46_35209	MRPL46	27
KLHL36_49941	KLHL36	23
SNAI1_17818	SNAI1	3
SPOCK2_26036	SPOCK2	31
FLJ45513_74847	FLJ45513	21
CATSPER2_57901	CATSPER2	14
ZMYND8_33318	ZMYND8	8
MRPL9_48341	MRPL9	19
PXYLP1_56239	PXYLP1	25
ACAD8_35444	ACAD8	52
OR8K5_65262	OR8K5	49
OR10A6_71619	OR10A6	20
GRIA2_7711	GRIA2	17
POMGNT2_54388	POMGNT2	38
DCLK1_24163	DCLK1	34
ARNT2_26417	ARNT2	34
UNC13B_28294	UNC13B	18
ZFR2_32116	ZFR2	17
CCND2_2492	CCND2	50
CAPZA3_56592	CAPZA3	13
CACNA1C_2145	CACNA1C	42
HIST2H3C_59254	HIST2H3C	17
RALGPS2_41573	RALGPS2	26
NUP205_31927	NUP205	6
FLOT1_27369	FLOT1	32
PXK_40938	PXK	21
CDC40_38592	CDC40	14
FAM110C_73676	FAM110C	18
GZMK_8074	GZMK	25
HLA-DMB_8393	HLA-DMB	2
NCKAP1_29168	NCKAP1	6
FNDC1_53863	FNDC1	19
ATPIF1_56611	ATPIF1	19
EPC2_34607	EPC2	7
CTSH_4256	CTSH	13
SPNS2_58883	SPNS2	29
ATP1A1_1330	ATP1A1	9
KCNQ4_23967	KCNQ4	18
PROX2_67414	PROX2	37
NR0B1_534	NR0B1	39
ANKRD22_58097	ANKRD22	23
BTC_1904	BTC	10
MT1M_11830	MT1M	14
KCNQ5_44267	KCNQ5	27
TSPAN6_19312	TSPAN6	45
ALG5_36680	ALG5	18
FGA_6223	FGA	13
BCL6B_66674	BCL6B	2
KIAA0101_25911	KIAA0101	20
CASKIN2_45694	CASKIN2	57
ZW10_24120	ZW10	3
VPS53_42159	VPS53	10
HBQ1_8219	HBQ1	14
ICA1_9089	ICA1	12
SIGLECL1_67804	SIGLECL1	9
PHKG2_13877	PHKG2	23
MCM4_11242	MCM4	5
TSPAN17_34876	TSPAN17	25
VPS36_37587	VPS36	7
GTSF1L_62221	GTSF1L	29
CHST5_33184	CHST5	12
DBNDD1_48695	DBNDD1	14
MINOS1-NBL1_76147	MINOS1-NBL1	31
CLDN7_3800	CLDN7	43
COQ3_39500	COQ3	52
ADAM11_11267	ADAM11	22
DNAJB2_8916	DNAJB2	17
ITGB6_9824	ITGB6	61
TRIP11_24477	TRIP11	54
APEX1_916	APEX1	28
HAVCR2_54311	HAVCR2	16
SPAG4_18040	SPAG4	46
R3HDM4_55791	R3HDM4	4
OR51E2_51532	OR51E2	8
FAM57A_50151	FAM57A	16
C11orf65_63309	C11orf65	32
SPSB1_50845	SPSB1	19
SPATA33_58692	SPATA33	23
CRYAB_3942	CRYAB	7
HARS2_32815	HARS2	16
HIST1H4E_21767	HIST1H4E	23
WDR64_59449	WDR64	24
DLC1_27943	DLC1	20
TBC1D23_43330	TBC1D23	13
HPS6_49994	HPS6	17
CLCC1_31898	CLCC1	24
SLC35D3_69098	SLC35D3	16
RGP1_26105	RGP1	14
ABCF1_58	ABCF1	3
ST8SIA2_21321	ST8SIA2	9
ZC3H8_53741	ZC3H8	15
ZNF517_69161	ZNF517	33
LCE1C_70064	LCE1C	10
LENEP_43668	LENEP	21
GMEB1_28925	GMEB1	16
MYF6_12018	MYF6	15
NGF_12588	NGF	24
FAM172A_52748	FAM172A	17
TDRP_63038	TDRP	16
UBAP1_38313	UBAP1	8
TUBE1_38044	TUBE1	14
RIN1_25354	RIN1	19
MRPL53_57806	MRPL53	31
ECM1_5254	ECM1	21
CCND3_2495	CCND3	11
ANXA10_30458	ANXA10	59
S100B_16766	S100B	10
SCO2_26678	SCO2	61
C4orf45_62730	C4orf45	10
DPF1_21385	DPF1	13
EMC7_44442	EMC7	3
SEC16A_26429	SEC16A	12
COG3_52219	COG3	20
RBFA_50181	RBFA	11
HIATL1_53914	HIATL1	28
LAMA4_10471	LAMA4	22
LIN54_60079	LIN54	8
MYH7B_46105	MYH7B	3
PPIE_28118	PPIE	14
AMMECR1L_52285	AMMECR1L	29
NKX3-2_1588	NKX3-2	4
CDC45_21584	CDC45	8
LRRC4C_46225	LRRC4C	27
SHOC2_21213	SHOC2	26
ST8SIA4_21054	ST8SIA4	32
AURKA_18409	AURKA	2
C3orf84_74104	C3orf84	9
COQ6_37501	COQ6	51
RAB18_31271	RAB18	22
PDE7B_35603	PDE7B	59
DNAH5_4882	DNAH5	30
SYNDIG1_50445	SYNDIG1	18
LDB1_23224	LDB1	22
PRKACB_14783	PRKACB	49
RPP25_40977	RPP25	26
BASP1_27992	BASP1	23
SMTNL1_65308	SMTNL1	7
NXN_47663	NXN	23
HN1_37984	HN1	21
PDSS1_33251	PDSS1	35
COL24A1_66638	COL24A1	14
PIGW_67635	PIGW	18
CLCNKA_3370	CLCNKA	24
QRICH1_40838	QRICH1	9
B4GALT5_24523	B4GALT5	11
FAM166A_72492	FAM166A	40
GTSE1_38911	GTSE1	53
C1S_1969	C1S	86
RPS6KC1_35300	RPS6KC1	9
UBASH3A_39561	UBASH3A	25
FXR2_25057	FXR2	33
DLX2_4828	DLX2	16
ZNF837_57745	ZNF837	36
C11orf74_58185	C11orf74	24
MEF2C_11322	MEF2C	25
STIM1_18393	STIM1	34
MGAT5_11440	MGAT5	38
POU3F2_14456	POU3F2	22
XAB2_44682	XAB2	6
DHRS13_61725	DHRS13	38
TBX3_18818	TBX3	20
MRPL16_41095	MRPL16	2
DLK1_22974	DLK1	29
PNLDC1_62879	PNLDC1	49
NDUFB1_12315	NDUFB1	13
NMD3_37682	NMD3	7
CHID1_48606	CHID1	50
ZBED4_26320	ZBED4	34
SART3_25783	SART3	1
ATF3_1302	ATF3	19
DCLRE1B_48198	DCLRE1B	12
BIRC6_45473	BIRC6	4
KIF5A_10162	KIF5A	11
BECN2_73214	BECN2	18
PSMB10_15210	PSMB10	21
STK32B_42424	STK32B	16
PDE4A_13516	PDE4A	9
TAS1R2_51423	TAS1R2	22
COL25A1_53821	COL25A1	24
COQ2_35824	COQ2	14
CCL22_17028	CCL22	16
LRRC66_69070	LRRC66	30
MAD2L1BP_25302	MAD2L1BP	15
ZSCAN23_66054	ZSCAN23	5
OR5B2_71684	OR5B2	21
SEC16B_55179	SEC16B	31
MPDU1_25108	MPDU1	28
OSGIN2_2034	OSGIN2	15
HIAT1_47867	HIAT1	15
CABLES1_55997	CABLES1	18
LCE5A_66527	LCE5A	9
S100A7L2_74057	S100A7L2	11
REXO1_45492	REXO1	17
NETO1_51931	NETO1	7
STK24_21902	STK24	35
MAGI2_26230	MAGI2	36
MBOAT7_48993	MBOAT7	13
DEFB113_66143	DEFB113	64
TAF1A_23591	TAF1A	16
PLEKHG6_41905	PLEKHG6	1
MAL2_57133	MAL2	65
SCO2_26680	SCO2	31
GUCA2A_7999	GUCA2A	2
ZNF253_44127	ZNF253	25
GP2_7452	GP2	16
TMED7-TICAM2_75743	TMED7-TICAM2	34
JADE2_32506	JADE2	11
GRAMD3_48541	GRAMD3	10
DDX59_52168	DDX59	42
ZNF213_20828	ZNF213	16
TPD52L1_19477	TPD52L1	52
HSD3B1_8872	HSD3B1	10
ZNF571_38324	ZNF571	14
CPT1B_3827	CPT1B	10
CRYGN_62957	CRYGN	37
DMRT2_28818	DMRT2	26
CHODL_60841	CHODL	51
CDY1B_66281	CDY1B	40
SCP2_16944	SCP2	41
CFC1_43830	CFC1	14
COL7A1_3605	COL7A1	14
BCL6B_66676	BCL6B	10
NAV2_55133	NAV2	47
NID1_12612	NID1	47
MCTP2_43364	MCTP2	31
FSCN1_17856	FSCN1	1
TTC7A_45303	TTC7A	22
C1orf122_59403	C1orf122	32
GCFC2_18846	GCFC2	41
DSG4_61781	DSG4	31
B3GNT5_52774	B3GNT5	12
GNG5_7368	GNG5	10
DDX50_48704	DDX50	7
ABCF1_59	ABCF1	7
HDAC9_25786	HDAC9	42
SQRDL_46515	SQRDL	24
ITGA2B_9749	ITGA2B	21
SLC25A15_27231	SLC25A15	4
RGP1_26107	RGP1	1
PARP12_47976	PARP12	6
FGFRL1_39652	FGFRL1	8
TAF5_18652	TAF5	10
RARRES2_15850	RARRES2	17
XYLT1_47447	XYLT1	13
WDR63_59233	WDR63	8
RGS9_22972	RGS9	24
BOD1_55778	BOD1	43
KCNT2_69539	KCNT2	32
SYT5_18590	SYT5	17
OXCT2_47279	OXCT2	11
IL3RA_9414	IL3RA	15
ZMYM6_24173	ZMYM6	40
NGLY1_43312	NGLY1	11
FABP6_6018	FABP6	65
FAIM2_31473	FAIM2	36
FXYD3_14182	FXYD3	43
OR10X1_59522	OR10X1	4
CELF4_44449	CELF4	27
AGPAT6_60527	AGPAT6	19
TRAPPC11_47021	TRAPPC11	3
NAV3_55126	NAV3	15
STMND1_72388	STMND1	16
ECE2_25721	ECE2	48
TATDN2_26012	TATDN2	7
FAM151A_68696	FAM151A	32
AEBP1_470	AEBP1	19
NDUFB5_12329	NDUFB5	9
PCSK2_13462	PCSK2	13
CLEC17A_71037	CLEC17A	14
STK32A_64998	STK32A	21
MPP1_11709	MPP1	34
HEATR6_47089	HEATR6	14
ZFP30_30946	ZFP30	17
CAPZA3_56590	CAPZA3	34
SLC5A10_58928	SLC5A10	18
TMEM260_40988	TMEM260	17
CLEC9A_67357	CLEC9A	39
CLEC2B_26621	CLEC2B	39
GPRC5B_39342	GPRC5B	46
BATF3_42576	BATF3	23
NKX2-3_63288	NKX2-3	39
NLRP3_57130	NLRP3	12
RTKN2_65380	RTKN2	26
SHB_17299	SHB	23
FHAD1_57288	FHAD1	7
ATG101_46987	ATG101	42
LYVE1_29462	LYVE1	18
TXNL1_24569	TXNL1	17
OR5P2_58210	OR5P2	7
ARHGAP27_64838	ARHGAP27	11
MGAT4B_30699	MGAT4B	23
TNFSF12_22860	TNFSF12	29
GLT6D1_70217	GLT6D1	20
CALML3_2240	CALML3	14
PPP1R15A_33405	PPP1R15A	2
TMED9_40449	TMED9	22
C2orf44_51064	C2orf44	52
TAF3_52548	TAF3	32
SAMD9_40627	SAMD9	14
UQCRB_20017	UQCRB	6
MYEOV2_62369	MYEOV2	14
NEDD9_12423	NEDD9	11
LYZL1_53816	LYZL1	9
TECTB_18905	TECTB	8
NTPCR_53345	NTPCR	23
ANKRD12_32241	ANKRD12	12
ABHD16B_60920	ABHD16B	33
PAH_13267	PAH	15
EID2_63642	EID2	7
PIANP_64439	PIANP	12
TMEM86B_66552	TMEM86B	9
TLR3_19284	TLR3	42
CCDC170_50750	CCDC170	19
ZNF283_67770	ZNF283	10
UBA6_42034	UBA6	2
RAPGEF4_30022	RAPGEF4	33
NRXN1_24662	NRXN1	27
OR13C9_68440	OR13C9	36
UPK2_20010	UPK2	9
ANAPC4_36859	ANAPC4	41
PDGFC_43856	PDGFC	19
PRKAR2A_14809	PRKAR2A	70
GGA1_34535	GGA1	28
FBXO22_34882	FBXO22	9
ST5_18324	ST5	18
PRND_33358	PRND	13
A2ML1_61350	A2ML1	10
ING5_53366	ING5	40
GALNTL5_63994	GALNTL5	46
GAN_21331	GAN	6
ZEB1_18844	ZEB1	35
SMAP2_47925	SMAP2	6
TMTC3_63336	TMTC3	15
LRPPRC_27093	LRPPRC	10
PIGA_13936	PIGA	2
DOK7_68168	DOK7	23
DDX3Y_22575	DDX3Y	40
XCL2_18556	XCL2	17
PRSS46_75614	PRSS46	28
OR6C76_71764	OR6C76	7
CXorf40B_73510	CXorf40B	22
CD300LB_58783	CD300LB	10
PRSS3_15047	PRSS3	17
HIST2H2AA3_21647	HIST2H2AA3	37
AHCYL2_32640	AHCYL2	60
PDCD6_26741	PDCD6	24
GPR171_36761	GPR171	21
PRSS38_68980	PRSS38	19
CBFA2T2_23992	CBFA2T2	26
ZNF79_20611	ZNF79	27
GUCA2B_8002	GUCA2B	59
C14orf169_49668	C14orf169	11
RRP15_37548	RRP15	12
WDFY4_46279	WDFY4	19
P3H1_47505	P3H1	6
HSPA12B_57822	HSPA12B	30
ZNF689_57499	ZNF689	32
10-Mar_63504	10-Mar	18
RIMS4_60938	RIMS4	25
OGFRL1_49433	OGFRL1	19
KISS1_10202	KISS1	11
ATXN7L2_59264	ATXN7L2	3
SMAD4_10966	SMAD4	2
WFDC13_63762	WFDC13	15
TEKT2_35920	TEKT2	21
JMJD1C_65663	JMJD1C	8
DZIP3_25538	DZIP3	8
SLC9A6_28225	SLC9A6	31
AUP1_1517	AUP1	15
PRKAA2_14765	PRKAA2	19
ITIH4_9845	ITIH4	34
RTP3_52267	RTP3	28
LBH_51766	LBH	16
CCDC83_65542	CCDC83	55
C15orf53_72195	C15orf53	19
TFAP2B_19009	TFAP2B	24
ERVV-1_61811	ERVV-1	23
IRS2_22596	IRS2	8
COMMD2_37876	COMMD2	19
ACRBP_53729	ACRBP	7
ANKRD6_31101	ANKRD6	13
SYT11_32079	SYT11	3
IFIT3_9198	IFIT3	8
BID_1728	BID	8
EXOC2_43321	EXOC2	10
LRRC47_45548	LRRC47	3
PRPF39_41328	PRPF39	8
OTOA_61535	OTOA	13
VN1R1_45258	VN1R1	8
BPIFB1_56344	BPIFB1	7
OSGIN2_2035	OSGIN2	55
TUSC2_30792	TUSC2	21
CHD1L_25209	CHD1L	7
RPL22L1_64789	RPL22L1	25
LHFPL4_70473	LHFPL4	33
CH17-360D5.1_76279	CH17-360D5.1	9
KIAA1217_44132	KIAA1217	8
NARS_12205	NARS	6
OPN4_56731	OPN4	8
FAM205A_67021	FAM205A	10
GALNTL6_73232	GALNTL6	12
UBE2O_47077	UBE2O	27
CBLB_2431	CBLB	25
KCNF1_10012	KCNF1	17
KLKB1_10219	KLKB1	12
ACADSB_111	ACADSB	18
EIF4E3_68509	EIF4E3	23
SRD5A1_18164	SRD5A1	42
DUSP28_68058	DUSP28	14
PKD2L1_23648	PKD2L1	39
NDST1_8998	NDST1	24
RHOBTB2_32134	RHOBTB2	10
LRIT2_69255	LRIT2	17
CHD6_53063	CHD6	46
NPAT_12765	NPAT	53
HES7_53981	HES7	14
TMEM179B_70275	TMEM179B	6
RNF146_51951	RNF146	17
AGPAT6_60526	AGPAT6	23
DPM1_23064	DPM1	10
COX7A2L_24071	COX7A2L	14
CEP164_31154	CEP164	29
FMO4_6500	FMO4	21
C8orf46_66497	C8orf46	6
RBMX_36014	RBMX	16
UHRF1BP1_40899	UHRF1BP1	20
ARMCX3_39050	ARMCX3	22
KCNQ2_10121	KCNQ2	46
PIGF_13943	PIGF	8
KRTAP5-1_70743	KRTAP5-1	53
HSD17B14_38031	HSD17B14	42
ADGRB3_1577	ADGRB3	20
PPDPF_48998	PPDPF	54
FKRP_49006	FKRP	39
ADORA2A_374	ADORA2A	28
TXN2_33833	TXN2	26
DCAF6_43505	DCAF6	14
CFAP61_34516	CFAP61	9
TNFSF8_2644	TNFSF8	22
ASXL2_42090	ASXL2	1
RAB36_25352	RAB36	10
CACNB1_2173	CACNB1	32
DKK4_35611	DKK4	18
SMYD5_27749	SMYD5	36
PDLIM1_23935	PDLIM1	13
ATG101_46989	ATG101	65
TTC23_48270	TTC23	16
BTBD16_58060	BTBD16	23
ZNF579_63607	ZNF579	23
C12orf71_74800	C12orf71	6
CCNJL_49402	CCNJL	47
PINLYP_71886	PINLYP	20
UCN2_55358	UCN2	10
TEX30_56427	TEX30	31
ZDHHC3_38432	ZDHHC3	31
USP30_54142	USP30	28
CD40LG_2702	CD40LG	61
CLUAP1_31606	CLUAP1	25
RIBC2_34668	RIBC2	26
ANGPTL3_36034	ANGPTL3	14
C7_2018	C7	6
ATRNL1_34398	ATRNL1	39
AADACL4_69488	AADACL4	20
GRIFIN_72576	GRIFIN	24
TRIP4_24491	TRIP4	16
UAP1L1_55819	UAP1L1	20
SAP130_49348	SAP130	3
USP31_45580	USP31	12
ZNF503_54283	ZNF503	20
PBOV1_46817	PBOV1	12
CHD3_3132	CHD3	25
AOC2_864	AOC2	34
BTN2A2_27912	BTN2A2	60
LEFTY2_19094	LEFTY2	6
CLRN2_73985	CLRN2	26
DOLK_30978	DOLK	14
NOMO3_72720	NOMO3	3
CFI_9169	CFI	49
RBKS_47314	RBKS	11
KCNA3_9950	KCNA3	24
PAN2_26449	PAN2	6
ACBD6_53478	ACBD6	74
HYOU1_28374	HYOU1	1
GSDMC_44095	GSDMC	22
IQSEC1_26444	IQSEC1	9
FBXO41_62391	FBXO41	3
OR2A4_49264	OR2A4	5
PNPLA6_29510	PNPLA6	23
LOC100130705_75304	LOC100130705	7
NDUFB4_12326	NDUFB4	14
ZNF287_45364	ZNF287	9
FAM181B_65605	FAM181B	35
SPSB4_56233	SPSB4	19
AEBP1_469	AEBP1	28
KIF26A_34677	KIF26A	47
ZNF438_65626	ZNF438	8
DLX1_4821	DLX1	30
ZNF606_50688	ZNF606	4
CCDC79_67506	CCDC79	15
PSMC3_15221	PSMC3	2
C20orf78_75162	C20orf78	13
PELO_39694	PELO	8
APPL1_34490	APPL1	26
ATP11B_32055	ATP11B	47
CASC1_42116	CASC1	8
NELL1_12434	NELL1	30
INTS12_45030	INTS12	27
IPP_9678	IPP	30
GOLGA8J_74235	GOLGA8J	5
OR6P1_59519	OR6P1	18
CORO2B_27927	CORO2B	15
GTF2IRD1_25241	GTF2IRD1	51
BLVRB_1758	BLVRB	19
ENKUR_65342	ENKUR	24
KRTAP13-4_67995	KRTAP13-4	11
SAXO1_63146	SAXO1	23
ZBTB1_31132	ZBTB1	36
ITIH6_69805	ITIH6	25
BRD2_16204	BRD2	15
STRC_63436	STRC	45
CMTM4_61546	CMTM4	40
ST3GAL1_17352	ST3GAL1	32
MGAT2_11432	MGAT2	16
C21orf59_44390	C21orf59	7
FADS6_67561	FADS6	6
SKOR1_71817	SKOR1	74
SLC7A6_23725	SLC7A6	6
MCMDC2_63062	MCMDC2	12
REV3L_16025	REV3L	20
FAM207A_54869	FAM207A	22
ZNF521_34099	ZNF521	13
PRF1_14733	PRF1	35
SLC4A1_17488	SLC4A1	17
ALDOC_649	ALDOC	84
TMUB2_48914	TMUB2	6
NOP56_28387	NOP56	9
STC1_18379	STC1	27
KLK14_37166	KLK14	22
TSNAXIP1_43472	TSNAXIP1	26
CXorf49_75283	CXorf49	29
ABCC2_3484	ABCC2	13
TIGD1_64757	TIGD1	27
FAM214B_51009	FAM214B	25
EFCC1_50062	EFCC1	5
C11orf58_29620	C11orf58	9
NWD2_45634	NWD2	57
ZC3H4_32094	ZC3H4	66
KRTAP10-7_70661	KRTAP10-7	36
ANGEL1_32561	ANGEL1	8
FAM32A_34352	FAM32A	10
RGS16_16122	RGS16	33
CLK2_3396	CLK2	26
ART5_57856	ART5	44
MAF1_53177	MAF1	14
CCNDBP1_33220	CCNDBP1	19
TTC23L_62818	TTC23L	52
PVR_15556	PVR	29
OR2A25_72001	OR2A25	16
SLC27A1_70580	SLC27A1	27
CCNE1_2499	CCNE1	46
ST3GAL5_23243	ST3GAL5	32
ENPP6_60137	ENPP6	17
PDCD1LG2_51216	PDCD1LG2	56
FABP9_74094	FABP9	18
EWSR1_5896	EWSR1	24
IMPAD1_41025	IMPAD1	74
STK10_18420	STK10	40
C1orf137_71147	C1orf137	21
MAPK8IP1_24961	MAPK8IP1	11
SLC26A6_48353	SLC26A6	9
LZTR1_21419	LZTR1	36
COL13A1_3646	COL13A1	32
EPG5_46343	EPG5	51
DLG5_24254	DLG5	9
RAPGEF3_27997	RAPGEF3	16
RAD52_15758	RAD52	31
GDF1_7021	GDF1	32
EPM2AIP1_26185	EPM2AIP1	15
MECP2_11310	MECP2	17
PPP2R5C_14649	PPP2R5C	13
ZDHHC4_41711	ZDHHC4	25
EOMES_21587	EOMES	43
IL36RN_35128	IL36RN	19
CES3_32938	CES3	6
GPR107_46331	GPR107	20
GATAD2A_40652	GATAD2A	22
FOXH1_23427	FOXH1	15
TARM1_73197	TARM1	22
RRAD_16630	RRAD	13
OR1A1_21796	OR1A1	35
ENTPD8_70604	ENTPD8	10
RAB11FIP5_34473	RAB11FIP5	23
RARS2_44879	RARS2	43
RPL14_23678	RPL14	35
SLC13A1_17632	SLC13A1	29
MGARP_54098	MGARP	32
MTMR2_23347	MTMR2	24
OR2M7_71972	OR2M7	19
LGI4_63653	LGI4	11
SPATA31C1_73124	SPATA31C1	10
ANKRD55_49746	ANKRD55	22
PTGIR_15350	PTGIR	40
DNAH9_4893	DNAH9	52
PRR15_65955	PRR15	13
C7orf69_50698	C7orf69	22
TOMM40_28125	TOMM40	6
AQP2_1021	AQP2	42
C21orf140_76364	C21orf140	9
PRDX6_25308	PRDX6	6
CCDC40_41394	CCDC40	16
CYP39A1_38423	CYP39A1	24
POLRMT_14409	POLRMT	3
C16orf72_36352	C16orf72	1
GCKR_6991	GCKR	20
FITM2_59556	FITM2	30
PPA1_14485	PPA1	3
THSD7A_65937	THSD7A	16
AIFM2_54361	AIFM2	20
HIST1H3D_21704	HIST1H3D	10
SGCD_17248	SGCD	13
ALAD_580	ALAD	30
SELENBP1_23544	SELENBP1	13
RNF20_44156	RNF20	11
HIST1H1A_8137	HIST1H1A	25
KIAA1257_45647	KIAA1257	26
GABRA5_6755	GABRA5	32
WNK4_48505	WNK4	26
USB1_49518	USB1	6
ZSCAN26_20784	ZSCAN26	7
LOC100129216_75190	LOC100129216	22
C3orf17_33948	C3orf17	11
RORC_16253	RORC	10
FAM117B_62411	FAM117B	21
RNF133_64006	RNF133	31
CCDC141_68020	CCDC141	25
SMARCC2_17762	SMARCC2	8
C22orf39_59651	C22orf39	16
CHRNA3_3226	CHRNA3	29
LOC400927-CSNK1E_76437	LOC400927-CSNK1E	28
IL23A_39037	IL23A	9
