sgRNA	Gene	Clip2_4_DE_GFP_high_BC15_IGO_09496_7_S7
TLDC1_46288	TLDC1	40
TTC39C_58942	TTC39C	46
FLNA_6454	FLNA	61
ZBTB26_46209	ZBTB26	42
NUDT8_66490	NUDT8	120
Non-Targeting Control_76598	Non-Targeting Control	327
TOPBP1_30031	TOPBP1	6
PSORS1C2_64203	PSORS1C2	71
SETSIP_74135	SETSIP	151
GLIS1_62101	GLIS1	38
FCN2_6183	FCN2	114
GALNT3_6856	GALNT3	23
APCS_902	APCS	66
PASD1_60663	PASD1	60
DIXDC1_54983	DIXDC1	80
SPTBN5_38528	SPTBN5	19
ARPIN_69917	ARPIN	216
INPP4B_23095	INPP4B	121
KIF17_45901	KIF17	54
KLHDC4_40508	KLHDC4	13
LOC101928093_76360	LOC101928093	21
NUP188_32997	NUP188	65
MAP4K4_24861	MAP4K4	65
ACTR1B_27067	ACTR1B	8
CD247_2567	CD247	64
XAGE1E_74230	XAGE1E	66
MYF5_12013	MYF5	67
SH3GL1_17287	SH3GL1	57
SLC37A3_53235	SLC37A3	55
SLC9A2_17590	SLC9A2	114
LOC100130370_75284	LOC100130370	54
MAP9_50252	MAP9	35
AADAT_38016	AADAT	41
SLAMF1_17424	SLAMF1	144
EDA2R_46855	EDA2R	172
GSTT2B_74395	GSTT2B	131
ZNF470_71082	ZNF470	40
SMG9_43849	SMG9	12
FAM3B_39766	FAM3B	35
VSTM1_67844	VSTM1	57
GNAQ_7325	GNAQ	40
HTRA1_15074	HTRA1	176
TIPIN_41150	TIPIN	8
ACSF3_64515	ACSF3	157
C19orf47_59175	C19orf47	39
C4BPB_1997	C4BPB	35
LACC1_61379	LACC1	42
OR6K6_59531	OR6K6	58
LRRC8B_32979	LRRC8B	61
ACOX1_156	ACOX1	67
DNASE2B_46641	DNASE2B	105
VTI1A_61147	VTI1A	34
SHOX2_17330	SHOX2	35
Non-Targeting Control_76575	Non-Targeting Control	276
LIPN_73803	LIPN	30
CLCNKA_3369	CLCNKA	14
WISP3_23153	WISP3	69
CDKAL1_40945	CDKAL1	20
CCDC34_55725	CCDC34	96
MESP2_61500	MESP2	131
LEPROTL1_32933	LEPROTL1	119
OR1C1_34729	OR1C1	23
OR2T8_69520	OR2T8	209
SNRNP48_62852	SNRNP48	23
ATG7_28399	ATG7	84
HDX_60693	HDX	65
BOD1L2_67703	BOD1L2	52
TSPAN13_35511	TSPAN13	28
OR4S2_65239	OR4S2	64
PCYOX1_38787	PCYOX1	46
FAT1_6094	FAT1	50
ZFP2_50701	ZFP2	179
CFP_13713	CFP	37
HIGD2A_64329	HIGD2A	48
ARL16_68885	ARL16	18
C14orf119_41337	C14orf119	28
BCAS4_42926	BCAS4	66
TGFB1_19080	TGFB1	85
LRRC58_57617	LRRC58	21
TPSAB1_19526	TPSAB1	122
ASPSCR1_48827	ASPSCR1	92
GUCY2D_8062	GUCY2D	47
GLT1D1_61329	GLT1D1	80
ZNF606_50687	ZNF606	72
DMRTA1_47222	DMRTA1	52
SORBS1_28567	SORBS1	28
CLIC4_34126	CLIC4	161
HIST2H2BF_72987	HIST2H2BF	125
OSER1_38944	OSER1	63
COL7A1_3606	COL7A1	23
CCDC27_62091	CCDC27	8
BZRAP1_24325	BZRAP1	34
RGPD5_53139	RGPD5	151
F8A1_21480	F8A1	17
SLC2A8_36981	SLC2A8	19
AP2S1_3325	AP2S1	126
PLCB2_14111	PLCB2	30
PROM1_23172	PROM1	57
DUSP10_30510	DUSP10	25
ZNF43_20575	ZNF43	101
SRPK3_35182	SRPK3	77
LPAR4_7567	LPAR4	82
Non-Targeting Control_77328	Non-Targeting Control	320
COG1_24680	COG1	63
Non-Targeting Control_76609	Non-Targeting Control	300
SHISA4_62150	SHISA4	64
KRTAP20-3_68690	KRTAP20-3	120
ABCD1_597	ABCD1	151
SCP2D1_61025	SCP2D1	30
Non-Targeting Control_76530	Non-Targeting Control	666
PARS2_34230	PARS2	127
CNPY1_68308	CNPY1	54
JAGN1_53736	JAGN1	83
MAMLD1_26820	MAMLD1	56
USHBP1_52589	USHBP1	156
MX1_11953	MX1	83
CDH23_47297	CDH23	54
TMEM151B_73063	TMEM151B	212
EIF3H_22624	EIF3H	190
SPON2_28010	SPON2	148
CNBP_20476	CNBP	145
CSN2_4058	CSN2	41
Non-Targeting Control_77438	Non-Targeting Control	247
MCMDC2_63061	MCMDC2	69
LRRC72_75869	LRRC72	81
PCSK6_13239	PCSK6	139
MYOM1_22834	MYOM1	91
KIF22_10261	KIF22	35
Non-Targeting Control_76700	Non-Targeting Control	257
FAM13C_65635	FAM13C	51
UGT2B4_19956	UGT2B4	24
SIRPG_42500	SIRPG	39
RCN1_15950	RCN1	40
KIT_10208	KIT	115
IRGQ_59100	IRGQ	134
NIT1_12621	NIT1	162
AKR7A3_31344	AKR7A3	148
SLC39A12_65680	SLC39A12	194
RAD51AP2_74934	RAD51AP2	126
MS4A5_47577	MS4A5	46
ZFYVE21_48785	ZFYVE21	168
OBP2A_36992	OBP2A	20
PADI4_33203	PADI4	161
NFIX_12533	NFIX	41
OR6C65_72621	OR6C65	185
TP53INP2_46528	TP53INP2	160
ORM2_13123	ORM2	54
ADAMTS2_25045	ADAMTS2	75
FSIP2_72328	FSIP2	78
SLC2A4_17472	SLC2A4	51
DYNC1LI1_37950	DYNC1LI1	40
ZMYND11_29121	ZMYND11	73
GPM6B_7488	GPM6B	136
NYAP2_46061	NYAP2	52
KRTAP10-12_70701	KRTAP10-12	27
HAUS5_32552	HAUS5	24
PLEKHD1_72186	PLEKHD1	21
C11orf16_44368	C11orf16	140
LRRC48_52123	LRRC48	100
C1orf127_62014	C1orf127	83
2-Mar_41265	2-Mar	127
ALPK2_57535	ALPK2	30
NIPA1_58627	NIPA1	126
KCNA4_9955	KCNA4	76
ANO9_68736	ANO9	167
SLC31A1_3687	SLC31A1	12
PHLDA1_30907	PHLDA1	113
C4orf51_74108	C4orf51	70
FAM120B_53686	FAM120B	28
CD2_2552	CD2	36
FBXO27_59168	FBXO27	40
CDX1_2982	CDX1	68
CETN2_3055	CETN2	32
NPAS1_12757	NPAS1	62
MSH5_11767	MSH5	23
TMC3_69370	TMC3	123
ASB15_61109	ASB15	124
TLR5_19290	TLR5	41
YIPF6_68458	YIPF6	115
RBFOX1_40433	RBFOX1	79
INSM1_9657	INSM1	71
ZNF124_20649	ZNF124	245
H2AFX_8116	H2AFX	70
SUSD2_44124	SUSD2	33
DNAH8_4891	DNAH8	56
GTF2IRD2_53026	GTF2IRD2	73
SCIN_55025	SCIN	159
ZNF653_57601	ZNF653	45
PPP2R5A_14641	PPP2R5A	85
Non-Targeting Control_76603	Non-Targeting Control	343
FBXL4_34813	FBXL4	54
LMO1_10714	LMO1	102
SIX2_29024	SIX2	2
GNB2_7352	GNB2	86
TYW5_59693	TYW5	53
OBP2B_36986	OBP2B	63
CNOT7_36691	CNOT7	37
SERPINB4_16859	SERPINB4	94
SLC35A3_32830	SLC35A3	152
KIAA0408_25765	KIAA0408	76
ZNF709_63617	ZNF709	114
C14orf177_67430	C14orf177	53
PLA2G7_21109	PLA2G7	33
DSN1_50518	DSN1	7
KRTAP7-1_68605	KRTAP7-1	106
SEZ6_58853	SEZ6	72
GRM8_7816	GRM8	82
Non-Targeting Control_77167	Non-Targeting Control	258
APOBEC1_957	APOBEC1	90
COX6B2_58983	COX6B2	140
LRRC14B_71341	LRRC14B	42
STON1-GTF2A1L_68486	STON1-GTF2A1L	41
KIAA1324L_65965	KIAA1324L	24
DYNLL1_22582	DYNLL1	9
DAAM2_32962	DAAM2	124
ACADSB_112	ACADSB	50
TRPC1_19599	TRPC1	22
FBXO21_31462	FBXO21	121
AP4E1_32798	AP4E1	83
ADARB1_269	ADARB1	54
KLHL22_54291	KLHL22	53
USH2A_20058	USH2A	88
SLC35F5_51005	SLC35F5	26
SPAG16_49316	SPAG16	60
IGF1R_9295	IGF1R	46
OR5B12_71685	OR5B12	43
Non-Targeting Control_76905	Non-Targeting Control	180
TMEM135_48410	TMEM135	76
ACRC_56601	ACRC	90
UHRF1_36572	UHRF1	10
RELA_15996	RELA	39
RHBDF2_49520	RHBDF2	36
CATIP_70463	CATIP	59
AMICA1_58264	AMICA1	32
PREX1_45917	PREX1	63
CT47B1_73769	CT47B1	77
HSD3B1_8870	HSD3B1	54
5-Sep_14318	5-Sep	36
TNFRSF19_42557	TNFRSF19	54
CP_3757	CP	84
Non-Targeting Control_76536	Non-Targeting Control	450
REG4_52759	REG4	90
ZNF74_20595	ZNF74	31
STT3A_9853	STT3A	88
Non-Targeting Control_77319	Non-Targeting Control	219
ZNF860_69630	ZNF860	175
Non-Targeting Control_76535	Non-Targeting Control	310
MKRN1_33305	MKRN1	175
TRIM52_54279	TRIM52	53
ATP2B1_1378	ATP2B1	43
KCTD13_66378	KCTD13	25
SLC4A2_17489	SLC4A2	103
MAN1A1_11069	MAN1A1	13
ZNF567_63630	ZNF567	45
IGFLR1_49717	IGFLR1	33
FAAH_5995	FAAH	70
SCHIP1_36945	SCHIP1	30
NUP93_25618	NUP93	24
C20orf144_59630	C20orf144	131
FAM195B_69939	FAM195B	72
TRIP4_24489	TRIP4	71
CDKN2AIP_42757	CDKN2AIP	57
HTRA3_56651	HTRA3	52
C15orf40_58597	C15orf40	53
ZNF846_63598	ZNF846	53
ZNF154_20725	ZNF154	16
STARD3_29638	STARD3	43
ATXN7_16849	ATXN7	56
IRGC_44196	IRGC	85
FBXL15_49085	FBXL15	18
GCLC_7198	GCLC	73
GPR34_7603	GPR34	90
SLC6A1_17518	SLC6A1	192
DGAT2L6_69839	DGAT2L6	64
ZNF302_43689	ZNF302	104
FRMD7_55331	FRMD7	171
SGOL2_62471	SGOL2	130
MTFR1_25487	MTFR1	24
KCNA4_9956	KCNA4	121
MAGEB2_11045	MAGEB2	53
PRR27_72363	PRR27	22
DHRS7B_34252	DHRS7B	36
FRG2B_73176	FRG2B	5
C1QL1_29419	C1QL1	250
AIFM3_62273	AIFM3	58
PIK3R6_61679	PIK3R6	33
TCEA3_18799	TCEA3	70
Non-Targeting Control_76941	Non-Targeting Control	313
ATG10_52439	ATG10	70
TRIM66_26237	TRIM66	26
SPATA12_70149	SPATA12	101
ACKR2_3470	ACKR2	171
NLRC5_53034	NLRC5	29
PDGFRL_13580	PDGFRL	64
OR6A2_22394	OR6A2	91
TBC1D30_32475	TBC1D30	64
OPCML_13043	OPCML	41
SMARCC2_17764	SMARCC2	39
PATE2_72161	PATE2	165
NXPE4_40687	NXPE4	25
ANKRD55_49744	ANKRD55	85
HIPK2_36334	HIPK2	275
MPP1_11709	MPP1	51
PRAMEF2_48442	PRAMEF2	89
KHDC3L_62889	KHDC3L	21
RDH11_37835	RDH11	34
PDYN_13638	PDYN	7
MIER1_46293	MIER1	164
Non-Targeting Control_77349	Non-Targeting Control	249
ZNF816_58955	ZNF816	96
XYLB_26516	XYLB	73
NIPAL1_62680	NIPAL1	54
SEBOX_74035	SEBOX	109
TSN_19625	TSN	88
TIAL1_19191	TIAL1	60
DMC1_30255	DMC1	133
MED12L_57848	MED12L	34
OR6Q1_65452	OR6Q1	118
SLCO1C1_39695	SLCO1C1	23
HPRT1_8812	HPRT1	66
PMP2_14267	PMP2	38
TFDP3_38310	TFDP3	137
EFHC2_51012	EFHC2	138
Non-Targeting Control_77306	Non-Targeting Control	319
BICC1_50711	BICC1	165
ST8SIA3_37620	ST8SIA3	136
DCBLD1_68279	DCBLD1	208
SLC9B1_62261	SLC9B1	72
PTPMT1_57379	PTPMT1	18
CCL15_16998	CCL15	28
GAREML_62418	GAREML	26
ZC3H12D_69104	ZC3H12D	18
SLC22A12_57630	SLC22A12	7
FAM81B_62813	FAM81B	23
PRB4_14714	PRB4	109
GAREM_47980	GAREM	223
MPPED1_2092	MPPED1	64
PIGM_56466	PIGM	12
TMEM30B_63415	TMEM30B	38
FBXL6_34806	FBXL6	37
HTT_8257	HTT	59
RDH10_63010	RDH10	49
UNC93A_39865	UNC93A	238
PROL1_46611	PROL1	80
PEX14_13698	PEX14	88
HMGXB3_31402	HMGXB3	99
CTAGE5_11446	CTAGE5	118
Non-Targeting Control_76768	Non-Targeting Control	321
SLC9A2_17592	SLC9A2	26
LMNB2_54239	LMNB2	11
SLC32A1_60869	SLC32A1	98
EHD1_29598	EHD1	29
TTN_19701	TTN	21
TNNI3_19402	TNNI3	54
STAT5B_18361	STAT5B	32
RASGRP2_27459	RASGRP2	43
ZNF365_31138	ZNF365	53
LINGO1_54398	LINGO1	20
PCBD2_52916	PCBD2	88
DIO3_4788	DIO3	100
RECK_21913	RECK	28
SLC5A3_17508	SLC5A3	123
AHCYL1_29112	AHCYL1	36
C1orf195_74474	C1orf195	71
TPD52L3_55205	TPD52L3	17
PPP4R4_46323	PPP4R4	75
PFKP_13766	PFKP	138
SMARCAD1_44569	SMARCAD1	116
ARIH2OS_74088	ARIH2OS	62
ADA_254	ADA	73
DNAJC18_64974	DNAJC18	66
KCNJ9_10049	KCNJ9	43
DCD_57916	DCD	108
ACO2_151	ACO2	86
QPRT_32904	QPRT	29
HPS3_53543	HPS3	19
FN3KRP_49590	FN3KRP	76
ZDHHC6_47788	ZDHHC6	67
ZNF20_20511	ZNF20	36
ITGB8_9832	ITGB8	249
DUOX1_39681	DUOX1	47
SNAP47_57831	SNAP47	94
ADAMTS17_64220	ADAMTS17	80
ZNF304_45376	ZNF304	33
C1orf105_56225	C1orf105	33
CCDC150_68008	CCDC150	43
ANO9_68735	ANO9	59
C11orf95_48586	C11orf95	27
NUDT3_30337	NUDT3	235
IGSF10_68103	IGSF10	40
SCTR_16952	SCTR	5
DTX4_32129	DTX4	99
LAMTOR3_22562	LAMTOR3	102
ADGRG3_66003	ADGRG3	99
CT45A10_76402	CT45A10	234
AK9_65735	AK9	111
DLEU7_65561	DLEU7	12
NXT2_43735	NXT2	39
KCNK4_37329	KCNK4	65
SULT4A1_33842	SULT4A1	48
FAM163B_73730	FAM163B	90
CCNE1_2498	CCNE1	114
ZC4H2_43708	ZC4H2	150
CCDC6_21204	CCDC6	151
RFX4_16074	RFX4	33
UQCRC1_20024	UQCRC1	84
SLC25A22_49846	SLC25A22	21
MUM1L1_60677	MUM1L1	170
SGTB_40244	SGTB	113
NEUROD4_46495	NEUROD4	57
CEP57L1_68272	CEP57L1	97
TMEM200B_72088	TMEM200B	44
PLXNA1_14228	PLXNA1	37
SPTY2D1_61262	SPTY2D1	43
KIF5C_10171	KIF5C	83
CNPPD1_35403	CNPPD1	70
RAD51AP1_28750	RAD51AP1	57
CDH12_2875	CDH12	21
ETV5_5863	ETV5	28
SUMO3_17806	SUMO3	85
ENDOD1_31588	ENDOD1	50
CAPN9_29078	CAPN9	34
PDLIM2_47580	PDLIM2	81
ENOSF1_42656	ENOSF1	21
CSAG1_63191	CSAG1	186
COL28A1_69129	COL28A1	103
ZNF705A_72866	ZNF705A	124
PPP4R1_26660	PPP4R1	161
IL1RL1_24092	IL1RL1	145
IQCA1L_72066	IQCA1L	60
Non-Targeting Control_76772	Non-Targeting Control	219
OR6X1_71731	OR6X1	46
TSPAN4_19313	TSPAN4	145
PRPF3_23955	PRPF3	32
MYADML2_66593	MYADML2	136
MKRN2_33308	MKRN2	103
SERP2_70911	SERP2	43
SEMA3B_21026	SEMA3B	33
CCDC122_63377	CCDC122	23
CNTNAP3B_74729	CNTNAP3B	26
Non-Targeting Control_77111	Non-Targeting Control	123
AKAP4_23199	AKAP4	45
CCDC59_36403	CCDC59	30
DCAF12L1_60668	DCAF12L1	180
NOMO2_67502	NOMO2	191
C4orf26_62716	C4orf26	82
GET4_39136	GET4	14
KIF3C_10157	KIF3C	73
CHMP7_56008	CHMP7	208
VDAC2_20120	VDAC2	26
SLCO1A2_17694	SLCO1A2	31
NOSIP_37687	NOSIP	17
FAM110B_55437	FAM110B	78
FKBP11_38429	FKBP11	102
HTR1A_9016	HTR1A	47
SERPINB3_16856	SERPINB3	124
PRKD3_33473	PRKD3	51
EPB42_5634	EPB42	74
MCF2_11227	MCF2	127
OR5M3_65287	OR5M3	27
Non-Targeting Control_77266	Non-Targeting Control	278
GNPDA2_60095	GNPDA2	57
TXNRD3NB_74043	TXNRD3NB	67
CDH24_47717	CDH24	27
NPNT_66651	NPNT	73
GLTP_38185	GLTP	20
AKAP10_30492	AKAP10	109
TNFSF13_22853	TNFSF13	21
RAB37_68576	RAB37	27
SPINK2_18070	SPINK2	52
CATSPER3_69868	CATSPER3	62
ZBED2_49218	ZBED2	90
CRYBB3_3965	CRYBB3	56
Non-Targeting Control_77131	Non-Targeting Control	186
SERPINB6_13901	SERPINB6	40
CLDN23_60468	CLDN23	82
KIAA1755_54953	KIAA1755	12
LARS2_32680	LARS2	65
PCDHA3_44044	PCDHA3	112
TRPV4_46786	TRPV4	45
MYOC_12138	MYOC	9
ZBTB2_46047	ZBTB2	79
DOHH_52160	DOHH	52
VCX_35222	VCX	103
IDH3A_9148	IDH3A	75
IL31RA_60152	IL31RA	70
NPFF_22457	NPFF	50
SPRR2D_18114	SPRR2D	64
ZSCAN2_41254	ZSCAN2	31
FAM129B_48184	FAM129B	187
ABHD14B_54259	ABHD14B	126
TRIM23_1065	TRIM23	122
IFT80_45843	IFT80	28
TBC1D19_42242	TBC1D19	20
SLC35C1_42396	SLC35C1	100
STH_66233	STH	117
ABI3_38171	ABI3	74
FAM60A_46658	FAM60A	70
ST6GALNAC3_66771	ST6GALNAC3	47
VMAC_72244	VMAC	34
SLC10A3_21494	SLC10A3	65
IMPAD1_41025	IMPAD1	99
GABRE_6778	GABRE	53
LMX1B_10736	LMX1B	16
ADORA2A_375	ADORA2A	25
GRB7_7689	GRB7	102
TYMS_19788	TYMS	113
ZNF454_68263	ZNF454	31
CD58_2721	CD58	39
GADD45B_12009	GADD45B	30
GNB3_7354	GNB3	95
LYSMD4_61466	LYSMD4	13
SNTB1_17915	SNTB1	127
MRPL18_36394	MRPL18	50
ZNF146_20709	ZNF146	119
DOCK3_4968	DOCK3	36
KNG1_10243	KNG1	42
TEFM_49798	TEFM	119
CTSV_4267	CTSV	115
XAF1_40468	XAF1	73
HOXD13_8784	HOXD13	22
LRRIQ3_59324	LRRIQ3	65
LOC400736_72257	LOC400736	226
MCM3AP_23311	MCM3AP	34
IGF2BP2_28780	IGF2BP2	44
CCDC114_56484	CCDC114	29
EFNB3_5361	EFNB3	50
FSHB_6595	FSHB	123
CHRNB4_3254	CHRNB4	25
YBEY_39745	YBEY	10
MAP3K6_23745	MAP3K6	15
BMP3_1780	BMP3	232
ALPP_695	ALPP	180
C10orf90_58053	C10orf90	71
ARIH2OS_74086	ARIH2OS	20
TMEM110-MUSTN1_76031	TMEM110-MUSTN1	16
ZXDB_63203	ZXDB	254
TRAF3IP2_29085	TRAF3IP2	25
LOC400927-CSNK1E_76436	LOC400927-CSNK1E	73
PRDM5_30143	PRDM5	118
IDI2_55970	IDI2	41
KMT2D_21265	KMT2D	87
ERP29_29686	ERP29	86
SLFN14_69414	SLFN14	42
EIF4ENIF1_44263	EIF4ENIF1	62
GPR150_68221	GPR150	127
IRF2_9702	IRF2	40
LCN15_71490	LCN15	105
LIMS2_43008	LIMS2	17
CCNI2_73989	CCNI2	58
CLMP_50064	CLMP	138
RAB2A_15639	RAB2A	145
WASL_23520	WASL	63
C4orf27_41174	C4orf27	101
FAM9C_64297	FAM9C	99
ACYP1_248	ACYP1	49
SLC9B2_60143	SLC9B2	42
Non-Targeting Control_77175	Non-Targeting Control	212
DHDH_35958	DHDH	54
TTLL6_67623	TTLL6	40
RGSL1_70137	RGSL1	130
PAOX_64461	PAOX	30
CRTC1_32615	CRTC1	43
LDB3_30297	LDB3	90
HRH2_8851	HRH2	128
TRIM49B_67207	TRIM49B	179
SELPLG_17134	SELPLG	52
ZNF891_76302	ZNF891	92
FAM120A_32039	FAM120A	124
UMOD_19980	UMOD	100
OR2F1_34758	OR2F1	160
PTPN12_15447	PTPN12	32
FCGR2A_6154	FCGR2A	149
Non-Targeting Control_77302	Non-Targeting Control	222
TBX22_37471	TBX22	101
AOC2_863	AOC2	97
SLMAP_21031	SLMAP	40
PKN3_36844	PKN3	174
MRPS25_47799	MRPS25	22
UNC13D_64878	UNC13D	77
TMEM175_53352	TMEM175	120
DHX29_40101	DHX29	42
RNF133_64008	RNF133	28
TEFM_49797	TEFM	51
ZSCAN26_20783	ZSCAN26	127
CT47A9_74535	CT47A9	32
GP9_7458	GP9	48
CHRNA6_23508	CHRNA6	72
MTR_11894	MTR	142
ANXA11_851	ANXA11	9
CYB5D1_58795	CYB5D1	76
PATE2_72162	PATE2	44
RALGPS2_41572	RALGPS2	35
SEMA4C_40972	SEMA4C	41
RANBP3L_64983	RANBP3L	41
PTCHD2_45782	PTCHD2	35
DCST1_62128	DCST1	47
MED13_26598	MED13	30
SERPINB12_55096	SERPINB12	308
FPR3_6570	FPR3	73
DNPH1_28603	DNPH1	45
HLA-DQA1_8417	HLA-DQA1	136
TMEM177_51348	TMEM177	87
HAND2_24910	HAND2	28
Non-Targeting Control_77037	Non-Targeting Control	304
CASS4_44945	CASS4	20
Non-Targeting Control_77277	Non-Targeting Control	181
LGALS12_54814	LGALS12	68
NOL11_34105	NOL11	8
MRPL21_65438	MRPL21	114
OR2F1_34755	OR2F1	213
ZFP92_60746	ZFP92	46
SCRT1_52182	SCRT1	36
SGTA_17266	SGTA	8
SYT17_39447	SYT17	53
ZNF846_63597	ZNF846	66
ITGB1_9800	ITGB1	173
LARS2_32682	LARS2	85
MSH2_11754	MSH2	60
THAP3_55408	THAP3	151
LRIT2_69255	LRIT2	13
PMFBP1_52122	PMFBP1	55
OR2S2_44335	OR2S2	71
LRIT1_34581	LRIT1	76
SELO_52316	SELO	38
PRMT3_27309	PRMT3	204
ZNF639_38095	ZNF639	89
ZNF34_51359	ZNF34	80
SPAM1_18043	SPAM1	149
KIAA1210_45594	KIAA1210	115
ITCH_52446	ITCH	175
ARL1_1160	ARL1	117
CEP250_30432	CEP250	34
KLK7_15059	KLK7	42
PHYHIPL_53654	PHYHIPL	137
KPNA6_33370	KPNA6	19
CD81_2764	CD81	38
IDI1_9158	IDI1	70
GABRB1_6761	GABRB1	110
TGM1_19124	TGM1	78
TSPAN8_19302	TSPAN8	39
OR5AC2_51510	OR5AC2	75
ZNF563_61873	ZNF563	83
ZNF684_59352	ZNF684	60
EDC4_33401	EDC4	71
DYNC1LI2_4929	DYNC1LI2	152
IQGAP2_29171	IQGAP2	7
CFAP58_63295	CFAP58	19
ARL17B_75871	ARL17B	38
ARHGAP18_56593	ARHGAP18	108
TAS2R30_67002	TAS2R30	22
C4orf51_74106	C4orf51	64
MC2R_11197	MC2R	48
DMWD_4875	DMWD	79
RABIF_15698	RABIF	148
GMFG_25139	GMFG	13
DAB1_4465	DAB1	57
TMOD3_36593	TMOD3	50
Non-Targeting Control_77035	Non-Targeting Control	213
DYNC2LI1_39167	DYNC2LI1	68
C17orf97_72215	C17orf97	150
ENGASE_48011	ENGASE	39
PEX7_13682	PEX7	112
DHCR24_4744	DHCR24	198
Non-Targeting Control_77026	Non-Targeting Control	200
MRAP2_56819	MRAP2	73
ZNF547_67725	ZNF547	62
C12orf49_49960	C12orf49	126
NIPAL2_50027	NIPAL2	52
BEX1_43600	BEX1	88
C20orf197_67983	C20orf197	109
EDA_5261	EDA	78
TMEM221_75294	TMEM221	258
FOXP3_37464	FOXP3	151
GABBR2_25237	GABBR2	20
Non-Targeting Control_76708	Non-Targeting Control	280
PTPN1_15416	PTPN1	32
CENPU_49619	CENPU	36
C10orf111_65670	C10orf111	86
8-Sep_31971	8-Sep	83
KCNK13_44345	KCNK13	125
CCL17_17005	CCL17	47
SYPL1_18580	SYPL1	68
CCDC68_51130	CCDC68	81
AASS_27195	AASS	55
C22orf34_69960	C22orf34	25
Non-Targeting Control_76739	Non-Targeting Control	218
WDR90_64520	WDR90	13
LYRM5_61313	LYRM5	192
PPT1_14693	PPT1	90
COL16A1_3653	COL16A1	66
TMED3_32777	TMED3	52
WBSCR17_47730	WBSCR17	20
C1orf174_68948	C1orf174	112
LY75_10894	LY75	59
DRICH1_38199	DRICH1	91
PMP2_14266	PMP2	143
GPR137B_19320	GPR137B	19
CHD1_3123	CHD1	31
CDA_2776	CDA	12
C10orf113_70789	C10orf113	116
GYG1_8029	GYG1	30
C1orf86_64628	C1orf86	49
HMGB3_8486	HMGB3	199
LELP1_62111	LELP1	120
KCTD18_59821	KCTD18	23
LOC101929983_76392	LOC101929983	82
CITED1_11751	CITED1	18
CLDN12_23760	CLDN12	74
PLXNC1_27184	PLXNC1	129
ANKIB1_39997	ANKIB1	67
MUM1L1_60680	MUM1L1	193
STARD7_44545	STARD7	26
SLC46A3_67406	SLC46A3	87
TMEM158_34051	TMEM158	109
TLX3_37047	TLX3	238
GPR3_7500	GPR3	39
EFR3B_31352	EFR3B	48
SLC25A35_72089	SLC25A35	161
PRR18_68285	PRR18	118
KRTAP23-1_68630	KRTAP23-1	136
SIAH3_67400	SIAH3	77
FAM122B_63267	FAM122B	88
WDR37_31113	WDR37	51
C2orf80_71260	C2orf80	26
SPEN_31455	SPEN	60
ITGAX_9794	ITGAX	54
AOAH_857	AOAH	47
HMGA2_21282	HMGA2	48
C16orf90_74074	C16orf90	74
GDPD4_65534	GDPD4	33
ZNF559_53747	ZNF559	116
CPA2_3766	CPA2	65
TNFAIP8L1_59089	TNFAIP8L1	100
Non-Targeting Control_77236	Non-Targeting Control	328
IL1RAPL1_30244	IL1RAPL1	73
IFI16_9176	IFI16	93
SH3BGRL_17275	SH3BGRL	27
PF4_13703	PF4	69
PURA_15544	PURA	27
RIOK1_52431	RIOK1	43
HTR3D_64788	HTR3D	105
GAD2_6809	GAD2	40
ATP11C_68452	ATP11C	114
OR10A7_58374	OR10A7	34
UBD_28415	UBD	40
OR5D13_71630	OR5D13	29
KRT8_10337	KRT8	33
AMOT_62922	AMOT	139
CAMK2D_2264	CAMK2D	40
PKNOX1_14059	PKNOX1	34
DSP_5102	DSP	119
IFNA2_9205	IFNA2	40
SPANXN2_73424	SPANXN2	186
IGFLR1_49718	IGFLR1	20
SKOR2_74227	SKOR2	67
OR10H2_35161	OR10H2	144
GAS1_6890	GAS1	78
C18orf42_73697	C18orf42	210
STK24_21902	STK24	43
NOSTRIN_57531	NOSTRIN	86
AGRP_508	AGRP	94
ITGB2_9801	ITGB2	62
ZNF585A_64564	ZNF585A	86
ARC_32185	ARC	126
ASB3_37909	ASB3	66
RAD51AP2_74933	RAD51AP2	43
LYZ_10912	LYZ	31
FAM175B_31956	FAM175B	131
ADIPOR2_49365	ADIPOR2	99
BTG3_29646	BTG3	13
SYMPK_21375	SYMPK	21
LOC102724279_76416	LOC102724279	155
DOCK4_25779	DOCK4	94
ATG5_24948	ATG5	51
IL2RA_9399	IL2RA	155
C17orf104_67619	C17orf104	59
OR5F1_68773	OR5F1	40
UBOX5_31124	UBOX5	38
DNASE1_4897	DNASE1	56
GPRASP1_25798	GPRASP1	210
PALM_13289	PALM	126
PARK7_30733	PARK7	51
GCFC2_18848	GCFC2	42
ZBTB48_8374	ZBTB48	122
PBX4_51246	PBX4	74
KIAA1683_51260	KIAA1683	39
KANK3_66827	KANK3	55
MS4A6E_66108	MS4A6E	71
GAGE2B_73978	GAGE2B	125
TMEM218_65396	TMEM218	104
PSENEN_43577	PSENEN	54
TST_19671	TST	57
TAC1_18597	TAC1	36
RUSC1-AS1_67945	RUSC1-AS1	52
ZNF395_43677	ZNF395	24
BLOC1S5_47125	BLOC1S5	38
DNALI1_20931	DNALI1	170
C16orf89_61616	C16orf89	27
TRIM67_73003	TRIM67	78
TMPRSS12_67391	TMPRSS12	103
MEF2A_11313	MEF2A	61
APOA2_945	APOA2	101
