sgRNA	Gene	Clip2_4_DE_GFP_high_BC15_IGO_09496_7_S7
SHISA4_62152	SHISA4	43
TRIQK_68370	TRIQK	45
C22orf42_62305	C22orf42	47
KCTD17_49787	KCTD17	40
MICALL2_49911	MICALL2	42
ZNF185_20780	ZNF185	42
C9orf91_65063	C9orf91	39
SOCS4_58544	SOCS4	22
MAN1A2_29499	MAN1A2	26
HMGB4_59371	HMGB4	27
CCDC142_54302	CCDC142	4
GPR45_30597	GPR45	38
TRIM6_57999	TRIM6	22
KHDC3L_62891	KHDC3L	8
ETHE1_32901	ETHE1	26
LDHAL6A_63313	LDHAL6A	19
VEPH1_49598	VEPH1	20
RANBP3L_64982	RANBP3L	120
ZNF454_68262	ZNF454	25
IQCC_43149	IQCC	50
HEPACAM2_66266	HEPACAM2	14
MAGEA6_11020	MAGEA6	67
MICAL2_25467	MICAL2	15
GLRA3_21169	GLRA3	35
GJA10_54057	GJA10	69
PAX2_13326	PAX2	34
KLHDC7A_59413	KLHDC7A	9
MIER1_46294	MIER1	25
PTPRE_15479	PTPRE	90
HIST1H3I_21713	HIST1H3I	22
RMDN1_37855	RMDN1	10
ADAM30_30076	ADAM30	32
RIBC2_34669	RIBC2	43
ABCC10_55152	ABCC10	29
PAX7_13345	PAX7	15
COPS7A_37356	COPS7A	69
ZNF23_20521	ZNF23	114
ISLR_9737	ISLR	19
CPNE2_65720	CPNE2	5
SSX7_67113	SSX7	47
MMP28_49009	MMP28	27
SLC16A13_64854	SLC16A13	36
IRF2_9704	IRF2	27
RPS23_16599	RPS23	6
C20orf27_41195	C20orf27	7
CDK5_2910	CDK5	18
KBTBD2_34173	KBTBD2	17
C15orf27_58624	C15orf27	19
MRPL35_38487	MRPL35	8
ABHD1_54063	ABHD1	19
PKMYT1_23826	PKMYT1	30
SLC6A14_30611	SLC6A14	14
THOC7_50782	THOC7	11
GHITM_35495	GHITM	14
BLOC1S5_47123	BLOC1S5	41
INO80E_67536	INO80E	21
MRPL32_48331	MRPL32	42
FN1_6519	FN1	27
GPR63_51601	GPR63	45
SPTSSB_63849	SPTSSB	46
ZNF784_61872	ZNF784	42
SPHK1_23271	SPHK1	16
UTRN_20067	UTRN	33
TRIM58_34006	TRIM58	22
CDC42BPG_42669	CDC42BPG	20
STMN1_10510	STMN1	16
NDUFA9_12301	NDUFA9	13
ST6GAL1_17348	ST6GAL1	37
NOP14_22406	NOP14	16
IFT140_25814	IFT140	49
AMER3_65159	AMER3	45
UPF1_16010	UPF1	6
EXOSC6_58026	EXOSC6	174
BLOC1S4_42350	BLOC1S4	59
GRM5_7804	GRM5	43
PGA4_73857	PGA4	10
MAML2_53604	MAML2	18
ATP2B4_1390	ATP2B4	14
AMPD2_742	AMPD2	46
NIFK_53551	NIFK	9
SERPINB6_13903	SERPINB6	25
HNMT_8568	HNMT	59
PRTFDC1_44694	PRTFDC1	27
KAT6B_33039	KAT6B	16
OPN4_56731	OPN4	32
OR51G1_49161	OR51G1	77
PPP2R4_14637	PPP2R4	29
CD8B_2595	CD8B	13
JUN_9916	JUN	53
METTL15_64374	METTL15	8
KDM5A_15881	KDM5A	46
CPEB4_51106	CPEB4	55
ZNF816-ZNF321P_76119	ZNF816-ZNF321P	9
EID3_73400	EID3	5
ZNF384_64256	ZNF384	53
COG5_28178	COG5	32
TLE2_19246	TLE2	35
SYNDIG1_50443	SYNDIG1	26
ABCF2_26880	ABCF2	32
ERLIN2_30316	ERLIN2	14
CYP2J2_4396	CYP2J2	74
TNIK_31564	TNIK	34
STRA13_64862	STRA13	33
OR1A1_21794	OR1A1	27
RRAS_16634	RRAS	22
OR4F15_71835	OR4F15	21
MUC1_11906	MUC1	28
SPPL3_58432	SPPL3	42
KAT5_28371	KAT5	29
LUC7L2_39178	LUC7L2	77
DCAF5_23075	DCAF5	20
DDX23_24776	DDX23	17
CCDC85B_29824	CCDC85B	58
LPXN_24736	LPXN	38
CPNE8_61318	CPNE8	22
PPP6C_14690	PPP6C	12
ORC2_13099	ORC2	32
NUDCD3_32655	NUDCD3	35
SLC41A2_52909	SLC41A2	44
NR2C1_19543	NR2C1	32
ZBTB40_26445	ZBTB40	10
COG5_28179	COG5	26
L2HGDH_50425	L2HGDH	49
ZBTB39_26288	ZBTB39	8
HAUS3_49228	HAUS3	11
C4orf33_60059	C4orf33	21
SNX30_72475	SNX30	51
ZFYVE16_25900	ZFYVE16	7
KCNV1_35402	KCNV1	70
OVOL2_46590	OVOL2	27
TMEM194B_75360	TMEM194B	62
DCAF4L2_60538	DCAF4L2	5
CCNY_65374	CCNY	13
NLRP5_59067	NLRP5	27
FAM156B_74504	FAM156B	22
MEAF6_48002	MEAF6	32
NTF4_12881	NTF4	16
KCTD8_70641	KCTD8	29
NXN_47665	NXN	26
ADAMTS1_25049	ADAMTS1	11
IRX2_62801	IRX2	77
PTPN20_34561	PTPN20	19
CHID1_48605	CHID1	12
HTR5A_9055	HTR5A	2
MBD3L1_55047	MBD3L1	51
PRAMEF14_74942	PRAMEF14	5
PRRT4_72427	PRRT4	58
TCN1_18883	TCN1	46
GPR75_29592	GPR75	33
MDC1_25510	MDC1	19
ENTPD4_25285	ENTPD4	32
DHX30_31191	DHX30	25
XAGE5_64194	XAGE5	27
TARDBP_32808	TARDBP	10
OR9I1_65454	OR9I1	32
BFAR_38353	BFAR	10
CCDC65_55029	CCDC65	22
KCNS1_10131	KCNS1	93
FLT1_6469	FLT1	26
MALT1_29453	MALT1	10
ACKR3_44837	ACKR3	127
DCST2_59383	DCST2	45
ATG13_25933	ATG13	46
C10orf53_67158	C10orf53	115
C9orf173_73135	C9orf173	27
TMEM63B_42457	TMEM63B	35
PLA2G5_14083	PLA2G5	51
CRYGD_3981	CRYGD	49
NLRP1_31024	NLRP1	19
TFAP2B_19010	TFAP2B	49
CCL3_16966	CCL3	38
HOMER1_24889	HOMER1	65
MYL4_12075	MYL4	44
MTNR1A_11881	MTNR1A	34
EGR4_5406	EGR4	14
MAFB_26485	MAFB	34
FRRS1L_33501	FRRS1L	61
IKZF5_47675	IKZF5	40
SIGLEC15_67705	SIGLEC15	26
DOK7_68168	DOK7	38
LOC100289561_75723	LOC100289561	3
KIF13A_47233	KIF13A	57
LIN28A_49763	LIN28A	27
RB1CC1_26086	RB1CC1	7
PLD2_14142	PLD2	26
SKAP1_22495	SKAP1	20
ZBTB32_35439	ZBTB32	29
TOP3B_23466	TOP3B	35
KRT1_10305	KRT1	36
DOK7_68165	DOK7	20
DAB2IP_62743	DAB2IP	46
ARGLU1_41514	ARGLU1	33
TDP1_43333	TDP1	49
CLDN20_37190	CLDN20	16
ONECUT2_24965	ONECUT2	54
ASRGL1_50797	ASRGL1	47
ATP5F1_1428	ATP5F1	14
PCYT1B_24928	PCYT1B	41
FUNDC1_60698	FUNDC1	64
P2RX7_13189	P2RX7	33
TMEM138_38939	TMEM138	39
SLC18A3_17669	SLC18A3	41
RBM17_54691	RBM17	1
RAB6A_15672	RAB6A	34
BEST2_40705	BEST2	23
AMER3_65160	AMER3	22
SLC35A3_32827	SLC35A3	64
NUDT7_67538	NUDT7	49
ZNF311_67154	ZNF311	38
1-Mar_47963	1-Mar	57
KCNH1_10019	KCNH1	14
FBXO11_50895	FBXO11	23
DSCR4_27617	DSCR4	10
SHROOM1_60287	SHROOM1	19
FOS_6545	FOS	23
RPSA_10507	RPSA	22
TMX3_40070	TMX3	18
SYNJ1_23237	SYNJ1	16
SIAH3_67397	SIAH3	10
ACKR3_44836	ACKR3	16
MLKL_64505	MLKL	42
TMEM138_38941	TMEM138	25
PPIF_27022	PPIF	20
CLEC4G_68930	CLEC4G	31
STX16_22652	STX16	55
MRPL3_30513	MRPL3	14
MIOX_42720	MIOX	62
RPUSD1_56913	RPUSD1	27
CTSG_4250	CTSG	23
SDSL_57038	SDSL	9
LIMA1_38838	LIMA1	14
ERLIN1_28669	ERLIN1	46
SRPR_18229	SRPR	19
ETAA1_39987	ETAA1	20
SLC26A5_70521	SLC26A5	18
CCNE1_2499	CCNE1	59
CEBPD_3011	CEBPD	35
LOC100129697_75233	LOC100129697	42
NSUN3_47097	NSUN3	46
DNAAF5_40997	DNAAF5	44
DDX1_4634	DDX1	32
KCNE1_10007	KCNE1	26
CHRFAM7A_55145	CHRFAM7A	79
DHX57_55687	DHX57	44
PROM2_62383	PROM2	88
SCRG1_30822	SCRG1	80
GCA_33747	GCA	54
EXO1_24050	EXO1	4
IDE_9136	IDE	52
PLAGL1_14089	PLAGL1	24
RALB_15779	RALB	27
LRRC25_59132	LRRC25	16
PRKCD_14828	PRKCD	24
CACHD1_46214	CACHD1	9
HIST1H4I_21533	HIST1H4I	18
TRIM16L_61741	TRIM16L	37
ZNF217_20843	ZNF217	21
LIG4_10649	LIG4	35
TMEM150C_73045	TMEM150C	36
EIF3M_28229	EIF3M	39
MED27_24838	MED27	53
GANC_6867	GANC	32
DHRS4_29486	DHRS4	17
SPON1_28015	SPON1	10
ARHGEF10L_41762	ARHGEF10L	76
MRPS36_56168	MRPS36	39
RPS6KA2_16519	RPS6KA2	21
PINK1_48359	PINK1	40
UBTD1_50618	UBTD1	49
PLCZ1_55184	PLCZ1	45
IRF4_9711	IRF4	15
CKLF_38094	CKLF	26
ADTRP_54254	ADTRP	11
PDYN_13640	PDYN	42
MALL_20998	MALL	23
KLHL41_27756	KLHL41	11
XKR8_41608	XKR8	64
LCP1_10544	LCP1	45
EVX1_5892	EVX1	28
EHMT2_29543	EHMT2	21
GLI3_7225	GLI3	43
GSTA5_65763	GSTA5	39
KLHDC3_57656	KLHDC3	35
NME5_21792	NME5	30
KLHL12_46809	KLHL12	29
OR6P1_59520	OR6P1	11
WDR64_59451	WDR64	86
CABS1_54915	CABS1	60
SMIM8_45132	SMIM8	24
MEGF10_53677	MEGF10	27
HIST1H2BF_21671	HIST1H2BF	8
ZFP36L1_1878	ZFP36L1	21
CABP1_24959	CABP1	10
NPFF_22458	NPFF	26
PPP1R15A_33405	PPP1R15A	7
ISG15_25433	ISG15	7
POLR3K_39383	POLR3K	11
YTHDF3_66367	YTHDF3	21
TNRC6B_31766	TNRC6B	25
CT47A10_74532	CT47A10	19
SDCCAG3_29229	SDCCAG3	23
GCSAML_62084	GCSAML	40
PDE6A_13532	PDE6A	63
CD300LB_58782	CD300LB	34
HIGD1C_73628	HIGD1C	31
LITAF_25072	LITAF	83
GALNT6_30526	GALNT6	28
RAD54L_21932	RAD54L	42
ASPSCR1_48829	ASPSCR1	13
PCDHB8_43975	PCDHB8	16
BCAS4_42925	BCAS4	20
ODF4_61684	ODF4	13
TEX40_33925	TEX40	48
ZNF576_49087	ZNF576	14
TM4SF5_23644	TM4SF5	76
LARP1B_41667	LARP1B	38
ACVR1B_225	ACVR1B	14
ARID1A_21514	ARID1A	42
PRMT7_40074	PRMT7	18
CFH_8300	CFH	45
FOSL1_21235	FOSL1	14
RRM1_16647	RRM1	12
GLIPR1_29831	GLIPR1	63
AKAP7_24915	AKAP7	51
HIST1H2AD_8110	HIST1H2AD	23
KCTD17_49789	KCTD17	85
HNRNPCL3_74210	HNRNPCL3	28
2-Mar_38267	2-Mar	21
UAP1_18033	UAP1	34
PTPRA_15458	PTPRA	17
CES5A_65730	CES5A	15
PGRMC2_28038	PGRMC2	15
TMEM196_66710	TMEM196	33
TBC1D32_65754	TBC1D32	23
CTC1_50833	CTC1	8
HLA-DPA1_8411	HLA-DPA1	35
ESR1_5801	ESR1	66
AGO4_64348	AGO4	8
CREBZF_46556	CREBZF	16
C1QTNF9_68826	C1QTNF9	21
OR8D1_67232	OR8D1	44
GPX1_7664	GPX1	36
KIAA1644_54816	KIAA1644	17
STAB1_31933	STAB1	15
RNF41_27299	RNF41	95
PON3_14425	PON3	10
TEAD4_18949	TEAD4	7
MAP2K1_14921	MAP2K1	38
SOX17_47623	SOX17	39
C10orf54_47414	C10orf54	12
TEX13A_44068	TEX13A	53
HMGA2_21284	HMGA2	24
CDCA4_41399	CDCA4	63
ERGIC1_45313	ERGIC1	25
DARS2_41754	DARS2	76
PGBD3_67100	PGBD3	17
GOLGA6L2_67467	GOLGA6L2	51
ADGRE1_5557	ADGRE1	12
APH1A_37827	APH1A	40
UBA7_19827	UBA7	21
TTC23_48267	TTC23	9
L3MBTL1_34343	L3MBTL1	53
RHBDL2_41045	RHBDL2	10
TTC14_62531	TTC14	79
DMRTC1B_74755	DMRTC1B	41
RNF151_61564	RNF151	7
SCAND1_38350	SCAND1	10
TEAD1_18947	TEAD1	15
C18orf32_73462	C18orf32	15
PDGFRA_13575	PDGFRA	6
OR10H1_35166	OR10H1	113
ERCC6_5770	ERCC6	27
A2ML1_61349	A2ML1	8
IL33_55665	IL33	37
CXCL3_7827	CXCL3	111
MANBAL_47107	MANBAL	16
SYTL3_56707	SYTL3	29
CPA4_38116	CPA4	93
KLHL35_67259	KLHL35	62
EID2B_59085	EID2B	55
PCDHGC3_13400	PCDHGC3	10
C17orf58_67595	C17orf58	20
KCNJ2_10032	KCNJ2	27
CCDC28B_48983	CCDC28B	16
DHX15_4669	DHX15	4
SDC4_17071	SDC4	32
SNRPD1_17884	SNRPD1	10
HNRNPA1L2_61384	HNRNPA1L2	54
SH3GL2_17290	SH3GL2	44
FAM229A_75151	FAM229A	45
SSB_18245	SSB	15
PLD1_14139	PLD1	40
OR10A4_67300	OR10A4	17
C11orf57_41966	C11orf57	28
SIM1_17380	SIM1	13
ATP13A5_69655	ATP13A5	39
FBXO24_34872	FBXO24	27
CYP11B2_4430	CYP11B2	58
PHF12_46123	PHF12	17
PON3_14428	PON3	34
LRRC8E_50751	LRRC8E	27
TIMM23B_76208	TIMM23B	29
TRIM21_18239	TRIM21	44
HSFX1_75884	HSFX1	139
CRMP1_3914	CRMP1	24
MFI2_11415	MFI2	9
HNRNPM_12184	HNRNPM	13
S1PR1_5267	S1PR1	12
SLC52A2_49313	SLC52A2	33
SPATA19_65446	SPATA19	32
KIF17_45899	KIF17	25
C14orf105_41886	C14orf105	32
MANF_21035	MANF	10
ACVRL1_239	ACVRL1	21
DEFB105B_73493	DEFB105B	1
PSD_15092	PSD	50
FAM212B_43752	FAM212B	53
GTPBP8_36417	GTPBP8	33
F11R_37407	F11R	44
NAPA_22939	NAPA	5
PCDHA9_25853	PCDHA9	49
MRRF_56243	MRRF	36
SAMD5_71396	SAMD5	61
NECAP2_43104	NECAP2	36
GAS2_6893	GAS2	61
TMEM8B_39437	TMEM8B	52
TMOD4_36589	TMOD4	79
ZNF662_71273	ZNF662	34
EVX1_5890	EVX1	29
ARL14_50722	ARL14	93
UBAP2_43526	UBAP2	15
ENOSF1_42658	ENOSF1	38
MED19_65313	MED19	17
KCNAB1_21045	KCNAB1	28
PAK2_13284	PAK2	27
VPS37C_41416	VPS37C	26
HEY2_32943	HEY2	24
RCBTB2_3109	RCBTB2	22
ARL5B_65686	ARL5B	21
KDM4B_31513	KDM4B	15
PDHA2_13595	PDHA2	30
USP4_19997	USP4	57
RUNDC3B_62904	RUNDC3B	65
LSAMP_10814	LSAMP	36
SMARCA5_22024	SMARCA5	10
ST18_25683	ST18	12
KIAA1549L_33643	KIAA1549L	16
DRAM1_42355	DRAM1	12
ANKRD31_66692	ANKRD31	51
FCRLA_54245	FCRLA	49
THAP4_37719	THAP4	27
CDON_37453	CDON	19
NPFFR1_47386	NPFFR1	20
SKIV2L_17405	SKIV2L	39
FHOD3_50906	FHOD3	30
HHAT_43184	HHAT	43
LIG4_10652	LIG4	48
GPR119_60756	GPR119	39
SLC6A6_17533	SLC6A6	5
COMMD5_36326	COMMD5	16
GIMD1_75943	GIMD1	26
VGLL2_66111	VGLL2	43
USP47_41373	USP47	40
ZPLD1_59928	ZPLD1	28
EFCAB11_55324	EFCAB11	54
COX5B_3707	COX5B	65
CTLA4_4200	CTLA4	27
AGTPBP1_32349	AGTPBP1	39
VTA1_38972	VTA1	33
KRTAP5-3_70747	KRTAP5-3	8
PPP1R42_68386	PPP1R42	26
NIPAL1_62678	NIPAL1	44
BCL2L15_72981	BCL2L15	31
B4GALNT4_68791	B4GALNT4	32
VPS33B_34920	VPS33B	49
HEG1_45626	HEG1	26
KIF9_47473	KIF9	33
C17orf100_70981	C17orf100	34
ALX4_46950	ALX4	53
SLC39A14_33017	SLC39A14	31
FKBP6_22028	FKBP6	26
KIAA0100_25674	KIAA0100	29
R3HCC1L_35944	R3HCC1L	31
OTUD7A_63449	OTUD7A	34
AARS2_45661	AARS2	30
MRGPRG_70709	MRGPRG	21
HIST1H2BJ_23493	HIST1H2BJ	31
MSI1_11771	MSI1	16
FBXO44_56560	FBXO44	67
LIAS_29868	LIAS	24
SPDYE4_70987	SPDYE4	39
CBY3_74073	CBY3	35
NOTCH2_12730	NOTCH2	27
WNK4_48505	WNK4	20
MAF_10987	MAF	10
MAGI1_24233	MAGI1	17
TRIM16_28716	TRIM16	45
CKLF_38092	CKLF	33
LAIR1_10449	LAIR1	53
RBFOX2_33108	RBFOX2	30
NRL_12858	NRL	32
FOXJ1_6407	FOXJ1	31
ECE1_5237	ECE1	20
PPP1R3C_14588	PPP1R3C	18
GABARAPL2_30838	GABARAPL2	42
GSTO2_58125	GSTO2	73
ZNF117_38579	ZNF117	36
TPRN_68424	TPRN	14
SHARPIN_51989	SHARPIN	19
CNOT10_34043	CNOT10	12
C7orf60_62910	C7orf60	30
GNRHR_7403	GNRHR	31
PPIL2_33525	PPIL2	13
CCL28_44262	CCL28	80
GLT1D1_61332	GLT1D1	38
PLVAP_52185	PLVAP	71
ZNF280C_42780	ZNF280C	64
PKLR_14046	PKLR	57
ERG_5778	ERG	28
ELL3_50994	ELL3	20
PTPN21_30117	PTPN21	25
HCRTR1_8252	HCRTR1	21
MAFA_71458	MAFA	11
ATCAY_54786	ATCAY	21
DPM1_23062	DPM1	49
MFSD6_40737	MFSD6	32
DDX28_43399	DDX28	26
ZNF345_33900	ZNF345	28
TAF1D_48949	TAF1D	43
SLC38A3_29782	SLC38A3	49
CSH1_4040	CSH1	23
XKR4_57190	XKR4	25
DOK2_23682	DOK2	24
CMA1_3438	CMA1	36
XDH_20330	XDH	17
ZNF691_37646	ZNF691	33
ARTN_23690	ARTN	37
GYPE_8047	GYPE	42
SLC34A2_28524	SLC34A2	21
MAPK7_14899	MAPK7	17
SMIM20_71326	SMIM20	54
CTTN_5566	CTTN	8
GPKOW_35838	GPKOW	12
TRPC4AP_34629	TRPC4AP	15
STON2_54922	STON2	60
SFTA3_66374	SFTA3	15
LY6G6F_66939	LY6G6F	48
MUC15_61210	MUC15	41
RAB6B_39033	RAB6B	54
PTPRA_15460	PTPRA	24
MEF2A_11314	MEF2A	22
OR4D2_58763	OR4D2	28
ATXN2L_30666	ATXN2L	7
SUSD6_25902	SUSD6	22
ACOT7_30784	ACOT7	3
RASEF_63127	RASEF	10
DBT_4558	DBT	12
PPP1R1C_62466	PPP1R1C	56
ODF2L_45611	ODF2L	28
POGK_46110	POGK	40
ZC3HAV1L_56101	ZC3HAV1L	63
C12orf4_44980	C12orf4	51
SSFA2_18253	SSFA2	28
TTYH3_51265	TTYH3	9
SNAPIN_33164	SNAPIN	47
RNF182_65858	RNF182	16
SYCP2L_65870	SYCP2L	18
POTEG_72695	POTEG	41
COL1A2_3551	COL1A2	57
GLG1_7216	GLG1	20
TMEM74B_42312	TMEM74B	6
EVI2B_5883	EVI2B	20
SLC4A9_52384	SLC4A9	22
SEMG2_17148	SEMG2	43
HEY1_32864	HEY1	49
DACT3_61885	DACT3	22
ZFAND5_20837	ZFAND5	7
COLEC12_51500	COLEC12	18
PCDHGC4_43881	PCDHGC4	2
DEXI_36206	DEXI	8
NDUFA7_12292	NDUFA7	27
LRRC47_45549	LRRC47	24
MAN1A2_29501	MAN1A2	25
TIMM23_75654	TIMM23	10
HOXA10_8661	HOXA10	31
SPANXN3_60649	SPANXN3	20
GORAB_56220	GORAB	32
COQ3_39502	COQ3	6
CST9L_59608	CST9L	34
FAM9A_64290	FAM9A	47
ATP11A_32227	ATP11A	13
DOHH_52159	DOHH	50
SULT1A2_18431	SULT1A2	90
FBXO36_59887	FBXO36	56
MIOX_42721	MIOX	33
TOX4_26278	TOX4	18
PHC2_5301	PHC2	3
CAPN3_2293	CAPN3	36
ABCD2_639	ABCD2	41
CAPN13_56182	CAPN13	26
KNDC1_54932	KNDC1	41
EIF5A2_44312	EIF5A2	19
CD3G_2563	CD3G	19
IRX6_49116	IRX6	39
OR10P1_58327	OR10P1	43
ARL6IP6_62449	ARL6IP6	22
WDFY4_46281	WDFY4	10
PLA2G6_21829	PLA2G6	14
PRR23C_71305	PRR23C	25
PYDC2_62633	PYDC2	13
SLC30A9_28167	SLC30A9	16
ZFP36_20419	ZFP36	11
ACSS3_49389	ACSS3	28
ARHGAP8_33569	ARHGAP8	18
BRMS1_33921	BRMS1	19
PALB2_49767	PALB2	37
CCDC3_52321	CCDC3	34
ZNF419_49821	ZNF419	82
VIM_20158	VIM	20
TARDBP_32809	TARDBP	15
NLGN4X_45652	NLGN4X	34
PRKCI_14844	PRKCI	32
RAB30_36003	RAB30	37
ARL5C_71849	ARL5C	14
PPP1R12A_12149	PPP1R12A	15
EPB41_5621	EPB41	70
DYRK2_21950	DYRK2	15
TICAM1_61940	TICAM1	13
MTHFD1_11862	MTHFD1	41
NGB_46493	NGB	48
SLC2A4_17469	SLC2A4	46
ADGRG5_65723	ADGRG5	62
ZNF138_20684	ZNF138	24
MPP6_39290	MPP6	39
CCDC88C_72904	CCDC88C	31
KIRREL_42051	KIRREL	57
CIRH1A_54474	CIRH1A	28
C15orf65_61478	C15orf65	31
SH3YL1_35305	SH3YL1	12
BEST2_40704	BEST2	16
ZBTB40_26448	ZBTB40	19
ZNF25_65368	ZNF25	21
DNAJC14_54879	DNAJC14	56
ZNF45_20579	ZNF45	6
CMA1_3440	CMA1	24
NTNG1_31010	NTNG1	22
DDX39B_21083	DDX39B	41
SMIM1_71102	SMIM1	33
ATG9A_48836	ATG9A	48
GPR65_22048	GPR65	26
CLPTM1_3422	CLPTM1	107
SOGA1_60930	SOGA1	26
PRMT2_8855	PRMT2	21
TSPY2_47843	TSPY2	12
TRIM56_51943	TRIM56	5
MYO5C_43760	MYO5C	53
ZNF613_50306	ZNF613	9
SACS_34928	SACS	14
FCAR_6127	FCAR	87
NMNAT1_48107	NMNAT1	6
1-Dec_37239	1-Dec	49
IQGAP1_23113	IQGAP1	22
DLX6_4844	DLX6	21
SBK3_75317	SBK3	13
SLC5A2_17500	SLC5A2	36
ERC2_34483	ERC2	14
ATP2A3_1373	ATP2A3	24
NPR3_12807	NPR3	20
NUP210L_55765	NUP210L	68
CEP135_25528	CEP135	20
ABCB4_13839	ABCB4	21
KRT8_10339	KRT8	28
TSPO2_66032	TSPO2	67
RASL10A_28744	RASL10A	12
PDE4A_13515	PDE4A	40
ABHD15_57704	ABHD15	27
ARHGAP11B_55149	ARHGAP11B	22
BAG4_25118	BAG4	6
SLMAP_21032	SLMAP	47
MATR3_25960	MATR3	28
FST_28185	FST	22
BMPR2_1809	BMPR2	55
TNFSF4_19764	TNFSF4	75
IFT20_55458	IFT20	27
HMCN1_52566	HMCN1	15
HES7_53980	HES7	20
CRYBA2_3949	CRYBA2	36
HES5_71099	HES5	52
BCKDHA_1621	BCKDHA	15
ARHGAP18_56596	ARHGAP18	71
C8orf37_63029	C8orf37	23
STH_66234	STH	28
CTAGE6_69144	CTAGE6	8
CHST7_44280	CHST7	57
PTEN_15315	PTEN	54
MTHFSD_48032	MTHFSD	23
IFNB1_9264	IFNB1	36
CREBL2_3874	CREBL2	95
STRIP1_54847	STRIP1	10
ABHD10_42414	ABHD10	31
EDRF1_34567	EDRF1	54
MAP3K19_50729	MAP3K19	9
DAP3_20960	DAP3	73
CDKL3_38292	CDKL3	41
VN1R1_45258	VN1R1	13
DEFA5_4689	DEFA5	25
C14orf166_39191	C14orf166	19
RAP1A_15801	RAP1A	37
SLC6A19_69078	SLC6A19	40
C15orf32_61491	C15orf32	52
TNFRSF10D_22991	TNFRSF10D	50
VEGFB_20135	VEGFB	51
YY1AP1_42077	YY1AP1	20
MMP9_11608	MMP9	18
PRR4_30661	PRR4	28
SUFU_39291	SUFU	10
LHX3_21185	LHX3	68
APLF_64734	APLF	11
ENO3_5599	ENO3	12
CLEC6A_56615	CLEC6A	34
SH3GL3_17295	SH3GL3	24
OR6K3_71939	OR6K3	64
ZWINT_30208	ZWINT	10
DMD_4850	DMD	81
SNAI2_17736	SNAI2	101
ARL2BP_33199	ARL2BP	33
DGKI_24062	DGKI	31
CYBB_4313	CYBB	41
C14orf2_25208	C14orf2	16
KLHDC9_59238	KLHDC9	35
OR6B3_62373	OR6B3	45
SARDH_4854	SARDH	30
PRR21_73877	PRR21	20
PIP4K2A_14019	PIP4K2A	36
EQTN_40292	EQTN	17
SLC5A5_17514	SLC5A5	55
FASLG_1009	FASLG	16
RNF225_74143	RNF225	24
GUCY2D_8063	GUCY2D	11
CERS6_66349	CERS6	49
C19orf35_70345	C19orf35	11
GPSM2_36734	GPSM2	18
RDH11_37836	RDH11	33
TEX26_58448	TEX26	6
ENTPD5_2694	ENTPD5	34
DRAP1_28594	DRAP1	7
LDLR_10566	LDLR	76
IRS2_22593	IRS2	24
TMEM169_56314	TMEM169	25
KCNJ12_10064	KCNJ12	17
ZSCAN25_65878	ZSCAN25	59
BRDT_1873	BRDT	38
UBR7_41720	UBR7	44
MRPS6_48306	MRPS6	54
CXCL13_28504	CXCL13	29
ELL3_50992	ELL3	15
TIE1_19200	TIE1	10
CENPL_55955	CENPL	6
GPC5_6298	GPC5	35
TPT1_19532	TPT1	69
GPC3_7190	GPC3	92
GH1_7108	GH1	24
MGAT4A_30754	MGAT4A	61
CTSC_3073	CTSC	34
ZNF7_20465	ZNF7	51
IFNA14_9239	IFNA14	6
CCDC155_61883	CCDC155	29
COPB1_3680	COPB1	2
SVOPL_60430	SVOPL	19
SRRM1_27518	SRRM1	50
MOSPD1_44109	MOSPD1	49
VOPP1_51665	VOPP1	48
OSBPL2_26306	OSBPL2	11
TREML2_50190	TREML2	42
COMMD3_32740	COMMD3	15
SLC4A2_17490	SLC4A2	61
FXYD3_14183	FXYD3	6
PADI1_36854	PADI1	13
MAP1S_41910	MAP1S	30
BLCAP_29496	BLCAP	51
CCDC3_52320	CCDC3	24
TAF1L_60593	TAF1L	33
DEPDC5_25592	DEPDC5	6
CLDN25_73943	CLDN25	14
OLIG1_57770	OLIG1	72
FUT11_64139	FUT11	12
JSRP1_59107	JSRP1	13
KRT83_10415	KRT83	17
ABCB1_13835	ABCB1	27
TMEM132D_58340	TMEM132D	37
RHOQ_32804	RHOQ	2
RSPH4A_69716	RSPH4A	13
HDC_8271	HDC	6
ZBTB24_26152	ZBTB24	15
FAM110C_73677	FAM110C	50
ENG_5588	ENG	10
S100P_16770	S100P	61
DCUN1D1_39804	DCUN1D1	23
SMIM2_48740	SMIM2	57
KRT34_10398	KRT34	34
NSMCE2_68341	NSMCE2	18
FAM134B_39980	FAM134B	16
ERP27_58396	ERP27	20
ABHD5_37795	ABHD5	20
LCE2A_70078	LCE2A	14
OR8B12_65404	OR8B12	31
ZNF185_20779	ZNF185	42
ZNF277_30387	ZNF277	55
HN1L_55655	HN1L	30
MAMDC4_63106	MAMDC4	12
KCNT1_45920	KCNT1	93
ZRANB1_40525	ZRANB1	77
CELA2B_37605	CELA2B	14
MPPED1_2089	MPPED1	43
HLF_8447	HLF	21
F2RL3_23577	F2RL3	37
FAM127C_73152	FAM127C	37
SERPINB4_16857	SERPINB4	38
TNS4_54590	TNS4	19
FOXN4_58428	FOXN4	36
OR5J2_67144	OR5J2	48
EPX_21512	EPX	52
ENPP7_68874	ENPP7	42
MOV10L1_39958	MOV10L1	28
